"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"Kirk Cousins","QB","MIN                  MIN","31","2020","2022","2","$66,000,000","$33,000,000","16.65%","$30,000,000","$31,000,000","$66,000,000","$61,028,856","$96,028,856"
"Laremy Tunsil","LT","HOU                  HOU","25","2020","2023","3","$66,000,000","$22,000,000","11.10%","$13,000,000","$40,000,000","$50,000,000","$40,039,155","$57,889,155"
"Cameron Heyward","DL","PIT                  PIT","30","2020","2024","4","$65,600,000","$16,400,000","8.27%","$17,500,000","$20,250,000","$26,250,000","$32,250,000","$43,250,000"
"Robert Woods","WR","LAR                  LAR","27","2020","2025","4","$65,000,000","$16,250,000","8.20%","","$18,500,000","$32,000,000","$20,567,266","$30,567,265"
"Christian McCaffrey","RB","CAR                  CAR","23","2020","2025","4","$64,063,500","$16,015,875","8.08%","$21,500,000","$30,062,500","$38,162,500","$30,574,774","$31,264,774"
"Dalvin Cook","RB","MIN                  MIN","24","2020","2025","5","$63,000,000","$12,600,000","6.36%","$15,500,000","$16,325,000","$28,125,000","$18,384,650","$27,284,650"
"Teddy Bridgewater","QB","CAR                  CAR","27","2020","2021","3","$63,000,000","$21,000,000","10.60%","$15,000,000","$33,000,000","$33,000,000","$28,482,702","$49,482,702"
"Taylor Decker","LT","DET                  DET","26","2020","2024","4","$60,000,000","$15,000,000","7.57%","$7,500,000","$29,000,000","$42,100,000","$27,425,195","$42,425,195"
"Budda Baker","S","ARI                  ARI","23","2020","2024","4","$59,000,000","$14,750,000","7.44%","$10,000,000","$22,100,000","$33,100,000","$22,259,602","$33,759,602"
"Eddie Jackson","FS","CHI                  CHI","26","2020","2024","4","$58,400,000","$14,600,000","7.37%","$12,000,000","$22,000,000","$33,000,000","$22,372,823","$33,472,823"
"Dion Dawkins","LT","BUF                  BUF","25","2020","2024","4","$58,300,000","$14,575,000","7.35%","$8,600,000","$29,500,441","$29,500,441","$30,148,536","$39,234,406"
"Zach Cunningham","LB","HOU                  HOU","25","2020","2024","4","$58,000,000","$14,500,000","7.32%","$12,000,000","$23,500,000","$32,500,000","$15,612,454","$23,950,684"
"Andrus Peat","G","NO                  NO","26","2020","2024","5","$57,500,000","$11,500,000","5.80%","$13,000,000","$23,000,000","$33,850,000","$23,010,000","$33,860,000"
"Travis Kelce","TE","KC                  KC","30","2020","2025","4","$57,250,000","$14,312,500","7.22%","","$20,750,000","$22,750,000","$21,100,166","$31,600,166"
"DeAndre Hopkins","WR","ARI                  ARI","27","2020","2024","2","$54,500,000","$27,250,000","13.75%","$27,500,000","$42,750,000","$60,050,000","$40,978,881","$54,878,881"
"Joe Schobert","ILB","JAX                  JAX","26","2020","2024","5","$53,750,000","$10,750,000","5.42%","$12,000,000","$21,500,000","$21,500,000","$18,732,229","$27,982,229"
"D.J. Reader","DL","CIN                  CIN","25","2020","2023","4","$53,000,000","$13,250,000","6.69%","$16,250,000","$20,250,000","$20,250,000","$31,765,588","$41,250,878"
"Kyle Van Noy","ED","MIA                  MIA","28","2020","2023","4","$51,000,000","$12,750,000","6.43%","$5,500,000","$15,000,000","$30,000,000","$27,598,613","$39,873,613"
"Darius Slay","CB","PHI                  PHI","28","2020","2023","3","$50,050,000","$16,683,333","8.42%","$13,000,000","$26,050,000","$30,050,000","$26,550,000","$43,050,000"
"Ryan Kelly","C","IND                  IND","26","2020","2024","4","$50,000,000","$12,500,000","6.31%","","$30,000,000","$30,000,000","$27,547,524","$35,047,524"
"Derrick Henry","RB","TEN                  TEN","25","2020","2023","4","$50,000,000","$12,500,000","6.31%","$12,000,000","$25,500,000","$25,500,000","$26,000,000","$40,500,000"
"Tom Brady","QB","TB                  TB","42","2020","2021","2","$50,000,000","$25,000,000","12.61%","","$50,000,000","$50,000,000","$56,750,000","$56,750,000"
"Drew Brees","QB","NO                  NO","40","2020","2021","2","$50,000,000","$25,000,000","12.61%","","$25,000,000","$25,000,000","$26,075,000","$26,075,000"
"Joe Mixon","RB","CIN                  CIN","23","2020","2024","4","$48,000,000","$12,000,000","6.05%","$10,000,000","$10,000,000","$10,000,000","$19,743,478","$28,355,232"
"Cooper Kupp","WR","LAR                  LAR","26","2020","2023","3","$47,250,000","$15,750,000","7.95%","$6,000,000","$20,633,000","$35,100,000","$20,777,571","$35,652,571"
"Dante Fowler Jr.","ED","ATL                  ATL","25","2020","2021","3","$45,000,000","$15,000,000","7.57%","$14,000,000","$23,000,000","$29,000,000","$22,055,053","$22,055,053"
"Halapoulivaati Vaitai","G","DET                  DET","26","2020","2024","5","$45,000,000","$9,000,000","4.54%","$7,000,000","$20,000,000","$20,000,000","$21,387,375","$28,387,375"
"Graham Glasgow","G","DEN                  DEN","27","2020","2023","4","$44,000,000","$11,000,000","5.55%","$12,000,000","$22,900,000","$26,000,000","$23,367,946","$26,467,946"
"D.J. Humphries","LT","ARI                  ARI","26","2020","2022","3","$43,750,000","$14,583,333","7.36%","$2,400,000","$29,000,000","$29,000,000","$30,122,389","$45,122,389"
"James Bradberry","CB","NYG                  NYG","26","2020","2022","3","$43,500,000","$14,500,000","7.32%","","$29,800,000","$31,980,000","$30,500,000","$44,000,000"
"Trae Waynes","CB","CIN                  CIN","27","2020","2022","3","$42,000,000","$14,000,000","7.06%","$15,000,000","$15,000,000","$15,000,000","$30,800,000","$41,658,824"
"Jack Conklin","RT","CLE                  CLE","25","2020","2022","3","$42,000,000","$14,000,000","7.06%","$15,000,000","$30,000,000","$30,000,000","$30,086,825","$38,086,825"
"Austin Hooper","TE","CLE                  CLE","25","2020","2023","4","$42,000,000","$10,500,000","5.30%","$10,000,000","$18,500,000","$23,000,000","$23,129,505","$32,629,505"
"Chase Roullier","C","WAS                  WAS","26","2020","2024","4","$40,500,000","$10,125,000","5.11%","$9,000,000","$13,670,000","$19,020,000","$16,123,000","$23,333,000"
"Kendall Fuller","CB","WAS                  WAS","24","2020","2023","4","$40,000,000","$10,000,000","5.05%","$12,500,000","$13,500,000","$23,500,000","$23,500,000","$31,500,000"
"Javon Hargrave","DL","PHI                  PHI","26","2020","2022","3","$39,000,000","$13,000,000","6.56%","$11,750,000","$25,500,000","$25,500,000","$26,000,000","$39,000,000"
"Joe Burrow","QB","CIN                  CIN","23","2020","2024","4","$36,190,137","$9,047,534","4.56%","$23,880,100","$36,190,137","$36,190,137","$26,727,373","$30,627,385"
"Cory Littleton","ILB","LV                  LV","26","2020","2022","3","$35,250,000","$11,750,000","5.93%","","$22,000,000","$22,000,000","$23,870,312","$35,620,312"
"Chase Young","DE","WAS                  WAS","20","2020","2023","4","$34,563,594","$8,640,899","4.36%","$22,697,160","$34,563,594","$34,563,594","$25,488,232","$29,240,377"
"Jeff Okudah","CB","DET                  DET","20","2020","2023","4","$33,528,544","$8,382,136","4.23%","$21,944,396","$33,528,544","$33,528,544","$24,693,286","$28,351,335"
"Anthony Castonzo","LT","IND                  IND","31","2020","2021","2","$33,000,000","$16,500,000","8.32%","","$7,000,000","$17,000,000","$33,030,131","$33,030,131"
"Andrew Thomas","LT","NYG                  NYG","20","2020","2024","4","$32,345,588","$8,086,397","4.08%","$21,084,064","$32,345,588","$32,345,588","$23,774,318","$27,324,826"
"Malcolm Jenkins","FS","NO                  NO","32","2020","2023","4","$32,000,000","$8,000,000","4.04%","$9,000,000","$16,250,000","$16,250,000","$17,250,000","$18,370,000"
"Bradley Roby","CB","HOU                  HOU","27","2020","2022","3","$31,500,000","$10,500,000","5.30%","$3,000,000","$19,000,000","$19,000,000","$12,044,007","$15,544,007"
"Dak Prescott","QB","DAL                  DAL","26","2020","2020","1","$31,409,000","$31,409,000","15.85%","","$31,409,000","$31,409,000","$31,414,653","$31,414,653"
"Logan Ryan","CB","NYG                  NYG","28","2020","2023","3","$31,000,000","$10,333,333","5.21%","$6,000,000","$17,000,000","$20,000,000","$16,550,000","$25,800,000"
"Blake Martinez","ILB","NYG                  NYG","25","2020","2022","3","$30,750,000","$10,250,000","5.17%","$6,000,000","$19,000,000","$19,000,000","$22,225,000","$24,401,471"
"Grover Stewart","DT","IND                  IND","26","2020","2023","3","$30,750,000","$10,250,000","5.17%","$5,000,000","$5,000,000","$19,247,176","$14,247,738","$23,602,738"
"Mario Addison","DE","BUF                  BUF","32","2020","2021","3","$30,450,000","$10,150,000","5.12%","$6,000,000","$13,250,000","$15,250,000","$19,938,337","$19,938,337"
"Tua Tagovailoa","QB","MIA                  MIA","21","2020","2024","4","$30,275,438","$7,568,860","3.82%","$19,578,500","$30,275,438","$30,275,438","$22,237,135","$25,599,448"
"Andrew Whitworth","LT","LAR                  LAR","38","2020","2022","3","$30,000,077","$10,000,026","5.05%","$5,000,000","","$12,500,000","$18,550,928","$19,671,005"
"Bryan Bulaga","RT","LAC                  LAC","30","2020","2022","3","$30,000,000","$10,000,000","5.05%","$10,000,000","$19,250,000","$19,250,000","$19,304,680","$30,054,680"
"Jordan Phillips","DL","ARI                  ARI","27","2020","2022","3","$30,000,000","$10,000,000","5.05%","$8,000,000","$14,500,000","$18,500,000","$20,044,547","$30,044,547"
"Jamie Collins","OLB","DET                  DET","30","2020","2022","3","$30,000,000","$10,000,000","5.05%","$7,000,000","$18,000,000","$18,000,000","$20,079,552","$30,079,552"
"Shaq Lawson","ED","MIA                  MIA","25","2020","2022","3","$30,000,000","$10,000,000","5.05%","$4,000,000","$20,800,000","$20,800,000","$15,028,910","$24,028,910"
"Ereck Flowers","G","MIA                  MIA","25","2020","2022","3","$30,000,000","$10,000,000","5.05%","$9,000,000","$19,950,000","$19,950,000","$14,065,746","$24,065,746"
"Jimmie Ward","S","SF                  SF","28","2020","2022","3","$28,500,000","$9,500,000","4.79%","$8,000,000","$13,000,000","$16,500,000","$18,908,076","$28,261,008"
"George Fant","RT","NYJ                  NYJ","27","2020","2022","3","$27,300,000","$9,100,000","4.59%","$3,000,000","$8,850,000","$13,700,000","$18,077,935","$28,016,167"
"Demario Davis","LB","NO                  NO","30","2020","2024","3","$27,000,000","$9,000,000","4.54%","$11,000,000","$18,350,000","$18,350,000","$18,600,000","$26,600,000"
"Michael Pierce","DT","MIN                  MIN","27","2020","2023","3","$27,000,000","$9,000,000","4.54%","$6,000,000","$9,000,000","$18,000,000","$9,350,000","$17,850,000"
"Connor McGovern","C","NYJ                  NYJ","26","2020","2022","3","$27,000,000","$9,000,000","4.54%","$4,000,000","$18,000,000","$18,000,000","$18,000,000","$27,000,000"
"Randall Cobb","WR","HOU                  HOU","29","2020","2022","3","$27,000,000","$9,000,000","4.54%","$6,000,000","$18,000,000","$18,000,000","$15,538,079","$18,449,833"
"Kyle Fuller","CB","CHI                  CHI","27","2020","2021","2","$27,000,000","$13,500,000","6.81%","$7,500,000","$7,500,000","$7,500,000","$22,077,289","$36,077,289"
"Justin Herbert","QB","LAC                  LAC","21","2020","2024","4","$26,578,755","$6,644,689","3.35%","$16,890,004","$26,578,755","$26,578,755","$19,435,127","$22,461,377"
"David Onyemata","DL","NO                  NO","27","2020","2022","3","$26,000,000","$8,666,667","4.37%","$10,000,000","$15,000,000","$18,000,000","$17,336,666","$25,836,666"
"Carl Nassib","DE","LV                  LV","26","2020","2022","3","$25,250,000","$8,416,667","4.25%","","$13,250,000","$16,750,000","$17,250,000","$25,250,000"
"Philip Rivers","QB","IND                  IND","38","2020","2020","1","$25,000,000","$25,000,000","12.61%","$12,000,000","$25,000,000","$25,000,000","$25,026,666","$25,026,666"
"Jason Pierre-Paul","DL","TB                  TB","30","2020","2021","2","$25,000,000","$12,500,000","6.31%","","$17,500,000","$20,000,000","$25,600,000","$25,600,000"
"Calais Campbell","DL","BAL                  BAL","33","2020","2021","2","$25,000,000","$12,500,000","6.31%","$10,000,000","$20,000,000","$20,000,000","$25,022,565","$25,022,565"
"Austin Ekeler","RB","LAC                  LAC","24","2020","2023","4","$24,500,000","$6,125,000","3.09%","$6,000,000","$13,750,000","$15,000,000","$13,796,224","$19,296,224"
"Nick Foles","QB","CHI                  CHI","30","2020","2022","3","$24,000,000","$8,000,000","4.04%","$8,000,000","$17,000,000","$21,000,000","$16,011,711","$24,011,711"
"Michael Brockers","DT","LAR                  LAR","29","2020","2022","3","$24,000,000","$8,000,000","4.04%","$4,000,000","$7,500,000","$14,000,000","$15,615,570","$24,615,570"
"Emmanuel Sanders","WR","NO                  NO","32","2020","2021","2","$24,000,000","$12,000,000","6.05%","$6,000,000","$10,000,000","$10,000,000","$16,600,000","$24,600,000"
"Derrick Brown","DL","CAR                  CAR","21","2020","2024","4","$23,621,405","$5,905,351","2.98%","$14,739,203","$23,621,405","$23,621,405","$17,131,431","$19,888,831"
"Jarran Reed","DL","SEA                  SEA","27","2020","2021","2","$23,000,000","$11,500,000","5.80%","$10,000,000","$14,100,000","$14,100,000","$22,850,000","$22,850,000"
"Devin McCourty","FS","NE                  NE","32","2020","2021","2","$23,000,000","$11,500,000","5.80%","$10,750,000","$13,000,000","$17,000,000","$23,058,825","$23,058,825"
"Blake Jarwin","TE","DAL                  DAL","25","2020","2023","4","$22,000,000","$5,500,000","2.77%","$4,000,000","$6,250,000","$9,250,000","$9,797,902","$14,650,843"
"Danny Trevathan","ILB","CHI                  CHI","29","2020","2022","3","$21,750,000","$7,250,000","3.66%","","$10,000,000","$13,625,000","$14,410,415","$21,535,415"
"Nick Kwiatkoski","ILB","LV                  LV","26","2020","2022","3","$21,000,000","$7,000,000","3.53%","","$10,375,000","$13,750,000","$14,568,080","$21,568,080"
"Isaiah Simmons","LB","ARI                  ARI","21","2020","2023","4","$20,664,055","$5,166,014","2.61%","$12,588,404","$20,664,055","$20,664,055","$14,817,018","$17,305,568"
"C.J. Henderson","CB","JAX                  JAX","21","2020","2023","4","$20,516,020","$5,129,005","2.59%","$12,480,744","$20,516,020","$20,516,020","$14,431,423","$16,906,516"
"Desmond Trufant","CB","DET                  DET","29","2020","2021","2","$20,000,000","$10,000,000","5.05%","$5,000,000","$13,000,000","$14,000,000","$19,386,106","$19,386,106"
"Devon Kennard","OLB","ARI                  ARI","28","2020","2022","3","$20,000,000","$6,666,667","3.36%","$5,000,000","$6,000,000","$12,250,000","$12,932,516","$14,383,643"
"Robbie Chosen","WR","CAR                  CAR","26","2020","2021","2","$20,000,000","$10,000,000","5.05%","$8,000,000","$12,000,000","$12,000,000","$20,057,874","$20,057,874"
"Jedrick Wills","LT","CLE                  CLE","20","2020","2024","4","$19,702,914","$4,925,729","2.49%","$11,889,390","$19,702,914","$19,702,914","$14,173,562","$16,574,736"
"Jordan Poyer","S","BUF                  BUF","28","2020","2022","2","$19,500,000","$9,750,000","4.92%","$3,000,000","$8,525,000","$13,300,000","$16,081,325","$23,163,673"
"Alex Lewis","G","NYJ                  NYJ","27","2020","2021","3","$18,600,000","$6,200,000","3.13%","$2,500,000","$5,600,000","$5,600,000","$9,036,765","$9,036,765"
"Star Lotulelei","DT","BUF                  BUF","30","2020","2023","3","$18,600,000","$6,200,000","3.13%","","$7,000,000","$7,000,000","$5,811,755","$12,438,225"
"Mekhi Becton","G","NYJ                  NYJ","20","2020","2024","4","$18,446,048","$4,611,512","2.33%","$10,975,308","$18,446,048","$18,446,048","$13,033,765","$15,320,678"
"Gerald McCoy","DT","DAL                  DAL","31","2020","2022","3","$18,300,000","$6,100,000","3.08%","$3,000,000","$7,000,000","$9,000,000","$12,200,000","$18,300,000"
"A.J. Green","WR","CIN                  CIN","31","2020","2020","1","$18,171,000","$18,171,000","9.17%","","$18,171,000","$18,171,000","$18,196,490","$18,196,490"
"Vonn Bell","S","CIN                  CIN","25","2020","2022","3","$18,000,000","$6,000,000","3.03%","$3,000,000","$3,000,000","$3,000,000","$11,616,415","$18,104,650"
"Rodney Gunter","DE","JAX                  JAX","27","2020","2022","3","$18,000,000","$6,000,000","3.03%","$4,250,000","$11,150,000","$11,150,000","$11,906,250","$17,906,250"
"Tre Boston","FS","CAR                  CAR","27","2020","2022","3","$18,000,000","$6,000,000","3.03%","$8,000,000","$8,000,000","$8,000,000","$13,163,520","$18,153,520"
"A.J. Klein","OLB","BUF                  BUF","28","2020","2022","3","$18,000,000","$6,000,000","3.03%","$1,200,000","$9,700,000","$11,300,000","$12,857,646","$18,034,106"
"Eric Murray","S","HOU                  HOU","25","2020","2022","3","$18,000,000","$6,000,000","3.03%","$4,500,000","$10,750,000","$10,750,000","$13,492,280","$18,977,574"
"Case Keenum","QB","CLE                  CLE","31","2020","2022","3","$18,000,000","$6,000,000","3.03%","$4,000,000","$8,000,000","$10,000,000","$11,503,726","$15,003,726"
"Ka'imi Fairbairn","K","HOU                  HOU","25","2020","2023","4","$17,650,000","$4,412,500","2.23%","$3,000,000","$9,000,000","$9,000,000","$10,470,908","$14,020,908"
"Marcus Mariota","QB","LV                  LV","26","2020","2021","2","$17,600,000","$8,800,000","4.44%","","$7,500,000","$7,500,000","$19,855,549","$19,855,549"
"Tarik Cohen","RB","CHI                  CHI","24","2020","2023","3","$17,250,000","$5,750,000","2.90%","$7,000,000","$9,533,000","$12,033,000","$9,650,277","$13,650,277"
"Dennis Kelly","T","TEN                  TEN","29","2020","2022","3","$17,250,000","$5,750,000","2.90%","$4,750,000","$6,250,000","$8,750,000","$11,750,000","$17,250,000"
"Brandon McManus","K","DEN                  DEN","28","2020","2024","4","$17,200,000","$4,300,000","2.17%","$2,500,000","$6,500,000","$9,500,000","$9,514,350","$12,514,350"
"A'Shawn Robinson","DL","LAR                  LAR","24","2020","2022","2","$17,000,000","$8,500,000","4.29%","$6,000,000","$9,500,000","$9,500,000","$10,554,781","$18,348,891"
"Linval Joseph","DT","LAC                  LAC","31","2020","2021","2","$17,000,000","$8,500,000","4.29%","$8,000,000","$9,500,000","$9,500,000","$17,455,049","$17,455,049"
"Chris Harris","CB","LAC                  LAC","30","2020","2021","2","$17,000,000","$8,500,000","4.29%","$7,500,000","$9,500,000","$9,500,000","$17,805,658","$17,805,658"
"Matt Judon","LB","BAL                  BAL","27","2020","2020","1","$16,808,000","$16,808,000","8.48%","","","","$16,827,928","$16,827,928"
"Janoris Jenkins","CB","NO                  NO","31","2020","2022","2","$16,750,000","$8,375,000","4.23%","$9,000,000","$11,200,000","$11,200,000","$21,250,000","$27,000,000"
"Henry Ruggs","WR","LV                  LV","20","2020","2024","4","$16,671,626","$4,167,907","2.10%","$9,684,820","$16,671,626","$16,671,626","$11,779,247","$13,904,849"
"Taysom Hill","TE","NO                  NO","29","2020","2021","1","$16,300,000","$16,300,000","8.22%","$8,000,000","$16,000,000","$16,000,000","$21,000,000","$21,000,000"
"Tristan Wirfs","LT","TB                  TB","20","2020","2024","4","$16,228,026","$4,057,007","2.05%","$9,362,200","$16,228,026","$16,228,026","$11,319,838","$13,405,113"
"Leonard Williams","DE","NYG                  NYG","25","2020","2020","1","$16,126,000","$16,126,000","8.14%","","","","$16,126,000","$16,126,000"
"Chris Jones","DL","KC                  KC","25","2020","2020","1","$16,126,000","$16,126,000","8.14%","","","","$16,126,000","$16,126,000"
"Melvin Gordon","RB","DEN                  DEN","26","2020","2021","2","$16,000,000","$8,000,000","4.04%","$4,000,000","$13,500,000","$13,500,000","$15,985,772","$15,985,772"
"Jimmy Graham","TE","CHI                  CHI","33","2020","2021","2","$16,000,000","$8,000,000","4.04%","$6,000,000","$9,000,000","$9,000,000","$16,039,529","$16,039,529"
"Bud Dupree","LB","PIT                  PIT","26","2020","2020","1","$15,828,000","$15,828,000","7.99%","","$15,828,000","$15,828,000","$15,828,000","$15,828,000"
"Shaquil Barrett","ED","TB                  TB","27","2020","2020","1","$15,828,000","$15,828,000","7.99%","","$15,828,000","$15,828,000","$15,828,000","$15,828,000"
"Anthony Brown","CB","DAL                  DAL","26","2020","2022","3","$15,500,000","$5,166,667","2.61%","$4,500,000","$6,250,000","$8,000,000","$10,581,762","$15,581,762"
"Javon Kinlaw","DT","SF                  SF","22","2020","2023","4","$15,488,692","$3,872,173","1.95%","$8,824,504","$15,488,692","$15,488,692","$10,748,535","$12,766,598"
"Chuck Clark","S","BAL                  BAL","24","2020","2023","3","$15,300,000","$5,100,000","2.57%","$5,500,000","$10,000,000","$10,000,000","$10,179,603","$12,929,603"
"Jerry Jeudy","WR","DEN                  DEN","20","2020","2024","4","$15,192,974","$3,798,244","1.92%","$8,609,436","$15,192,974","$15,192,974","$10,646,192","$12,637,371"
"Brandon Scherff","G","WAS                  WAS","28","2020","2020","1","$15,030,000","$15,030,000","7.58%","","$15,030,000","$15,030,000","$15,030,000","$15,030,000"
"Vernon Butler","DT","BUF                  BUF","25","2020","2021","2","$15,000,000","$7,500,000","3.78%","$2,000,000","$7,800,000","$9,300,000","$13,164,241","$13,164,241"
"Emmanuel Ogbah","ED","MIA                  MIA","26","2020","2021","2","$15,000,000","$7,500,000","3.78%","","$7,500,000","$7,500,000","$15,076,389","$15,076,389"
"Quinton Spain","G","BUF                  BUF","28","2020","2022","3","$15,000,000","$5,000,000","2.52%","$1,500,000","$4,500,000","$4,500,000","$10,250,000","$15,000,000"
"Joe Thuney","G","NE                  NE","27","2020","2020","1","$14,781,000","$14,781,000","7.46%","","$14,781,000","$14,781,000","$14,824,653","$14,824,653"
"A.J. Terrell","CB","ATL                  ATL","21","2020","2024","4","$14,305,748","$3,576,437","1.80%","$7,964,180","$14,305,748","$14,305,748","$10,029,931","$11,940,454"
"CeeDee Lamb","WR","DAL                  DAL","20","2020","2024","4","$14,010,012","$3,502,503","1.77%","$7,749,100","$14,010,012","$14,010,012","$9,733,346","$11,616,983"
"Graham Gano","K","NYG                  NYG","32","2020","2023","3","$14,000,000","$4,666,667","2.35%","$3,250,000","$9,500,000","$9,500,000","$8,750,000","$12,500,000"
"Austin Jackson","RT","MIA                  MIA","20","2020","2024","4","$13,640,342","$3,410,086","1.72%","$7,480,252","$13,640,347","$13,640,347","$9,465,164","$11,315,196"
"Quinton Jefferson","DL","BUF                  BUF","26","2020","2021","2","$13,500,000","$6,750,000","3.41%","$3,000,000","$6,250,000","$6,250,000","$15,061,134","$15,061,134"
"Wes Schweitzer","G","WAS                  WAS","26","2020","2022","3","$13,500,000","$4,500,000","2.27%","$3,000,000","$4,000,000","$4,000,000","$8,470,000","$13,140,000"
"Damon Arnette","CB","LV                  LV","23","2020","2024","4","$13,418,540","$3,354,635","1.69%","$7,318,940","$13,418,540","$13,418,540","$9,153,467","$10,983,334"
"K’Lavon Chaisson","LB","JAX                  JAX","20","2020","2023","4","$13,344,613","$3,336,153","1.68%","$7,265,172","$10,304,892","$10,304,892","$9,192,048","$11,015,195"
"Jalen Reagor","WR","PHI                  PHI","20","2020","2023","4","$13,270,676","$3,317,669","1.67%","$7,211,400","$13,270,676","$13,270,676","$8,985,201","$10,801,626"
"Justin Jefferson","WR","MIN                  MIN","20","2020","2024","4","$13,122,805","$3,280,701","1.66%","$7,103,856","$13,122,805","$13,122,805","$9,095,717","$10,898,699"
"Chase Daniel","QB","DET                  DET","33","2020","2022","3","$13,050,000","$4,350,000","2.19%","$2,250,000","$5,000,000","$5,000,000","$8,069,307","$13,069,307"
"Jadeveon Clowney","LB","TEN                  TEN","26","2020","2020","1","$13,000,000","$13,000,000","6.56%","$6,250,000","$11,500,000","$11,500,000","$12,718,750","$12,718,750"
"Christian Kirksey","ILB","GB                  GB","27","2020","2021","2","$13,000,000","$6,500,000","3.28%","$4,000,000","$4,000,000","$4,000,000","$11,785,350","$11,785,350"
"Kenneth Murray","ILB","LAC                  LAC","21","2020","2023","4","$12,974,941","$3,243,735","1.64%","$6,996,320","$12,974,941","$12,974,941","$9,018,316","$10,807,856"
"Mason Crosby","K","GB                  GB","35","2020","2022","3","$12,900,000","$4,300,000","2.17%","$3,000,000","$3,000,000","$3,950,000","$9,524,800","$12,924,800"
"Richie Incognito","G","OAK                  OAK","36","2020","2021","2","$12,700,000","$6,350,000","3.20%","","$5,000,000","$5,000,000","$10,959,616","$10,959,616"
