season,player_key,player,team,pos,adv_targets,adv_receptions,adv_yards,adv_rec_touchdowns,adv_catch_percentage,adv_avg_cushion,adv_avg_separation,adv_avg_intended_air_yards,adv_avg_yac,adv_avg_expected_yac,adv_avg_yac_above_expectation,adv_percent_share_of_intended_air_yards,adv_yards_per_target,adv_yards_per_reception,adv_td_per_target
2016,randall cobb,Randall Cobb,GB,WR,84,60,610,4,71.42857142857143,5.407361111111111,3.4028029845932326,7.454523809523811,5.789500000000001,5.179236787061503,0.6102632129384986,10.943280817189645,7.261904761904762,10.166666666666666,0.047619047619047616
2016,rishard matthews,Rishard Matthews,TEN,WR,108,65,945,9,60.18518518518518,7.1388461538461545,2.167099764435854,13.507592592592593,3.8590769230769237,3.9598145537373233,-0.10073763066039954,29.932126325465358,8.75,14.538461538461538,0.08333333333333333
2016,robert woods,Robert Woods,BUF,WR,76,51,613,1,67.10526315789474,6.24958904109589,3.5252452115320008,11.175394736842104,2.693921568627452,3.551595990561848,-0.8576744219343961,18.04965232322889,8.06578947368421,12.019607843137255,0.013157894736842105
2016,sammie coates,Sammie Coates,PIT,WR,49,21,435,2,42.857142857142854,6.759795918367347,2.5239471768132433,22.00857142857143,5.73142857142857,6.2511791416574765,-0.519750570228906,19.283670695944497,8.877551020408163,20.714285714285715,0.04081632653061224
2016,sammy watkins,Sammy Watkins,BUF,WR,52,28,430,2,53.84615384615385,5.566734693877552,2.4988699799823277,15.061346153846152,1.1139285714285716,2.9925420816445425,-1.878613510215971,16.644069093320184,8.26923076923077,15.357142857142858,0.038461538461538464
2016,seth roberts,Seth Roberts,LV,WR,77,38,397,5,49.35064935064935,4.735217391304348,2.5376762778991964,9.336753246753247,5.338421052631579,4.616605767480974,0.7218152851506057,14.499028934328537,5.1558441558441555,10.447368421052632,0.06493506493506493
2016,stefon diggs,Stefon Diggs,MIN,WR,112,84,896,3,75,5.461467889908256,2.782359018736615,9.065357142857142,3.491428571428572,3.766960682954603,-0.2755321115260312,24.84340132325881,8,10.666666666666666,0.026785714285714284
2016,sterling shepard,Sterling Shepard,NYG,WR,105,65,683,8,61.904761904761905,5.260526315789474,2.735273368756398,9.326857142857142,4.222615384615385,4.826589307000953,-0.6039739223855678,19.990977400634037,6.504761904761905,10.507692307692308,0.0761904761904762
2016,steve smith,Steve Smith,BAL,WR,101,70,799,5,69.3069306930693,6.503258426966291,2.659959570292205,9.094158415841585,3.815857142857143,3.1583797895749326,0.6574773532822102,17.493096158607425,7.910891089108911,11.414285714285715,0.04950495049504951
2016,t y hilton,T.Y. Hilton,IND,WR,155,91,1448,6,58.70967741935483,5.66841059602649,2.596274704554486,13.26425806451613,3.563516483516483,4.440398702765584,-0.8768822192491004,39.32458331580015,9.341935483870968,15.912087912087912,0.03870967741935484
2016,tajae sharpe,Tajae Sharpe,TEN,WR,83,41,522,2,49.39759036144578,6.3984337349397595,2.1180075594954255,13.749999999999996,2.0763414634146344,2.5077315510770437,-0.43139008766240927,23.416212534059948,6.289156626506024,12.731707317073171,0.024096385542168676
2016,tavon austin,Tavon Austin,LA,WR,106,58,509,3,54.71698113207547,6.977173913043478,3.1914531897961886,7.548396226415094,4.558620689655172,4.734016339324913,-0.1753956496697402,18.746749138961125,4.80188679245283,8.775862068965518,0.02830188679245283
2016,taylor gabriel,Taylor Gabriel,ATL,WR,50,35,579,6,70,7.0809999999999995,3.158981834854208,11.190999999999999,7.892,6.3763773191361715,1.515622680863829,11.637507903231173,11.58,16.542857142857144,0.12
2016,terrance williams,Terrance Williams,DAL,WR,61,44,594,4,72.1311475409836,6.2410000000000005,2.736280469136144,12.339180327868853,3.530227272727274,3.8783758620246136,-0.3481485892973395,17.933444996938384,9.737704918032787,13.5,0.06557377049180328
2016,terrelle pryor,Terrelle Pryor,CLE,WR,140,77,1007,4,55.00000000000001,5.609927536231885,2.752861294475272,14.683214285714286,2.371298701298701,3.3338628825424164,-0.9625641812437156,40.10374905137314,7.192857142857143,13.077922077922079,0.02857142857142857
2016,torrey smith,Torrey Smith,SF,WR,49,20,267,3,40.816326530612244,6.306530612244898,2.3446615726191293,13.832857142857142,2.8299999999999996,3.82771820449765,-0.9977182044976503,15.935234969542943,5.448979591836735,13.35,0.061224489795918366
2016,travis benjamin,Travis Benjamin,LAC,WR,75,47,677,4,62.66666666666667,7.601111111111111,3.0174261849707245,13.329866666666668,5.679361702127658,4.96871083642785,0.7106508656998081,19.536130722888036,9.026666666666667,14.404255319148936,0.05333333333333334
2016,tyler boyd,Tyler Boyd,CIN,WR,81,54,603,1,66.66666666666666,5.739218750000001,2.7718562673303433,9.286666666666667,3.802592592592593,4.841715630560274,-1.039123037967681,15.618699583692372,7.444444444444445,11.166666666666666,0.012345679012345678
2016,tyler lockett,Tyler Lockett,SEA,WR,66,41,597,1,62.121212121212125,6.808750000000001,3.353730466559719,10.760909090909092,5.339756097560975,5.551802066768878,-0.21204596920790308,13.854518002368197,9.045454545454545,14.560975609756097,0.015151515151515152
2016,tyreek hill,Tyreek Hill,KC,WR,83,61,599,6,73.49397590361446,7.822638888888889,3.51871428008136,7.870602409638554,4.670655737704918,5.3315702868677315,-0.6609145491628139,16.708057853881865,7.216867469879518,9.819672131147541,0.07228915662650602
2016,tyrell williams,Tyrell Williams,LAC,WR,119,69,1059,7,57.98319327731093,5.72405172413793,2.4904903892016224,12.186218487394958,6.7,7.429491204369463,-0.729491204369463,28.337883178729783,8.899159663865547,15.347826086956522,0.058823529411764705
2016,victor cruz,Victor Cruz,NYG,WR,72,39,586,1,54.166666666666664,5.933239436619719,2.302431165814381,12.060833333333333,5.034102564102564,4.363149423630718,0.6709531404718456,17.726345786017426,8.13888888888889,15.025641025641026,0.013888888888888888
2016,will fuller,Will Fuller,HOU,WR,92,47,630,2,51.08695652173913,5.9513043478260865,2.4641349009064295,16.31815217391304,4.40531914893617,3.8330119462709957,0.5723072026651739,27.547906570489577,6.8478260869565215,13.404255319148936,0.021739130434782608
2016,willie snead,Willie Snead,NO,WR,104,72,895,4,69.23076923076923,6.160833333333334,3.1229062747689325,7.415192307692308,5.490555555555555,5.8987406910284435,-0.4081851354728885,15.131145225089476,8.60576923076923,12.430555555555555,0.038461538461538464
2017,a j green,A.J. Green,CIN,WR,143,75,1078,8,52.44755244755245,4.909928057553957,2.3535551013233214,13.256293706293707,4.626933333333333,3.758768605970799,0.8681647273625335,46.31376036510582,7.538461538461538,14.373333333333333,0.055944055944055944
2017,adam humphries,Adam Humphries,TB,WR,83,61,631,1,73.49397590361446,6.8565,3.446208195575016,6.5607228915662645,5.038688524590163,4.880365859144369,0.15832266544579365,8.983392255878368,7.602409638554217,10.344262295081966,0.012048192771084338
2017,adam thielen,Adam Thielen,MIN,WR,142,91,1276,4,64.08450704225352,5.663257575757576,2.670579420191459,10.801901408450705,4.968021978021977,4.424703580402629,0.5433183976193483,38.38830534053112,8.985915492957746,14.021978021978022,0.028169014084507043
2017,albert wilson,Albert Wilson,KC,WR,62,42,554,3,67.74193548387096,6.702592592592593,4.1393853980062545,5.7309677419354825,7.98404761904762,7.111362875474986,0.8726847435726341,8.74085189604064,8.935483870967742,13.19047619047619,0.04838709677419355
2017,aldrick robinson,Aldrick Robinson,SF,WR,48,19,260,2,39.58333333333333,6.895227272727272,2.701215840092413,12.24833333333333,2.1794736842105267,2.577683469792527,-0.3982097855820004,12.00233546601121,5.416666666666667,13.68421052631579,0.041666666666666664
2017,allen hurns,Allen Hurns,JAX,WR,56,39,484,2,69.64285714285714,5.648363636363635,2.5082365397118855,9.800357142857141,4.870256410256411,4.63035509625081,0.23990131400560166,13.65944229295051,8.642857142857142,12.41025641025641,0.03571428571428571
2017,alshon jeffery,Alshon Jeffery,PHI,WR,120,57,789,9,47.5,5.100769230769232,1.759199985989594,14.499583333333334,3.948771929824561,2.920116406592894,1.028655523231667,33.074055699070655,6.575,13.842105263157896,0.075
2017,amari cooper,Amari Cooper,LV,WR,96,48,680,7,50,4.454545454545456,2.637225118082157,11.267291666666667,6.64375,5.62078395603123,1.0229660439687702,24.021675161286744,7.083333333333333,14.166666666666666,0.07291666666666667
2017,antonio brown,Antonio Brown,PIT,WR,163,101,1533,9,61.963190184049076,4.252173913043478,2.633107657030493,13.686012269938649,5.1388118811881185,4.044194729752477,1.0946171514356413,41.88507430459721,9.404907975460123,15.178217821782178,0.05521472392638037
2017,bennie fowler,Bennie Fowler,DEN,WR,56,29,350,3,51.78571428571429,5.963958333333333,2.451591715606189,10.450000000000001,4.029310344827586,3.122143135477613,0.9071672093499727,12.620065299996119,6.25,12.068965517241379,0.05357142857142857
2017,brandin cooks,Brandin Cooks,NE,WR,114,65,1082,7,57.01754385964912,5.215982142857143,2.652710996192712,15.142017543859652,3.9243076923076927,4.368593528933371,-0.4442858366256779,32.86203272896187,9.491228070175438,16.646153846153847,0.06140350877192982
2017,brandon lafell,Brandon LaFell,CIN,WR,89,52,548,3,58.42696629213483,6.28645569620253,2.695126086315288,8.366179775280898,5.101730769230769,4.732267841283237,0.36946292794753166,18.191524189726024,6.157303370786517,10.538461538461538,0.033707865168539325
2017,bruce ellington,Bruce Ellington,HOU,WR,57,29,330,2,50.877192982456144,6.708799999999999,2.9487655762928813,9.77859649122807,4.456206896551726,4.771238570059381,-0.31503167350765526,10.349604123650085,5.7894736842105265,11.379310344827585,0.03508771929824561
2017,chris godwin,Chris Godwin,TB,WR,55,34,525,1,61.81818181818181,6.451153846153847,2.2272316583585043,12.329272727272725,5.531176470588235,3.09812887354675,2.4330475970414853,11.186924969026482,9.545454545454545,15.441176470588236,0.01818181818181818
2017,chris hogan,Chris Hogan,NE,WR,59,34,439,5,57.6271186440678,5.85,2.6755418989389743,13.188644067796615,5.337941176470587,5.78229350019722,-0.44435232372663247,14.813510405799537,7.440677966101695,12.911764705882353,0.0847457627118644
2017,cole beasley,Cole Beasley,DAL,WR,63,36,314,4,57.14285714285714,6.286724137931034,2.3719835150804145,7.659523809523809,3.411666666666667,3.3274295913845027,0.0842370752821644,11.718892296932031,4.984126984126984,8.722222222222221,0.06349206349206349
2017,cooper kupp,Cooper Kupp,LA,WR,94,62,869,5,65.95744680851064,7.3927272727272735,3.1086459674805704,9.26372340425532,6.029193548387098,5.013246041783294,1.015947506603804,21.247849691941685,9.24468085106383,14.016129032258064,0.05319148936170213
2017,corey coleman,Corey Coleman,CLE,WR,58,23,305,2,39.6551724137931,5.328771929824562,2.3468480836183008,14.66948275862069,1.365652173913043,2.2043838659574555,-0.8387316920444126,15.856713146742113,5.258620689655173,13.26086956521739,0.034482758620689655
2017,corey davis,Corey Davis,TEN,WR,65,34,375,0,52.307692307692314,6.05523076923077,2.7216905761820374,11.423538461538463,3.203823529411764,3.2230678078255357,-0.01924427841377163,17.27898913271124,5.769230769230769,11.029411764705882,0
