"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"LaRon Landry","S","IND                  IND","28","2013","2016","4","$24,000,000","$6,000,000","4.85%","$7,000,000","","$11,000,000","$14,000,000","$18,000,000"
"Glover Quin","FS","DET                  DET","26","2013","2017","5","$23,500,000","$4,700,000","3.80%","$5,250,000","$6,250,000","$6,250,000","$9,809,588","$13,809,588"
"Louis Vasquez","G","DEN                  DEN","25","2013","2016","4","$23,500,000","$5,875,000","4.75%","$5,000,000","$7,000,000","$10,000,000","$13,000,000","$18,000,000"
"Eric Fisher","LT","KC                  KC","21","2013","2017","4","$22,190,498","$5,547,625","4.49%","$14,518,544","$16,678,544","$22,190,498","$16,337,203","$18,759,521"
"Ricky Jean Francois","DT","IND                  IND","26","2013","2017","4","$22,000,000","$5,500,000","4.45%","$2,500,000","$6,500,000","$8,500,000","$11,000,000","$16,500,000"
"Luke Joeckel","G","JAX                  JAX","21","2013","2016","4","$21,201,598","$5,300,400","4.29%","$13,799,344","$21,201,598","$21,201,598","$15,573,053","$17,905,471"
"Dion Jordan","DL","MIA                  MIA","22","2013","2017","4","$20,572,309","$5,143,077","4.16%","$13,341,680","$15,501,680","$15,501,680","$14,970,311","$17,245,520"
"Martellus Bennett","TE","CHI                  CHI","25","2013","2016","4","$20,400,000","$5,100,000","4.13%","$4,500,000","$5,250,000","$10,050,000","$10,236,624","$15,250,561"
"Derek Cox","CB","SD                  SD","26","2013","2016","4","$20,000,000","$5,000,000","4.05%","$5,200,000","","$6,000,000","$10,250,000","$14,700,000"
"Lane Johnson","RT","PHI                  PHI","22","2013","2016","4","$19,853,103","$4,963,276","4.02%","$12,818,620","","$19,853,103","$13,660,526","$15,909,009"
"Dustin Colquitt","P","KC                  KC","30","2013","2017","5","$18,750,000","$3,750,000","3.03%","$4,000,000","$7,900,000","$7,900,000","$8,050,000","$11,050,000"
"Ezekiel Ansah","DE","DET                  DET","23","2013","2017","4","$18,594,514","$4,648,629","3.76%","$11,903,272","$18,594,499","$18,594,499","$13,579,621","$15,675,035"
"Andre Smith","RT","CIN                  CIN","25","2013","2015","3","$18,000,000","$6,000,000","4.85%","$3,000,000","","$5,000,000","$11,200,000","$16,562,500"
"Delanie Walker","TE","TEN                  TEN","28","2013","2016","4","$17,500,000","$4,375,000","3.54%","$3,600,000","","$5,600,000","$8,750,000","$13,144,903"
"Kory Lichtensteiger","C","WAS                  WAS","27","2013","2017","5","$17,500,000","$3,500,000","2.83%","$2,750,000","$2,750,000","$2,750,000","$6,500,000","$10,089,299"
"Cary Williams","CB","PHI                  PHI","28","2013","2015","3","$17,000,000","$5,666,667","4.58%","$5,000,000","","$5,750,000","$10,500,000","$17,000,000"
"Leodis McKelvin","CB","BUF                  BUF","27","2013","2016","4","$17,000,000","$4,250,000","3.44%","$4,000,000","","$6,000,000","$9,625,000","$13,525,000"
"Sebastian Vollmer","RT","NE                  NE","28","2013","2017","4","$16,750,000","$4,187,500","3.39%","$7,000,000","$8,250,000","$8,250,000","$11,250,000","$16,187,500"
"Sean Smith","CB","KC                  KC","25","2013","2015","3","$16,500,000","$5,500,000","4.45%","$6,750,000","","$7,465,000","$11,000,000","$15,750,000"
"Barkevious Mingo","OLB","CLE                  CLE","22","2013","2016","4","$16,347,001","$4,086,750","3.31%","$10,268,728","$16,347,001","$16,347,001","$11,821,774","$13,712,865"
"Kyle Arrington","CB","NE                  NE","26","2013","2017","4","$16,000,000","$4,000,000","3.24%","$6,500,000","","$7,500,000","$9,500,000","$12,500,000"
"Reggie Bush","RB","DET                  DET","27","2013","2016","4","$16,000,000","$4,000,000","3.24%","$4,000,000","","$4,000,000","$8,512,199","$12,012,199"
"Erik Walden","OLB","IND                  IND","27","2013","2016","4","$16,000,000","$4,000,000","3.24%","$1,000,000","$4,000,000","$8,000,000","$7,823,529","$11,823,529"
"Anthony Fasano","TE","KC                  KC","28","2013","2016","4","$16,000,000","$4,000,000","3.24%","$4,500,000","","$4,500,000","$8,906,250","$11,990,625"
"Carson Palmer","QB","ARI                  ARI","33","2013","2014","2","$16,000,000","$8,000,000","6.47%","$6,000,000","","$10,000,000","$18,000,000","$28,000,000"
"Sebastian Janikowski","K","OAK                  OAK","34","2013","2017","4","$15,100,000","$3,775,000","3.05%","$1,800,000","$8,000,000","$8,000,000","$8,000,000","$11,255,637"
"Ed Reed","S","HOU                  HOU","34","2013","2015","3","$15,000,000","$5,000,000","4.05%","$2,000,000","","$5,000,000","$9,000,000","$14,000,000"
"Kraig Urbik","G","BUF                  BUF","27","2013","2016","4","$14,600,000","$3,650,000","2.95%","$3,500,000","","$4,500,000","$8,325,000","$9,975,000"
"Jonathan Cooper","G","ARI                  ARI","22","2013","2016","4","$14,549,002","$3,637,251","2.94%","$8,961,092","$14,549,000","$14,549,000","$10,432,410","$12,187,595"
"Greg Toler","CB","IND                  IND","27","2013","2015","3","$14,250,000","$4,750,000","3.84%","$1,000,000","","$5,000,000","$9,500,000","$15,000,000"
"Donald Thomas","G","IND                  IND","27","2013","2016","4","$14,000,000","$3,500,000","2.83%","$1,000,000","","$3,500,000","$7,000,000","$10,500,000"
"Kevin Huber","P","CIN                  CIN","27","2013","2017","5","$14,000,000","$2,800,000","2.27%","$1,600,000","$3,200,000","$3,200,000","$6,000,000","$8,450,000"
"Dunta Robinson","CB","KC                  KC","30","2013","2015","3","$13,750,000","$4,583,333","3.71%","$3,000,000","","$3,950,000","$9,050,000","$10,150,000"
"Nick Roach","ILB","OAK                  OAK","27","2013","2014","4","$13,000,000","$3,250,000","2.63%","$3,185,000","","$5,000,000","$7,000,000","$9,925,000"
"Cliff Avril","DE","SEA                  SEA","26","2013","2014","2","$13,000,000","$6,500,000","5.26%","$4,500,000","","$6,000,000","$15,500,000","$15,500,000"
"Tavon Austin","WR","STL                  STL","22","2013","2017","4","$12,751,002","$3,187,751","2.58%","$7,653,456","$12,751,002","$12,751,002","$9,043,047","$10,648,882"
"Dee Milliner","CB","NYJ                  NYJ","21","2013","2016","4","$12,661,000","$3,165,250","2.56%","$7,588,000","$12,661,101","$12,661,101","$8,973,505","$10,532,192"
"Tony Gonzalez","TE","ATL                  ATL","36","2013","2013","2","$12,650,000","$6,325,000","5.12%","$3,500,000","","$7,000,000","$14,000,000","$14,000,000"
"Mike DeVito","DE","KC                  KC","28","2013","2015","3","$12,600,000","$4,200,000","3.40%","$4,200,000","$5,050,000","$6,200,000","$8,600,000","$9,820,000"
"Chance Warmack","G","TEN                  TEN","21","2013","2016","4","$12,166,652","$3,041,663","2.46%","$7,228,472","$12,166,652","$12,166,652","$8,591,501","$10,141,991"
"Steven Jackson","RB","ATL                  ATL","29","2013","2015","3","$12,000,000","$4,000,000","3.24%","$3,500,000","","$4,000,000","$8,250,000","$12,000,000"
"Wes Welker","WR","DEN                  DEN","31","2013","2014","2","$12,000,000","$6,000,000","4.85%","$4,000,000","","$6,000,000","$11,797,059","$11,797,059"
"Manny Lawson","OLB","BUF                  BUF","28","2013","2016","4","$12,000,000","$3,000,000","2.43%","$3,000,000","$4,600,000","$4,600,000","$7,000,000","$9,350,000"
"James Casey","FB","PHI                  PHI","28","2013","2015","3","$12,000,000","$4,000,000","3.24%","","","$4,015,000","$8,000,000","$12,000,000"
"Britton Colquitt","P","DEN                  DEN","27","2013","2016","3","$11,677,000","$3,892,333","3.15%","$3,000,000","$4,250,000","$4,250,000","$6,750,000","$8,350,000"
"Matt Flynn","QB","OAK                  OAK","27","2013","2014","2","$11,500,000","$5,750,000","4.65%","$5,250,000","","$6,500,000","",""
"D.J. Fluker","G","SD                  SD","21","2013","2017","4","$11,402,498","$2,850,625","2.31%","$6,672,730","$11,402,498","$11,402,498","$8,001,024","$9,481,915"
"Sammie Lee Hill","DT","TEN                  TEN","26","2013","2015","3","$11,400,000","$3,800,000","3.07%","$2,000,000","","$4,000,000","$7,400,000","$11,407,119"
"Brad Jones","ILB","GB                  GB","26","2013","2015","3","$11,250,000","$3,750,000","3.03%","$3,000,000","","$3,000,000","$7,368,750","$11,118,750"
"Michael Johnson","DE","CIN                  CIN","25","2013","2013","1","$11,175,000","$11,175,000","9.04%","","","$11,175,000","$11,175,000","$11,175,000"
"Marcel Reece","FB","OAK                  OAK","27","2013","2016","3","$11,020,000","$3,673,333","2.97%","$3,523,353","$4,116,294","$4,116,294","$7,092,744","$9,659,000"
"Isaac Sopoaga","DT","PHI                  PHI","31","2013","2015","3","$11,000,000","$3,666,667","2.97%","","","$3,750,000","$4,029,411","$7,529,411"
"Anthony Spencer","OLB","DAL                  DAL","28","2013","2013","1","$10,627,200","$10,627,200","8.60%","","","$10,627,200","$10,627,200","$10,627,200"
"A.J. Hawk","OLB","GB                  GB","28","2013","2015","3","$10,600,000","$3,533,333","2.86%","","","$2,210,000","$7,124,458","$10,624,458"
"Jerraud Powers","CB","ARI                  ARI","25","2013","2015","3","$10,500,000","$3,500,000","2.83%","$3,000,000","","$3,000,000","$7,750,000","$12,125,818"
"Roman Harper","SS","NO                  NO","30","2013","2015","3","$10,500,000","$3,500,000","2.83%","$2,910,000","","$4,000,000","$7,000,000","$10,500,000"
"D.J. Hayden","CB","OAK                  OAK","22","2013","2016","4","$10,323,698","$2,580,925","2.09%","$5,888,144","$10,323,698","$10,323,698","$7,167,403","$8,556,747"
"William Hayes","DE","STL                  STL","27","2013","2015","3","$10,250,000","$3,416,667","2.76%","$3,750,000","","$4,550,000","$7,145,000","$10,396,656"
"Sheldon Richardson","DT","NYJ                  NYJ","22","2013","2017","4","$10,054,000","$2,513,500","2.03%","$5,692,000","$10,054,000","$10,054,000","$6,624,176","$7,679,220"
"Dominique Rodgers-Cromartie","CB","DEN                  DEN","26","2013","2013","2","$10,000,000","$5,000,000","4.05%","$4,200,000","","$5,000,000","$5,000,000","$5,000,000"
"Shonn Greene","RB","TEN                  TEN","27","2013","2015","3","$10,000,000","$3,333,333","2.70%","$2,500,000","","$4,150,000","$6,650,000","$10,000,000"
"Patrick Chung","SS","PHI                  PHI","25","2013","2015","3","$10,000,000","$3,333,333","2.70%","","","$3,000,000","$6,250,000","$10,000,000"
"Chase Daniel","QB","KC                  KC","26","2013","2015","3","$10,000,000","$3,333,333","2.70%","$3,000,000","$4,750,000","$4,750,000","$6,200,000","$10,000,000"
"DeAngelo Williams","RB","CAR                  CAR","29","2013","2015","3","$10,000,000","$3,333,333","2.70%","","$4,000,000","$4,000,000","$7,000,000","$10,000,000"
"Branden Albert","LT","KC                  KC","28","2013","2013","1","$9,828,000","$9,828,000","7.95%","","","$9,828,000","$9,828,000","$9,828,000"
"Ryan Clady","LT","DEN                  DEN","26","2013","2013","1","$9,828,000","$9,828,000","7.95%","","","","$9,828,000","$9,828,000"
"Brandon Gibson","WR","MIA                  MIA","25","2013","2015","3","$9,780,000","$3,260,000","2.64%","$3,000,000","","$3,750,000","$6,520,000","$9,780,000"
"DeAndre Levy","OLB","DET                  DET","25","2013","2015","3","$9,750,000","$3,250,000","2.63%","$3,000,000","","$3,000,000","$6,295,316","$9,795,316"
"Star Lotulelei","DT","CAR                  CAR","23","2013","2017","4","$9,604,500","$2,401,125","1.94%","$5,365,092","$9,604,500","$9,604,500","$6,611,660","$7,889,796"
"Jason Jones","DE","DET                  DET","26","2013","2015","3","$9,500,000","$3,166,667","2.56%","$2,500,000","","$2,500,000","$6,375,486","$9,525,486"
"Kenny Vaccaro","SS","NO                  NO","21","2013","2017","4","$9,424,712","$2,356,178","1.91%","$5,234,336","$9,424,712","$9,424,712","$5,856,926","$7,175,273"
"Robert Geathers","DE","CIN                  CIN","29","2013","2015","3","$9,000,000","$3,000,000","2.43%","","$3,250,000","$3,250,000","$5,950,000","$9,000,000"
"E.J. Manuel","QB","BUF                  BUF","22","2013","2016","4","$8,885,300","$2,221,325","1.80%","$4,842,036","$8,885,300","$8,885,300","$6,055,913","$7,268,668"
"Davone Bess","WR","CLE                  CLE","27","2013","2016","3","$8,817,999","$2,939,333","2.38%","","","$5,700,334","$2,683,334","$2,683,334"
"Dwight Freeney","OLB","SD                  SD","32","2013","2014","2","$8,750,000","$4,375,000","3.54%","$3,250,000","","$4,750,000","$7,406,250","$7,406,250"
"Jarvis Jones","OLB","PIT                  PIT","23","2013","2016","4","$8,705,502","$2,176,376","1.76%","$4,711,272","$8,705,502","$8,705,502","$5,916,977","$7,151,404"
"Donnie Avery","WR","KC                  KC","28","2013","2015","3","$8,550,000","$2,850,000","2.31%","$1,500,000","$3,250,000","$3,250,000","$5,150,000","$8,700,000"
"Osi Umenyiora","OLB","ATL                  ATL","31","2013","2014","2","$8,500,000","$4,250,000","3.44%","$2,500,000","","$3,750,000","$8,500,000","$8,500,000"
"Eric Reid","SS","SF                  SF","21","2013","2017","4","$8,480,736","$2,120,184","1.72%","$4,547,820","$8,480,736","$8,480,736","$5,743,309","$6,990,447"
"Randy Starks","DE","MIA                  MIA","29","2013","2013","1","$8,450,000","$8,450,000","6.84%","","","$8,450,000","$8,450,000","$8,450,000"
"Henry Melton","DT","CHI                  CHI","26","2013","2013","1","$8,450,000","$8,450,000","6.84%","","","$8,450,000","$8,450,000","$8,450,000"
"Justin Pugh","G","NYG                  NYG","22","2013","2017","4","$8,345,898","$2,086,475","1.69%","$4,449,744","$7,960,128","$7,960,128","$5,639,103","$6,859,858"
"Kyle Long","G","CHI                  CHI","24","2013","2017","4","$8,300,952","$2,075,238","1.68%","$4,417,056","$7,541,162","$7,541,162","$5,676,594","$6,893,110"
"Tyler Eifert","TE","CIN                  CIN","22","2013","2017","4","$8,256,001","$2,064,000","1.67%","$4,384,364","$7,490,592","$7,490,592","$5,569,637","$6,725,183"
"Drew Stanton","QB","ARI                  ARI","28","2013","2015","3","$8,200,000","$2,733,333","2.21%","$2,000,000","$3,000,000","$3,000,000","$5,000,000","$8,202,569"
"Desmond Trufant","CB","ATL                  ATL","22","2013","2017","4","$8,166,035","$2,041,509","1.65%","$4,318,980","$6,947,538","$6,947,538","$5,500,105","$6,720,646"
"Sharrif Floyd","DT","MIN                  MIN","20","2013","2017","4","$8,076,200","$2,019,050","1.63%","$4,253,600","$6,569,900","$6,569,900","$5,430,700","$6,569,900"
"Chris Canty","DE","BAL                  BAL","30","2013","2015","3","$8,000,000","$2,666,667","2.16%","$2,000,000","","$2,840,000","$5,340,000","$8,000,000"
"Cullen Jenkins","DE","NYG                  NYG","31","2013","2015","3","$8,000,000","$2,666,667","2.16%","$2,000,000","","$3,100,000","$5,750,000","$7,217,021"
"Matt Moore","QB","MIA                  MIA","28","2013","2014","2","$8,000,000","$4,000,000","3.24%","$3,000,000","","$4,000,000","$8,000,000","$8,000,000"
"Bjoern Werner","OLB","IND                  IND","22","2013","2016","4","$7,896,398","$1,974,100","1.60%","$4,122,835","$6,414,617","$6,414,617","$5,291,762","$6,414,616"
"Xavier Rhodes","CB","MIN                  MIN","22","2013","2017","4","$7,806,502","$1,951,626","1.58%","$4,057,456","$6,336,979","$6,336,979","$5,222,297","$6,336,979"
"Datone Jones","DT","GB                  GB","22","2013","2016","4","$7,716,588","$1,929,147","1.56%","$3,992,064","$6,259,326","$6,259,326","$5,125,133","$6,200,863"
"Louis Delmas","FS","DET                  DET","25","2013","2014","2","$7,715,000","$3,857,500","3.12%","$1,000,000","","$1,000,000","$7,715,000","$7,715,000"
"DeAndre Hopkins","WR","HOU                  HOU","20","2013","2017","4","$7,626,702","$1,906,676","1.54%","$3,926,692","$6,181,697","$6,181,697","$5,083,360","$6,254,004"
"Sylvester Williams","DT","DEN                  DEN","24","2013","2016","4","$7,581,750","$1,895,438","1.53%","$3,894,000","$6,142,875","$6,142,875","$5,048,625","$6,142,875"
"Jerome Felton","FB","MIN                  MIN","26","2013","2014","3","$7,500,000","$2,500,000","2.02%","$941,178","","$2,500,000","$4,441,178","$6,941,178"
"Junior Galette","OLB","NO                  NO","24","2013","2015","3","$7,500,000","$2,500,000","2.02%","$2,700,000","$3,500,000","$3,500,000","$5,500,000","$7,500,000"
"Michael Vick","QB","PHI                  PHI","32","2013","2013","1","$7,500,000","$7,500,000","6.07%","$3,500,000","","$3,500,000","$12,200,000","$12,200,000"
"Matt Cassel","QB","MIN                  MIN","30","2013","2014","2","$7,400,000","$3,700,000","2.99%","","","$2,000,000","$4,250,000","$4,250,000"
"Steve McLendon","DT","PIT                  PIT","26","2013","2015","3","$7,250,000","$2,416,667","1.96%","$1,675,000","","$1,675,000","$5,000,000","$7,274,824"
"Matt Hasselbeck","QB","IND                  IND","37","2013","2014","2","$7,250,000","$3,625,000","2.93%","$3,000,000","","$3,000,000","$7,250,000","$7,250,000"
"Cordarrelle Patterson","RB","MIN                  MIN","21","2013","2016","4","$7,221,049","$1,805,262","1.46%","$3,631,672","$5,831,361","$5,831,361","$4,769,902","$5,831,361"
"Alec Ogletree","ILB","STL                  STL","21","2013","2017","4","$7,030,034","$1,757,509","1.42%","$3,492,752","$5,666,393","$5,666,393","$4,622,299","$5,687,138"
"Doug Free","RT","DAL                  DAL","28","2013","2014","2","$7,000,000","$3,500,000","2.83%","","","$3,500,000","$7,000,000","$15,000,000"
"Jairus Byrd","FS","BUF                  BUF","26","2013","2013","1","$6,916,000","$6,916,000","5.60%","","","$6,916,000","$6,916,000","$6,916,000"
"Mike Goodson","RB","NYJ                  NYJ","25","2013","2015","3","$6,900,000","$2,300,000","1.86%","$1,000,000","","$1,000,000","$2,331,941","$3,831,941"
"Travis Frederick","C","DAL                  DAL","21","2013","2017","4","$6,870,028","$1,717,507","1.39%","$3,376,384","$5,528,206","$5,528,206","$4,498,658","$5,528,206"
"Matt Elam","SS","BAL                  BAL","21","2013","2016","4","$6,767,002","$1,691,751","1.37%","$3,301,456","$5,439,229","$5,439,229","$4,419,047","$5,439,229"
"Harvey Dahl","G","STL                  STL","31","2013","2014","2","$6,750,000","$3,375,000","2.73%","$1,900,000","","$2,750,000","$6,750,000","$6,750,000"
"Rob Bironas","K","TEN                  TEN","25","2013","2014","2","$6,675,000","$3,337,500","2.70%","$1,500,000","","$1,500,000","$3,550,000","$3,550,000"
"Nick Novak","K","SD                  SD","31","2013","2016","4","$6,600,000","$1,650,000","1.33%","$1,500,000","","$1,500,000","$3,575,000","$5,000,000"
"Bryant McKinnie","LT","BAL                  BAL","33","2013","2014","2","$6,500,000","$3,250,000","2.63%","$2,000,000","","$2,000,000","$1,512,500","$1,512,500"
"Ryan Fitzpatrick","QB","TEN                  TEN","30","2013","2014","2","$6,500,000","$3,250,000","2.63%","$1,750,000","","$1,750,000","$3,250,000","$3,250,000"
"Rey Maualuga","ILB","CIN                  CIN","25","2013","2014","2","$6,500,000","$3,250,000","2.63%","$2,250,000","","$2,250,000","$6,453,125","$6,453,125"
"John Greco","G","CLE                  CLE","27","2013","2017","4","$6,420,000","$1,605,000","1.30%","","$1,300,000","$1,300,000","$4,470,000","$7,295,000"
"Wallace Gilberry","DE","CIN                  CIN","28","2013","2015","3","$6,300,000","$2,100,000","1.70%","$600,000","","$1,850,000","$4,550,000","$6,400,000"
"Kevin Kolb","QB","BUF                  BUF","28","2013","2014","2","$6,100,000","$3,050,000","2.47%","$1,000,000","","$1,000,000","$6,100,000","$6,100,000"
"Michael Huff","S","BAL                  BAL","29","2013","2015","3","$6,000,000","$2,000,000","1.62%","$1,500,000","","$1,500,000","",""
"Kaluka Maiava","ILB","OAK                  OAK","26","2013","2015","3","$6,000,000","$2,000,000","1.62%","$2,035,000","","$2,035,000","$4,400,000","$6,000,000"
"Glenn Dorsey","DE","SF                  SF","27","2013","2014","2","$6,000,000","$3,000,000","2.43%","$2,285,000","","$2,285,000","$6,000,000","$6,000,000"
"Chris Ivory","RB","NYJ                  NYJ","24","2013","2015","3","$6,000,000","$2,000,000","1.62%","$2,250,000","$2,250,000","$2,250,000","$4,000,000","$6,036,916"
"Jordan Gross","LT","CAR                  CAR","32","2013","2013","1","$5,500,000","$5,500,000","4.45%","$4,500,000","","","$8,500,000","$9,500,000"
"Brent Grimes","CB","MIA                  MIA","29","2013","2013","1","$5,500,000","$5,500,000","4.45%","$2,250,000","","$3,000,000","$5,500,000","$5,500,000"
"Shane Lechler","P","HOU                  HOU","36","2013","2015","3","$5,500,000","$1,833,333","1.48%","$1,000,000","","$1,000,000","$3,750,000","$5,500,000"
