contract_row,player,player_key,pos,signed_team_raw,signed_team,age_at_signing,start_year,end_year_raw,yrs,value,average_salary,average_of_cap_at_sign,expected_end_year,end_year,end_year_was_fixed,stat_season,stat_player,stat_team,stat_pos,reg_games,reg_targets,reg_receptions,reg_receiving_yards,reg_receiving_tds,reg_receiving_fumbles,reg_receiving_first_downs,reg_receiving_air_yards,reg_receiving_yards_after_catch,reg_receiving_epa,reg_catch_rate,reg_yards_per_target,reg_yards_per_reception,reg_td_per_target,reg_air_yards_per_target,reg_yac_per_reception,adv_targets,adv_receptions,adv_yards,adv_rec_touchdowns,adv_catch_percentage,adv_avg_cushion,adv_avg_separation,adv_avg_intended_air_yards,adv_avg_yac,adv_avg_expected_yac,adv_avg_yac_above_expectation,adv_percent_share_of_intended_air_yards,adv_yards_per_target,adv_yards_per_reception,adv_td_per_target,team_passing_yards,team_passing_tds,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_epa,league_avg_team_passing_yards,league_avg_team_passing_tds,league_avg_team_passing_epa,league_avg_team_rushing_yards,league_avg_team_rushing_tds,league_avg_team_rushing_epa
9166,Parris Campbell,parris campbell,WR,DAL DAL,DAL,27,2025,2025,1,1337500,1337500,0.0048000000000000004,2025,2025,FALSE,2024,Parris Campbell,PHI,WR,4,8,6,30,1,0,1,34,9,0.38846751931123435,0.75,3.75,5,0.125,4.25,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4092,23,-46.17726065651338,1705,6,-51.73058314762088,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9167,Tyler Johnson,tyler johnson,WR,NYJ NYJ,NYJ,26,2025,2025,1,1337500,1337500,0.0048000000000000004,2025,2025,FALSE,2024,Tyler Johnson,LA,WR,11,41,26,291,1,0,10,229,183,-2.6642196009207817,0.6341463414634146,7.097560975609756,11.192307692307692,0.024390243902439025,5.585365853658536,7.038461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016,31,21.34228398821374,1561,8,-23.948942152627172,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9176,Scotty Miller,scotty miller,WR,PIT PIT,PIT,27,2025,2025,1,1337500,1337500,0.0048000000000000004,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3607,21,4.436190221322731,2166,14,-48.227744902210674,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9183,Ihmir Smith-Marsette,ihmir smith marsette,WR,NYG NYG,NYG,25,2025,2025,1,1337500,1337500,0.0048000000000000004,2025,2025,FALSE,2024,Ihmir Smith-Marsette,NYG,WR,15,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521,15,-96.14862862966382,1783,13,-28.960763415283843,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9185,Jalen Reagor,jalen reagor,WR,LAC LAC,LAC,26,2025,2025,1,1337500,1337500,0.0048000000000000004,2025,2025,FALSE,2024,Jalen Reagor,LAC,WR,7,12,7,100,0,1,3,123,26,-7.275862330124428,0.5833333333333334,8.333333333333334,14.285714285714286,0,10.25,3.7142857142857144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3901,23,63.45863291616553,1882,17,-24.880648388694603,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9187,Dante Pettis,dante pettis,WR,NO NO,NO,29,2025,2025,1,1337500,1337500,0.0048000000000000004,2025,2025,FALSE,2024,Dante Pettis,NO,WR,8,28,12,120,1,0,8,282,36,-1.7816817793437045,0.42857142857142855,4.285714285714286,10,0.03571428571428571,10.071428571428571,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730,21,-45.184907659383995,1954,15,1.1473400271549465,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9200,DJ Chark,dj chark,WR,ATL ATL,ATL,28,2025,2025,1,1300000,1300000,0.0047,2025,2025,FALSE,2024,DJ Chark,LAC,WR,4,10,4,31,1,0,1,115,7,-4.062413258827291,0.4,3.1,7.75,0.1,11.5,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4283,21,34.316686777479276,2219,18,0.12841468861860506,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9210,D'Wayne Eskridge,d wayne eskridge,WR,MIA MIA,MIA,27,2025,2025,1,1270000,1270000,0.0045000000000000005,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4036,22,43.481886431862954,1795,12,-83.3238027825576,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9223,Chris Moore,chris moore,WR,WAS WAS,WAS,31,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3932,29,79.29114238935429,2619,25,67.61982720882696,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9226,Laquon Treadwell,laquon treadwell,WR,IND IND,IND,29,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3599,20,-34.6671714876517,2331,20,-21.2905996811771,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9227,Jordan Matthews,jordan matthews,WR,CAR CAR,CAR,32,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,Jordan Matthews,CAR,TE,2,1,0,0,0,0,0,16,0,-0.5819352744147182,0,0,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3411,22,-49.31081541928745,1878,18,3.743683073065567,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9228,Phillip Dorsett,phillip dorsett,WR,LV LV,LV,32,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4117,19,-62.91733084732314,1357,10,-91.87499130037199,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9233,Dante Pettis,dante pettis,WR,NO NO,NO,30,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,Dante Pettis,NO,WR,8,28,12,120,1,0,8,282,36,-1.7816817793437045,0.42857142857142855,4.285714285714286,10,0.03571428571428571,10.071428571428571,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730,21,-45.184907659383995,1954,15,1.1473400271549465,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9236,Brandin Cooks,brandin cooks,WR,BUF BUF,BUF,32,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,Brandin Cooks,DAL,WR,10,54,26,259,3,0,19,634,55,-11.122766286566897,0.48148148148148145,4.796296296296297,9.961538461538462,0.05555555555555555,11.74074074074074,2.1153846153846154,54,26,259,3,48.148148148148145,6.237924528301886,2.1633950295248603,12.583703703703703,2.3646153846153846,2.9965910200593324,-0.6319756354439479,14.664960301103022,4.796296296296297,9.961538461538462,0.05555555555555555,3938,30,132.67171673932293,2230,32,48.12527660571717,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9242,Tyler Lockett,tyler lockett,WR,LV LV,LV,33,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,Tyler Lockett,SEA,WR,17,74,49,600,2,0,36,783,134,12.303688607082538,0.6621621621621622,8.108108108108109,12.244897959183673,0.02702702702702703,10.58108108108108,2.7346938775510203,74,49,600,2,66.21621621621621,6.4013888888888895,2.664344589976156,11.09364864864865,2.997959183673469,3.892384137000493,-0.8944249533270239,20.137565280956483,8.108108108108109,12.244897959183673,0.02702702702702703,4117,19,-62.91733084732314,1357,10,-91.87499130037199,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9257,Marquez Valdes-Scantling,marquez valdes scantling,WR,PIT PIT,PIT,30,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,Marquez Valdes-Scantling,NO,WR,13,44,19,411,4,0,14,765,143,10.253649778934479,0.4318181818181818,9.340909090909092,21.63157894736842,0.09090909090909091,17.386363636363637,7.526315789473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3607,21,4.436190221322731,2166,14,-48.227744902210674,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9281,Robbie Chosen,robbie chosen,WR,WAS WAS,WAS,32,2025,2025,1,1255000,1255000,0.0045000000000000005,2025,2025,FALSE,2024,Robbie Chosen,MIA,WR,1,4,1,5,0,0,0,47,1,-8.406382423301693,0.25,1.25,5,0,11.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3932,29,79.29114238935429,2619,25,67.61982720882696,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9298,Michael Gallup,michael gallup,WR,WAS WAS,WAS,29,2025,2025,1,1250000,1250000,0.0045000000000000005,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3932,29,79.29114238935429,2619,25,67.61982720882696,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9299,Lil’jordan Humphrey,lil jordan humphrey,WR,NYG NYG,NYG,26,2025,2025,1,1245000,1245000,0.0045000000000000005,2025,2025,FALSE,2024,Lil'Jordan Humphrey,DEN,WR,14,45,31,293,1,2,12,293,192,-8.642496813287035,0.6888888888888889,6.511111111111111,9.451612903225806,0.022222222222222223,6.511111111111111,6.193548387096774,45,31,293,1,68.88888888888889,6.786666666666667,3.359991106858923,6.391111111111112,6.155161290322579,4.61677894442788,1.538382345894699,7.085401756568658,6.511111111111111,9.451612903225806,0.022222222222222223,3521,15,-96.14862862966382,1783,13,-28.960763415283843,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9304,Hunter Renfrow,hunter renfrow,WR,CAR CAR,CAR,29,2025,2025,1,1220000,1220000,0.0044,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3411,22,-49.31081541928745,1878,18,3.743683073065567,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9305,Laviska Shenault,laviska shenault,WR,BUF BUF,BUF,26,2025,2025,1,1210000,1210000,0.004300000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3938,30,132.67171673932293,2230,32,48.12527660571717,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9311,Terrace Marshall,terrace marshall,WR,PHI PHI,PHI,24,2025,2025,1,1195000,1195000,0.004300000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3517,24,56.87063815759183,3048,29,55.88572900161202,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9313,K.J. Osborn,k j osborn,WR,WAS WAS,WAS,27,2025,2025,1,1195000,1195000,0.004300000000000001,2025,2025,FALSE,2024,K.J. Osborn,WAS,WR,7,18,7,57,1,0,2,107,16,-7.306763498627287,0.3888888888888889,3.1666666666666665,8.142857142857142,0.05555555555555555,5.944444444444445,2.2857142857142856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3932,29,79.29114238935429,2619,25,67.61982720882696,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9321,Keith Kirkwood,keith kirkwood,WR,BAL BAL,BAL,30,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4189,41,170.46887614505388,3189,21,50.3468627334633,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9330,Anthony Miller,anthony miller,WR,BAL BAL,BAL,30,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Anthony Miller,BAL,WR,1,1,1,16,0,0,1,15,1,2.180934162577614,1,16,16,0,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4189,41,170.46887614505388,3189,21,50.3468627334633,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9334,Quez Watkins,quez watkins,WR,ARI ARI,ARI,26,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3859,21,64.52634920272746,2451,18,21.71392802745348,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9338,Marquez Callaway,marquez callaway,WR,LV LV,LV,26,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4117,19,-62.91733084732314,1357,10,-91.87499130037199,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9341,Russell Gage,russell gage,WR,SF SF,SF,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4424,23,68.3651688932217,2163,17,-1.2659478543305216,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9345,Trent Taylor,trent taylor,WR,SF SF,SF,30,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Trent Taylor,SF,WR,2,1,1,11,0,0,0,9,2,0.504246017197147,1,11,11,0,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4424,23,68.3651688932217,2163,17,-1.2659478543305216,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9356,Gabriel Davis,gabriel davis,WR,BUF BUF,BUF,26,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3938,30,132.67171673932293,2230,32,48.12527660571717,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9360,Mecole Hardman,mecole hardman,WR,BUF BUF,BUF,27,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Mecole Hardman,KC,WR,12,14,12,90,0,0,6,-14,99,4.308099643734749,0.8571428571428571,6.428571428571429,7.5,0,-1,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3938,30,132.67171673932293,2230,32,48.12527660571717,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9362,Lil’jordan Humphrey,lil jordan humphrey,WR,DEN DEN,DEN,27,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Lil'Jordan Humphrey,DEN,WR,14,45,31,293,1,2,12,293,192,-8.642496813287035,0.6888888888888889,6.511111111111111,9.451612903225806,0.022222222222222223,6.511111111111111,6.193548387096774,45,31,293,1,68.88888888888889,6.786666666666667,3.359991106858923,6.391111111111112,6.155161290322579,4.61677894442788,1.538382345894699,7.085401756568658,6.511111111111111,9.451612903225806,0.022222222222222223,3808,30,40.03305993288628,1908,12,-14.35800787032888,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9367,Cedrick Wilson,cedrick wilson,WR,MIA MIA,MIA,29,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4036,22,43.481886431862954,1795,12,-83.3238027825576,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9380,Simi Fehoko,simi fehoko,WR,ARI ARI,ARI,27,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Simi Fehoko,LAC,WR,6,16,6,106,0,0,6,236,16,2.6842536491641606,0.375,6.625,17.666666666666668,0,14.75,2.6666666666666665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3859,21,64.52634920272746,2451,18,21.71392802745348,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9383,Tyler Johnson,tyler johnson,WR,NYJ NYJ,NYJ,27,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Tyler Johnson,LA,WR,11,41,26,291,1,0,10,229,183,-2.6642196009207817,0.6341463414634146,7.097560975609756,11.192307692307692,0.024390243902439025,5.585365853658536,7.038461538461538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4016,31,21.34228398821374,1561,8,-23.948942152627172,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9385,Russell Gage,russell gage,WR,SF SF,SF,29,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4424,23,68.3651688932217,2163,17,-1.2659478543305216,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9388,Devin Duvernay,devin duvernay,WR,CHI CHI,CHI,27,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Devin Duvernay,JAX,WR,13,16,11,79,0,0,7,183,63,3.422312750655692,0.6875,4.9375,7.181818181818182,0,11.4375,5.7272727272727275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3552,20,-53.314411206948215,1734,13,-27.373577696403313,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9397,Juwann Winfree,juwann winfree,WR,HOU HOU,HOU,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3952,20,-16.28401857631509,1909,15,-39.44223437320455,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9400,Malik Turner,malik turner,WR,SF SF,SF,29,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4424,23,68.3651688932217,2163,17,-1.2659478543305216,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9422,Gunner Olszewski,gunner olszewski,WR,NYG NYG,NYG,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521,15,-96.14862862966382,1783,13,-28.960763415283843,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9426,Equanimeous St. Brown,equanimeous st brown,WR,SF SF,SF,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4424,23,68.3651688932217,2163,17,-1.2659478543305216,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9432,Trenton Irwin,trenton irwin,WR,JAX JAX,JAX,29,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Trenton Irwin,CIN,WR,6,10,3,15,0,0,1,62,4,-6.57105825309387,0.3,1.5,5,0,6.2,1.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717,19,2.815102956176922,1729,13,-13.594123616501726,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9439,Donovan Peoples-Jones,donovan peoples jones,WR,NO NO,NO,26,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730,21,-45.184907659383995,1954,15,1.1473400271549465,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9449,Collin Johnson,collin johnson,WR,LV LV,LV,27,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Collin Johnson,CHI,WR,6,2,1,6,0,0,1,16,3,-0.3189183409558609,0.5,3,6,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4117,19,-62.91733084732314,1357,10,-91.87499130037199,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9450,Diontae Johnson,diontae johnson,WR,CLE CLE,CLE,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Diontae Johnson,HOU,WR,11,67,33,375,3,0,21,731,91,-17.98220351655812,0.4925373134328358,5.597014925373134,11.363636363636363,0.04477611940298507,10.91044776119403,2.757575757575758,67,33,375,3,49.25373134328358,5.21246153846154,2.6821615965763,11.011044776119403,2.9587878787878794,3.6916525666517557,-0.7328646878638763,17.63987155177979,5.597014925373134,11.363636363636363,0.04477611940298507,3879,19,-175.00518532804438,1608,8,-25.846051966612833,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9456,Miles Boykin,miles boykin,WR,CHI CHI,CHI,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3552,20,-53.314411206948215,1734,13,-27.373577696403313,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9459,James Proche,james proche,WR,TEN TEN,TEN,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,James Proche,CLE,WR,9,3,3,21,0,0,1,17,4,0.9430871069780551,1,7,7,0,5.666666666666667,1.3333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3621,22,-66.83648932357202,1855,11,-50.266179744439626,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9460,Steven Sims Jr.,steven sims jr,WR,SEA SEA,SEA,27,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4379,21,8.423787470504083,1627,17,-20.498744777141418,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9462,River Cracraft,river cracraft,WR,WAS WAS,WAS,30,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,River Cracraft,MIA,WR,5,9,7,66,0,0,4,71,11,4.595730058965273,0.7777777777777778,7.333333333333333,9.428571428571429,0,7.888888888888889,1.5714285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3932,29,79.29114238935429,2619,25,67.61982720882696,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9477,Dan Chisena,dan chisena,WR,CAR CAR,CAR,28,2025,2025,1,1170000,1170000,0.004200000000000001,2025,2025,FALSE,2024,Dan Chisena,CAR,WR,4,4,3,37,0,0,2,30,9,2.039961123140529,0.75,9.25,12.333333333333334,0,7.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3411,22,-49.31081541928745,1878,18,3.743683073065567,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9483,Velus Jones,velus jones,WR,NO NO,NO,27,2025,2025,1,1150000,1150000,0.0041,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730,21,-45.184907659383995,1954,15,1.1473400271549465,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
9487,K.J. Hamler,k j hamler,WR,BUF BUF,BUF,25,2025,2025,1,1108000,1108000,0.004,2025,2025,FALSE,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3938,30,132.67171673932293,2230,32,48.12527660571717,3969.5,25.28125,22.70462124759528,2036.6875,15.96875,-12.075378173217562
