contract_row,player,player_key,pos,signed_team_raw,signed_team,age_at_signing,start_year,end_year_raw,yrs,value,average_salary,average_of_cap_at_sign,expected_end_year,end_year,end_year_was_fixed,stat_season,stat_player,stat_team,stat_pos,reg_games,reg_targets,reg_receptions,reg_receiving_yards,reg_receiving_tds,reg_receiving_fumbles,reg_receiving_first_downs,reg_receiving_air_yards,reg_receiving_yards_after_catch,reg_receiving_epa,reg_catch_rate,reg_yards_per_target,reg_yards_per_reception,reg_td_per_target,reg_air_yards_per_target,reg_yac_per_reception,adv_targets,adv_receptions,adv_yards,adv_rec_touchdowns,adv_catch_percentage,adv_avg_cushion,adv_avg_separation,adv_avg_intended_air_yards,adv_avg_yac,adv_avg_expected_yac,adv_avg_yac_above_expectation,adv_percent_share_of_intended_air_yards,adv_yards_per_target,adv_yards_per_reception,adv_td_per_target,team_passing_yards,team_passing_tds,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_epa,league_avg_team_passing_yards,league_avg_team_passing_tds,league_avg_team_passing_epa,league_avg_team_rushing_yards,league_avg_team_rushing_tds,league_avg_team_rushing_epa
18042,T.J. Simmons,t j simmons,WR,TB TB,TB,NA,2021,2023,3,2426000,808667,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4776,42,130.82164800044643,1519,16,-22.727830446968863,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18043,Landen Akers,landen akers,WR,LAR LAR,LA,23,2021,2023,3,2426000,808667,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4183,20,22.541855432289506,2018,19,-37.192486342650945,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18047,Stephen Sullivan,stephen sullivan,WR,CAR CAR,CAR,24,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,Stephen Sullivan,SEA,TE,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129,16,12.220879834529828,1704,19,-8.140107134597995,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18058,Kai Locksley,kai locksley,WR,MIA MIA,MIA,24,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3937,24,36.19270213042737,1688,15,-33.93915665996371,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18061,Michael Bandy,michael bandy,WR,LAC LAC,LAC,23,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4548,31,89.72661071633948,1784,12,-58.93092457289428,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18066,Travis Toivonen,travis toivonen,WR,SEA SEA,SEA,22,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4245,40,79.01634611379795,1971,15,8.432180393294864,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18069,C.J. Saunders,c j saunders,WR,CAR CAR,CAR,24,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129,16,12.220879834529828,1704,19,-8.140107134597995,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18077,Trevon Grimes,trevon grimes,WR,PHI PHI,PHI,NA,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728,22,-92.10532948889656,2027,16,-9.920413149214117,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18079,Tre Walker,tre walker,WR,BUF BUF,BUF,NA,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4786,40,177.37424598023438,1723,16,-21.14797624891452,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18082,D.J. Turner,d j turner,WR,LV LV,LV,23,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4383,28,68.3464581011265,1916,20,-7.604624947761251,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18102,Donte Sylencieux,donte sylencieux,WR,BAL BAL,BAL,25,2021,2023,3,2425000,808333,0.0044,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2919,27,39.063544435997514,3071,24,68.92409544312156,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18114,Rashard Higgins,rashard higgins,WR,CLE CLE,CLE,26,2021,2021,1,2377500,2377500,0.013000000000000001,2021,2021,FALSE,2020,Rashard Higgins,CLE,WR,12,52,37,599,4,2,26,733,78,36.121477919022574,0.7115384615384616,11.51923076923077,16.18918918918919,0.07692307692307693,14.096153846153847,2.108108108108108,52,37,599,4,71.15384615384616,4.819615384615384,2.802317658729074,14.38269230769231,2.4702702702702695,2.6541109937644256,-0.18384072349415614,17.814523159594696,11.51923076923077,16.18918918918919,0.07692307692307693,3701,27,92.39421495801105,2374,21,-6.814778386914023,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18117,Jakeem Grant,jakeem grant,WR,MIA MIA,MIA,28,2021,2021,1,2300000,2300000,0.0126,2021,2021,FALSE,2020,Jakeem Grant,MIA,WR,14,54,36,373,1,0,22,567,172,6.3093393336996275,0.6666666666666666,6.907407407407407,10.36111111111111,0.018518518518518517,10.5,4.777777777777778,54,36,373,1,66.66666666666666,6.589245283018867,3.1467739735857205,10.117777777777778,4.798888888888889,3.566878881840959,1.2320100070479305,12.857828694072355,6.907407407407407,10.36111111111111,0.018518518518518517,3937,24,36.19270213042737,1688,15,-33.93915665996371,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18120,John Ross,john ross,WR,NYG NYG,NYG,26,2021,2021,1,2250000,2250000,0.0123,2021,2021,FALSE,2020,John Ross,CIN,WR,2,7,2,17,0,0,1,84,3,-2.3238688118872233,0.2857142857142857,2.4285714285714284,8.5,0,12,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336,12,-33.641271104374994,1768,13,-20.365699570535945,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18124,Cedrick Wilson,cedrick wilson,WR,DAL DAL,DAL,25,2021,2021,1,2183000,2183000,0.012,2021,2021,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511,25,-13.550194747103792,1788,14,-18.98596349659146,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18126,Byron Pringle,byron pringle,WR,KC KC,KC,27,2021,2021,1,2133000,2133000,0.011700000000000002,2021,2021,FALSE,2020,Byron Pringle,KC,WR,7,17,13,160,1,0,9,173,68,15.089731177809881,0.7647058823529411,9.411764705882353,12.307692307692308,0.058823529411764705,10.176470588235293,5.230769230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5005,40,201.9331460420896,1799,13,-0.9443257370229565,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18131,Cam Sims,cam sims,WR,WAS WAS,WAS,24,2021,2021,1,2133000,2133000,0.011700000000000002,2021,2021,FALSE,2020,Cam Sims,WAS,WR,13,48,32,477,1,0,18,523,249,19.660104081075612,0.6666666666666666,9.9375,14.90625,0.020833333333333332,10.895833333333334,7.78125,48,32,477,1,66.66666666666666,6.951458333333332,3.5246586529186494,10.934166666666668,8.1090625,6.475281805924173,1.6337806940758277,14.561011202911983,9.9375,14.90625,0.020833333333333332,3796,16,-63.73505710955179,1611,18,-2.6688049121329174,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18138,DeSean Jackson,desean jackson,WR,LV LV,LV,34,2021,2021,1,2000000,2000000,0.011000000000000001,2021,2021,FALSE,2020,DeSean Jackson,PHI,WR,5,26,14,236,1,0,10,432,65,7.337002054729991,0.5384615384615384,9.076923076923077,16.857142857142858,0.038461538461538464,16.615384615384617,4.642857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4383,28,68.3464581011265,1916,20,-7.604624947761251,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18161,DJ Montgomery,dj montgomery,WR,NYJ NYJ,NYJ,24,2021,2023,2,1765000,882500,0.0048000000000000004,2022,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3115,16,-84.098955876174,1683,9,-42.63800344243854,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18163,Micah Simon,micah simon,WR,CAR CAR,CAR,23,2021,2023,3,1765000,588333,0.0032,2023,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4129,16,12.220879834529828,1704,19,-8.140107134597995,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18167,Josh Reynolds,josh reynolds,WR,TEN TEN,TEN,25,2021,2021,1,1750000,1750000,0.0096,2021,2021,FALSE,2020,Josh Reynolds,LA,WR,16,81,52,618,2,1,31,886,225,9.792746040639628,0.6419753086419753,7.62962962962963,11.884615384615385,0.024691358024691357,10.938271604938272,4.326923076923077,81,52,618,2,64.19753086419753,5.343205128205128,2.4674975656596208,10.782716049382715,4.179230769230769,4.101332660837345,0.07789810839342426,22.892759974627676,7.62962962962963,11.884615384615385,0.024691358024691357,3826,33,124.4731282970309,2690,26,48.01371735157952,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18190,Derrick Willies,derrick willies,WR,CLE CLE,CLE,26,2021,2022,2,1675000,837500,0.0046,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3701,27,92.39421495801105,2374,21,-6.814778386914023,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18194,J'Marcus Bradley,j marcus bradley,WR,CLE CLE,CLE,24,2021,2022,2,1675000,837500,0.0046,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3701,27,92.39421495801105,2374,21,-6.814778386914023,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18196,Tanner Gentry,tanner gentry,WR,BUF BUF,BUF,26,2021,2022,2,1675000,837500,0.0046,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4786,40,177.37424598023438,1723,16,-21.14797624891452,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18215,Seth Williams,seth williams,WR,DEN DEN,DEN,20,2021,2023,2,1575000,787500,0.004300000000000001,2022,2023,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3673,21,-62.66279231749522,1918,13,-37.61954037784606,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18235,Derrick Dillon,derrick dillon,WR,NYG NYG,NYG,25,2021,2022,2,1491000,745500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336,12,-33.641271104374994,1768,13,-20.365699570535945,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18238,Rysen John,rysen john,WR,NYG NYG,NYG,23,2021,2022,1,1490000,1490000,0.0082,2021,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336,12,-33.641271104374994,1768,13,-20.365699570535945,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18239,De'Mornay Pierson-El,de mornay pierson el,WR,DEN DEN,DEN,25,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3673,21,-62.66279231749522,1918,13,-37.61954037784606,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18243,Josh Pearson,josh pearson,WR,TB TB,TB,23,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4776,42,130.82164800044643,1519,16,-22.727830446968863,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18246,Travis Jonsen,travis jonsen,WR,TB TB,TB,24,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4776,42,130.82164800044643,1519,16,-22.727830446968863,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18252,Mason Kinsey,mason kinsey,WR,TEN TEN,TEN,22,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3826,33,124.4731282970309,2690,26,48.01371735157952,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18257,J.J. Koski,j j koski,WR,LAR LAR,LA,24,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4183,20,22.541855432289506,2018,19,-37.192486342650945,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18266,Khalil Tate,khalil tate,WR,PHI PHI,PHI,22,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728,22,-92.10532948889656,2027,16,-9.920413149214117,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18267,Manasseh Bailey,manasseh bailey,WR,NYJ NYJ,NYJ,23,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3115,16,-84.098955876174,1683,9,-42.63800344243854,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18272,Rashard Davis,rashard davis,WR,TEN TEN,TEN,25,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3826,33,124.4731282970309,2690,26,48.01371735157952,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18276,Kirk Merritt,kirk merritt,WR,MIA MIA,MIA,23,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3937,24,36.19270213042737,1688,15,-33.93915665996371,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18296,John Hurst,john hurst,WR,LAC LAC,LAC,24,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4548,31,89.72661071633948,1784,12,-58.93092457289428,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18304,Josh Hammond,josh hammond,WR,JAX JAX,JAX,22,2021,2022,2,1485000,742500,0.0041,2022,2022,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3955,25,-42.39578962955759,1519,9,-12.23415569850166,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18325,"Odell Beckham, Jr.",odell beckham jr,WR,LAR LAR,LA,28,2021,2021,1,1250000,1250000,0.0068,2021,2021,FALSE,2020,Odell Beckham Jr.,CLE,WR,7,43,23,319,3,0,17,584,46,2.1501875737073535,0.5348837209302325,7.4186046511627906,13.869565217391305,0.06976744186046512,13.581395348837209,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4183,20,22.541855432289506,2018,19,-37.192486342650945,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18334,Marquise Goodwin,marquise goodwin,WR,CHI CHI,CHI,30,2021,2021,1,1212500,1212500,0.006599999999999999,2021,2021,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3925,26,-7.06199656879296,1647,12,-13.008739648972277,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18362,Adam Humphries,adam humphries,WR,WAS WAS,WAS,27,2021,2021,1,1190000,1190000,0.006500000000000001,2021,2021,FALSE,2020,Adam Humphries,TEN,WR,7,35,23,228,2,0,11,335,45,5.427032957863096,0.6571428571428571,6.514285714285714,9.91304347826087,0.05714285714285714,9.571428571428571,1.9565217391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796,16,-63.73505710955179,1611,18,-2.6688049121329174,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18370,Mohamed Sanu,mohamed sanu,WR,SF SF,SF,31,2021,2021,1,1140000,1140000,0.0062,2021,2021,FALSE,2020,Mohamed Sanu,DET,WR,7,24,17,187,1,0,13,289,37,17.233491204996312,0.7083333333333334,7.791666666666667,11,0.041666666666666664,12.041666666666666,2.176470588235294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320,25,36.27114144777499,1889,19,-28.998723299960147,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18374,Dede Westbrook,dede westbrook,WR,MIN MIN,MIN,27,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Dede Westbrook,JAX,WR,2,1,1,4,0,0,0,4,0,-0.041800702281761914,1,4,4,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4265,35,93.0604228925342,2283,20,9.039150240107752,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18377,Damiere Byrd,damiere byrd,WR,CHI CHI,CHI,27,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Damiere Byrd,NE,WR,15,77,47,604,1,1,30,882,172,16.151309471417342,0.6103896103896104,7.8441558441558445,12.851063829787234,0.012987012987012988,11.454545454545455,3.6595744680851063,77,47,604,1,61.038961038961034,5.806184210526317,2.981461597646663,11.854415584415584,3.493617021276596,4.2802818110909975,-0.7866647898144015,30.98541347717313,7.8441558441558445,12.851063829787234,0.012987012987012988,3925,26,-7.06199656879296,1647,12,-13.008739648972277,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18380,Phillip Dorsett,phillip dorsett,WR,JAX JAX,JAX,27,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3955,25,-42.39578962955759,1519,9,-12.23415569850166,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18381,Noah Brown,noah brown,WR,DAL DAL,DAL,24,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Noah Brown,DAL,WR,10,24,14,154,0,0,6,247,47,5.429197339218726,0.5833333333333334,6.416666666666667,11,0,10.291666666666666,3.357142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4511,25,-13.550194747103792,1788,14,-18.98596349659146,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18383,Marcus Johnson,marcus johnson,WR,TEN TEN,TEN,26,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Marcus Johnson,IND,WR,9,28,14,255,0,0,11,487,49,8.794779760514768,0.5,9.107142857142858,18.214285714285715,0,17.392857142857142,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3826,33,124.4731282970309,2690,26,48.01371735157952,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18384,Ty Montgomery,ty montgomery,WR,NO NO,NO,27,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Ty Montgomery,NO,WR,4,6,3,27,0,0,1,10,33,-2.394389351422433,0.5,4.5,9,0,1.6666666666666667,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3945,28,72.87543420653593,2265,30,19.227062438173263,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18408,Demarcus Robinson,demarcus robinson,WR,KC KC,KC,26,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Demarcus Robinson,KC,WR,15,59,45,466,3,1,26,525,173,20.569485662534134,0.7627118644067796,7.898305084745763,10.355555555555556,0.05084745762711865,8.898305084745763,3.8444444444444446,59,45,466,3,76.27118644067797,6.608245614035087,4.223176900745077,9.587118644067795,3.8628888888888877,3.6068188052671037,0.25607008362178396,11.274062321862079,7.898305084745763,10.355555555555556,0.05084745762711865,5005,40,201.9331460420896,1799,13,-0.9443257370229565,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18412,Kalif Raymond,kalif raymond,WR,DET DET,DET,26,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Kalif Raymond,TEN,WR,15,15,9,187,0,0,7,263,38,6.811269694606538,0.6,12.466666666666667,20.77777777777778,0,17.533333333333335,4.222222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4397,27,30.90635593178435,1499,17,-38.87968652914037,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18416,Mack Hollins,mack hollins,WR,MIA MIA,MIA,27,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Mack Hollins,MIA,WR,11,25,16,176,1,1,7,240,29,-1.6465793714394619,0.64,7.04,11,0.04,9.6,1.8125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3937,24,36.19270213042737,1688,15,-33.93915665996371,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18417,Isaiah McKenzie,isaiah mckenzie,WR,BUF BUF,BUF,25,2021,2021,1,1127500,1127500,0.0062,2021,2021,FALSE,2020,Isaiah McKenzie,BUF,WR,15,34,30,282,5,0,17,149,190,21.49181298541686,0.8823529411764706,8.294117647058824,9.4,0.14705882352941177,4.382352941176471,6.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4786,40,177.37424598023438,1723,16,-21.14797624891452,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
18464,Andre Roberts,andre roberts,WR,LAC LAC,LAC,32,2021,2021,1,1075000,1075000,0.0059,2021,2021,FALSE,2020,Andre Roberts,BUF,WR,15,5,4,34,0,0,2,48,5,-1.6239815693115816,0.8,6.8,8.5,0,9.6,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4548,31,89.72661071633948,1784,12,-58.93092457289428,4078.125,27.21875,45.76545471736256,1902.125,16.625,-11.868354334067408
