season,team,team_passing_yards,team_passing_tds,team_passing_epa,team_rushing_yards,team_rushing_tds,team_rushing_epa
2022,MIN,4818,30,28.869882276076325,1661,18,-44.033055880243374
2022,NE,3815,19,-24.63569617834063,1812,12,-27.580703984924014
2022,NO,3969,24,25.669855627273215,1982,12,-51.93951779127007
2022,NYG,3431,17,10.555903791764752,2519,21,30.489387210782684
2022,NYJ,4040,15,-65.89640805568237,1686,13,-22.201714271087233
2022,PHI,4364,25,78.6956185892459,2509,32,52.40934052524869
2022,PIT,3661,12,2.3119804202486023,2073,16,5.6126348292362005
2022,SEA,4282,30,22.012022907953412,2042,12,-12.728407668425657
2022,SF,4049,30,105.26910734239854,2360,20,-21.59319665135854
2022,TB,4746,26,50.380937898065234,1308,5,-85.2143046021303
2022,TEN,3227,16,-26.57571457593257,2131,16,-38.464865175018424
2022,WAS,3783,24,-60.09443042936727,2143,9,-29.01358091284797
2023,ARI,3430,18,-100.8764195171071,2365,17,18.66245397482521
2023,ATL,3775,17,-42.981411141401004,2159,14,-64.30003380636713
2023,BAL,3881,27,62.87204310512697,2661,26,6.806188041593247
2023,BUF,4306,29,91.6927982197074,2212,22,34.202596969933595
2023,CAR,3245,13,-156.66620068522246,1769,7,-33.242914613520114
2023,CHI,3421,19,-64.64965049815295,2399,16,20.403676121320277
2023,CIN,4257,27,13.30173479314289,1527,12,-24.686269278267797
2023,CLE,4011,24,-104.95382046867533,2017,15,-47.871629579755805
2023,DAL,4660,36,116.60811704054335,1920,14,-5.510051915494904
2023,DEN,3566,28,-10.12377632816334,1810,8,-34.849382130965544
2023,DET,4606,30,83.11068034464867,2311,27,-21.043060151320052
2023,GB,4210,32,90.10949360171792,1905,10,-30.99396402544395
2023,HOU,4578,27,37.36914563141294,1647,10,-59.37270674583574
2023,IND,3882,18,0.10108473341875768,2059,19,-41.0728227755719
2023,JAX,4377,22,5.377807689351348,1646,17,-65.18356745267752
2023,KC,4383,28,37.91712328721203,1784,9,-18.119290099867197
2023,LA,4300,26,43.63666943192901,2045,18,3.3325303302415263
2023,LAC,4312,24,-2.580253678434245,1642,11,-70.58481183499111
2023,LV,3666,20,-44.897590713771294,1542,11,-56.14107497704474
2023,MIA,4698,30,111.64226337925119,2308,27,-11.816735728135734
2023,MIN,4700,30,2.681503280533926,1553,7,-28.493426313111108
2023,NE,3392,16,-137.78242627106158,1627,9,-37.56425284417045
2023,NO,4225,28,19.694444623421006,1742,13,-52.21103623810511
2023,NYG,3351,15,-112.02900819481376,1874,10,-66.1397483280896
2023,NYJ,3373,11,-186.57097739486795,1647,7,-70.00387586137788
2023,PHI,4067,24,62.718458526041815,2190,22,10.303554938215832
2023,PIT,3421,13,-45.71235864339105,2010,16,-36.88044311907635
2023,SEA,4167,23,32.42796197608597,1580,11,-21.468027004188702
2023,SF,4577,33,143.04821406075783,2389,27,19.010535920274997
2023,TB,4044,28,47.233702549957535,1509,8,-77.0876220310538
2023,TEN,3512,14,-31.663739782241294,1846,16,-26.854351771577814
2023,WAS,4174,24,-87.48533680092959,1592,14,-8.595849643582495
2024,ARI,3859,21,64.52634920272746,2451,18,21.71392802745348
2024,ATL,4283,21,34.316686777479276,2219,18,0.12841468861860506
2024,BAL,4189,41,170.46887614505388,3189,21,50.3468627334633
2024,BUF,3938,30,132.67171673932293,2230,32,48.12527660571717
2024,CAR,3411,22,-49.31081541928745,1878,18,3.743683073065567
2024,CHI,3552,20,-53.314411206948215,1734,13,-27.373577696403313
2024,CIN,4918,43,115.12695542445556,1574,11,-9.513695408275204
2024,CLE,3879,19,-175.00518532804438,1608,8,-25.846051966612833
2024,DAL,4092,23,-46.17726065651338,1705,6,-51.73058314762088
2024,DEN,3808,30,40.03305993288628,1908,12,-14.35800787032888
2024,DET,4718,39,172.38264264151178,2488,29,9.533982670019515
2024,GB,3939,28,77.43815873048725,2496,23,3.931955706319374
2024,HOU,3952,20,-16.28401857631509,1909,15,-39.44223437320455
2024,IND,3599,20,-34.6671714876517,2331,20,-21.2905996811771
2024,JAX,3717,19,2.815102956176922,1729,13,-13.594123616501726
2024,KC,4046,26,62.987778387267014,1790,15,2.584168148527116
2024,LA,4096,22,34.41894814651905,1765,15,-29.195176007860695
2024,LAC,3901,23,63.45863291616553,1882,17,-24.880648388694603
2024,LV,4117,19,-62.91733084732314,1357,10,-91.87499130037199
2024,MIA,4036,22,43.481886431862954,1795,12,-83.3238027825576
2024,MIN,4379,35,56.94889132069409,1855,9,-34.77277179769543
2024,NE,3343,18,-53.09723703638907,1969,11,-31.529520828955302
2024,NO,3730,21,-45.184907659383995,1954,15,1.1473400271549465
2024,NYG,3521,15,-96.14862862966382,1783,13,-28.960763415283843
2024,NYJ,4016,31,21.34228398821374,1561,8,-23.948942152627172
2024,PHI,3517,24,56.87063815759183,3048,29,55.88572900161202
2024,PIT,3607,21,4.436190221322731,2166,14,-48.227744902210674
2024,SEA,4379,21,8.423787470504083,1627,17,-20.498744777141418
2024,SF,4424,23,68.3651688932217,2163,17,-1.2659478543305216
2024,TB,4505,41,115.68643922132297,2536,16,20.720838278553376
2024,TEN,3621,22,-66.83648932357202,1855,11,-50.266179744439626
2024,WAS,3932,29,79.29114238935429,2619,25,67.61982720882696
2025,ARI,4354,29,4.7595797736981815,1583,9,-21.504854023401514
2025,ATL,3703,19,4.209096397094654,2138,17,-19.203365768931064
2025,BAL,3278,23,4.510214603981404,2662,23,42.21306531138224
2025,BUF,3981,29,97.06081157919405,2714,30,41.28521861578723
2025,CAR,3304,24,-27.63458678505455,1977,9,-19.355536005205092
2025,CHI,3991,28,47.89793604026958,2451,19,32.96097338097368
2025,CIN,4244,36,13.347914985647932,1591,11,7.009361444607248
2025,CLE,3152,16,-164.18732132383388,1649,10,-22.132469403225144
2025,DAL,4735,31,113.9334655651819,2136,18,-9.32354839500308
2025,DEN,3931,25,58.83243057615339,2018,18,-9.305635628482706
2025,DET,4567,35,103.36001665264264,2041,21,-24.568552161037626
2025,GB,3845,26,118.79636839653993,2037,18,-15.250886578749302
2025,HOU,3956,24,30.940926408704808,1852,9,-44.93582433584685
2025,IND,4085,25,47.66947836835752,2007,27,33.99101845990116
2025,JAX,4026,29,41.309487587430226,1956,22,-8.265188974471178
2025,KC,3947,23,24.883655681429087,1812,15,8.470350136755696
2025,LA,4707,46,150.45430748211436,2152,17,-4.0547263087043355
2025,LAC,3953,26,-23.35207905811383,2067,10,-6.312613866059048
2025,LV,3315,20,-107.57279016847852,1317,5,-96.84002493454122
2025,MIA,3322,23,4.929832002705847,2044,14,-12.381004214884621
2025,MIN,3208,18,-101.06956126373714,1841,15,-12.985479250163696
2025,NE,4459,31,162.6069075691568,2191,22,-14.454265862475495
2025,NO,4027,19,-24.03273987790199,1603,9,-50.20769786957997
2025,NYG,3703,21,6.615660495767447,2195,22,14.640233598655975
2025,NYJ,2784,15,-100.8781004056025,2096,11,-30.92052308557818
2025,PHI,3498,26,31.852505132020077,1988,17,-10.766691730189141
2025,PIT,3632,26,29.334570500773772,1756,16,3.6057696840679867
2025,SEA,4063,25,68.31457785128048,2096,19,-36.85187089031154
2025,SF,4318,33,107.04416278589989,1817,15,-18.482486216283302
2025,TB,3755,26,-11.820976122392981,1947,13,0.8377106911577213
2025,TEN,3241,15,-133.12214194383415,1589,9,-25.112890079635353
2025,WAS,3329,19,-6.4079823997607095,2290,20,4.717243700289851
