"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"Phillip Gaines","CB","KC                  KC","22","2014","2017","4","$2,824,112","$706,028","0.53%","$549,112","$549,112","$549,112","$1,341,347","$1,959,847"
"Josh Huff","WR","PHI                  PHI","22","2014","2017","4","$2,820,944","$705,236","0.53%","$555,944","$555,944","$555,944","$1,665,331","$2,280,331"
"Will Clarke","DE","CIN                  CIN","22","2014","2017","4","$2,820,380","$705,095","0.53%","$545,380","$545,380","$545,380","$1,485,380","$2,105,380"
"Chris Watt","C","SD                  SD","23","2014","2017","4","$2,816,640","$704,160","0.53%","$544,140","$544,140","$544,140","$1,989,883","$2,607,383"
"Donte Moncrief","WR","IND                  IND","20","2014","2017","4","$2,808,520","$702,130","0.53%","$543,520","$543,520","$543,520","$1,488,520","$2,103,520"
"Eugene Sims","DE","STL                  STL","27","2014","2015","2","$2,800,188","$1,400,094","1.05%","$350,053","","$500,053","$3,416,299","$3,416,299"
"John Brown","WR","ARI                  ARI","23","2014","2017","4","$2,798,900","$699,725","0.53%","$542,900","$542,900","$542,900","$1,675,306","$2,287,306"
"Trai Turner","G","CAR                  CAR","20","2014","2017","4","$2,791,176","$697,794","0.52%","$539,800","$539,800","$539,800","$1,724,080","$2,342,750"
"Brandon Linder","C","JAX                  JAX","21","2014","2017","4","$2,789,600","$697,400","0.52%","$533,600","$533,600","$533,600","$1,475,600","$2,087,600"
"Terrance West","RB","CLE                  CLE","22","2014","2017","4","$2,783,400","$695,850","0.52%","$527,400","$527,400","$527,400","$1,467,400","$2,079,400"
"Michael Schofield","G","DEN                  DEN","23","2014","2017","4","$2,777,200","$694,300","0.52%","$521,200","$521,200","$521,200","$1,670,567","$2,282,567"
"Jerick McKinnon","RB","MIN                  MIN","21","2014","2017","4","$2,765,000","$691,250","0.52%","$515,000","$515,000","$515,000","$1,455,000","$2,195,307"
"Richard Rodgers","TE","GB                  GB","21","2014","2017","4","$2,761,016","$690,254","0.52%","$506,016","$506,016","$506,016","$1,764,261","$2,376,761"
"Craig Dahl","SS","SF                  SF","28","2014","2015","2","$2,750,000","$1,375,000","1.03%","","$365,000","$365,000","$2,750,000","$2,750,000"
"Ike Taylor","CB","PIT                  PIT","33","2014","2014","1","$2,750,000","$2,750,000","2.07%","","","","$2,750,000","$2,750,000"
"Phil Costa","C","IND                  IND","26","2014","2015","2","$2,750,000","$1,375,000","1.03%","","","$450,000","$2,750,000","$2,750,000"
"Stevie Brown","SS","NYG                  NYG","26","2014","2014","1","$2,750,000","$2,750,000","2.07%","","","$1,000,000","$2,750,000","$2,750,000"
"Dri Archer","RB","PIT                  PIT","22","2014","2017","4","$2,748,016","$687,004","0.52%","$506,016","$506,016","$506,016","$1,444,016","$2,051,016"
"Brandon Thomas","G","SF                  SF","22","2014","2017","4","$2,726,106","$681,527","0.51%","$506,016","$506,016","$506,016","$1,436,016","$2,036,016"
"Crockett Gillmore","T","BAL                  BAL","22","2014","2017","4","$2,726,016","$681,504","0.51%","$506,016","$506,016","$506,016","$1,635,462","$2,235,462"
"Jaylen Watkins","CB","PHI                  PHI","22","2014","2017","4","$2,717,028","$679,257","0.51%","$497,028","","$497,028","$1,427,028","$2,027,028"
"Bashaud Breeland","CB","WAS                  WAS","21","2014","2017","4","$2,706,000","$676,500","0.51%","$486,000","$486,000","$486,000","$1,822,215","$2,598,896"
"Devonta Freeman","RB","ATL                  ATL","21","2014","2017","4","$2,704,424","$676,106","0.51%","$484,424","$484,424","$484,424","$1,581,321","$2,181,321"
"Jalen Saunders","WR","NYJ                  NYJ","21","2014","2017","4","$2,701,448","$675,362","0.51%","$481,448","","$481,448","$1,411,448","$2,011,448"
"Kavell Conner","ILB","SD                  SD","26","2014","2016","3","$2,700,000","$900,000","0.68%","$270,000","","$270,000","$1,814,961","$2,764,961"
"Andre Caldwell","WR","DEN                  DEN","28","2014","2015","2","$2,700,000","$1,350,000","1.02%","$400,000","","$400,000","$2,700,000","$2,700,000"
"Chris Clemons","FS","HOU                  HOU","28","2014","2015","2","$2,700,000","$1,350,000","1.02%","$200,000","","$450,000","$2,700,000","$2,700,000"
"Mike McGlynn","G","WAS                  WAS","28","2014","2015","2","$2,700,000","$1,350,000","1.02%","$200,000","","$200,000","$2,700,000","$2,700,000"
"Bryan Stork","C","NE                  NE","23","2014","2017","4","$2,697,000","$674,250","0.51%","$477,000","$477,000","$477,000","$1,776,791","$2,376,791"
"Bruce Ellington","WR","SF                  SF","22","2014","2017","4","$2,694,428","$673,607","0.51%","$474,428","$474,428","$474,428","$1,464,262","$2,064,262"
"Justin Ellis","DT","OAK                  OAK","23","2014","2017","4","$2,692,688","$673,172","0.51%","$472,688","$472,688","$472,688","$1,481,320","$2,081,320"
"Cassius Marsh","DE","SEA                  SEA","21","2014","2017","4","$2,690,252","$672,563","0.51%","$470,252","$470,252","$470,252","$1,387,903","$1,987,903"
"Ross Cockrell","CB","BUF                  BUF","22","2014","2017","4","$2,687,552","$671,888","0.51%","$467,552","","$467,552","$1,397,552","$1,997,552"
"Maurice Alexander","LB","STL                  STL","24","2014","2017","4","$2,684,260","$671,065","0.50%","$464,260","$464,260","$464,260","$1,542,079","$2,142,079"
"Russell Bodine","C","CIN                  CIN","21","2014","2017","4","$2,676,456","$669,114","0.50%","$456,456","$456,456","$456,456","$2,023,680","$2,708,802"
"DaQuan Jones","DL","TEN                  TEN","22","2014","2017","4","$2,675,400","$668,850","0.50%","$455,400","$455,400","$455,400","$1,566,673","$2,166,673"
"Andre Williams","RB","NYG                  NYG","21","2014","2017","4","$2,673,600","$668,400","0.50%","$453,600","$453,600","$453,600","$1,455,468","$2,055,468"
"Aaron Colvin","CB","JAX                  JAX","22","2014","2017","4","$2,673,152","$668,288","0.50%","$453,152","$453,152","$453,152","$1,483,841","$1,942,664"
"Shaquelle Evans","WR","NYJ                  NYJ","22","2014","2017","4","$2,670,900","$667,725","0.50%","$450,900","","$450,900","$1,188,900","$1,788,900"
"Keith McGill","S","OAK                  OAK","24","2014","2017","4","$2,665,200","$666,300","0.50%","$445,200","$445,200","$445,200","$1,446,448","$2,046,448"
"De'Anthony Thomas","WR","KC                  KC","20","2014","2017","4","$2,665,108","$666,277","0.50%","$420,108","$420,108","$420,108","$1,358,108","$1,966,608"
"Ka'Deem Carey","RB","CHI                  CHI","21","2014","2017","4","$2,663,380","$665,845","0.50%","$443,380","$443,380","$443,380","$1,425,286","$2,025,286"
"Brock Vereen","FS","CHI                  CHI","21","2014","2017","4","$2,661,878","$665,470","0.50%","$391,500","","$391,500","$1,511,971","$2,111,971"
"Martavis Bryant","WR","PIT                  PIT","22","2014","2018","4","$2,659,220","$664,805","0.50%","$439,220","$439,220","$439,220","$1,247,424","$1,247,424"
"Anthony Hitchens","ILB","DAL                  DAL","21","2014","2017","4","$2,654,864","$663,716","0.50%","$434,864","$434,864","$434,864","$1,531,561","$2,131,561"
"Logan Thomas","TE","ARI                  ARI","22","2014","2017","4","$2,652,092","$663,023","0.50%","$432,092","","$432,092","$1,362,092","$1,962,092"
"Bryan Braman","OLB","PHI                  PHI","26","2014","2014","2","$2,650,000","$1,325,000","1.00%","$600,000","","$1,000,000","$2,600,000","$2,600,000"
"Carl Bradford","OLB","GB                  GB","21","2014","2017","4","$2,649,300","$662,325","0.50%","$429,300","","$429,300","$1,359,300","$1,959,300"
"Marqueston Huff","FS","TEN                  TEN","21","2014","2017","4","$2,645,204","$661,301","0.50%","$425,204","$425,204","$425,204","$1,456,163","$2,020,868"
"Kevin Norwood","WR","SEA                  SEA","24","2014","2017","4","$2,640,108","$660,027","0.50%","$420,108","$420,108","$420,108","$1,355,504","$1,955,504"
"Walt Aikens","FS","MIA                  MIA","22","2014","2017","4","$2,635,908","$658,977","0.50%","$415,908","$415,908","$415,908","$1,345,908","$1,945,908"
"Khairi Fortt","OLB","NO                  NO","21","2014","2017","4","$2,632,560","$658,140","0.49%","$412,560","","$412,560","$930,000","$1,530,000"
"Pierre Desir","CB","CLE                  CLE","23","2014","2017","4","$2,627,612","$656,903","0.49%","$407,612","$407,612","$407,612","$1,337,612","$1,937,612"
"Tre Boston","FS","CAR                  CAR","21","2014","2017","4","$2,625,468","$656,367","0.49%","$405,468","$405,468","$405,468","$1,335,468","$1,935,468"
"Kevin Boothe","G","OAK                  OAK","30","2014","2015","2","$2,625,000","$1,312,500","0.99%","","","$300,000","$3,025,000","$3,025,000"
"Dontae Johnson","CB","SF                  SF","22","2014","2017","4","$2,620,544","$655,136","0.49%","$400,544","$400,544","$400,544","$1,468,503","$2,068,503"
"James White","RB","NE                  NE","21","2014","2017","4","$2,617,088","$654,272","0.49%","$397,088","$397,088","$397,088","$1,327,088","$2,029,099"
"Kevin Pierre-Louis","OLB","SEA                  SEA","22","2014","2017","4","$2,605,652","$651,413","0.49%","$385,652","$385,652","$385,652","$1,299,332","$1,899,332"
"Ted Larsen","G","ARI                  ARI","26","2014","2015","2","$2,600,000","$1,300,000","0.98%","$470,000","","$470,000","$3,550,527","$3,550,527"
"Derek Anderson","QB","CAR                  CAR","30","2014","2015","2","$2,564,000","$1,282,000","0.96%","$400,000","","$400,000","$2,564,000","$2,564,000"
"Mario Addison","DE","CAR                  CAR","26","2014","2016","2","$2,560,000","$1,280,000","0.96%","$660,000","$660,000","$660,000","$2,105,000","$3,505,000"
"Cameron Fleming","T","NE                  NE","21","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","","$300,584","$1,230,584","$1,830,584"
"Prince Shembo","ILB","ATL                  ATL","22","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","","$300,584","$1,230,584","$1,830,584"
"Lorenzo Taliaferro","RB","BAL                  BAL","22","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","$300,584","$300,584","$1,091,877","$1,691,877"
"Dakota Dozier","LT","NYJ                  NYJ","22","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","$300,584","$300,584","$1,235,400","$1,835,400"
"Larry Webster","DE","DET                  DET","23","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","","$300,584","$1,230,584","$1,830,584"
"Tom Savage","QB","HOU                  HOU","23","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","$300,584","$300,584","$1,053,584","$1,653,584"
"Brent Urban","DL","BAL                  BAL","22","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","$300,584","$300,584","$1,038,584","$1,638,584"
"Nevin Lawson","CB","DET                  DET","22","2014","2017","4","$2,520,584","$630,146","0.47%","$300,584","$300,584","$300,584","$1,353,249","$2,035,982"
"Taylor Hart","T","PHI                  PHI","22","2014","2017","4","$2,510,658","$627,665","0.47%","$215,512","$215,512","$215,512","$1,269,165","$1,622,105"
"Dwight Freeney","OLB","SD                  SD","33","2014","2014","1","$2,500,000","$2,500,000","1.88%","","$500,000","$500,000","$4,078,125","$4,078,125"
"Josh Brown","K","NYG                  NYG","34","2014","2015","2","$2,500,000","$1,250,000","0.94%","","","$100,000","$2,716,667","$2,716,667"
"Carlos Rogers","CB","OAK                  OAK","32","2014","2014","1","$2,500,000","$2,500,000","1.88%","$1,000,000","","$1,000,000","$3,500,000","$3,500,000"
"Charles Woodson","SS","OAK                  OAK","37","2014","2014","1","$2,500,000","$2,500,000","1.88%","$1,150,000","","$1,150,000","$3,700,000","$3,700,000"
"Ryan Grant","WR","WAS                  WAS","23","2014","2017","4","$2,433,612","$608,403","0.46%","$213,612","$213,612","$213,612","$1,272,223","$1,971,758"
"Kadeem Edwards","G","TB                  TB","22","2014","2017","4","$2,432,000","$608,000","0.46%","$212,000","","$212,000","$848,000","$1,448,000"
"Telvin Smith","OLB","JAX                  JAX","22","2014","2017","4","$2,431,052","$607,763","0.46%","$211,052","$211,052","$211,052","$1,389,006","$2,368,163"
"David Yankey","G","MIN                  MIN","21","2014","2017","4","$2,426,900","$606,725","0.46%","$206,900","","$206,900","$1,136,900","$1,736,900"
"Devin Street","WR","DAL                  DAL","22","2014","2017","4","$2,421,972","$605,493","0.46%","$201,972","$201,972","$201,972","$1,131,972","$1,731,972"
"Ricardo Allen","FS","ATL                  ATL","22","2014","2017","4","$2,420,500","$605,125","0.45%","$200,500","","$200,500","$1,130,500","$1,730,500"
"Bene Benwikere","CB","CAR                  CAR","22","2014","2017","4","$2,419,000","$604,750","0.45%","$199,000","$199,000","$199,000","$1,316,572","$1,740,100"
"Kevin Pamphile","G","TB                  TB","23","2014","2017","4","$2,418,500","$604,625","0.45%","$198,500","$198,500","$198,500","$1,195,063","$1,795,063"
"Aaron Lynch","OLB","SF                  SF","20","2014","2017","4","$2,418,000","$604,500","0.45%","$198,000","$198,000","$198,000","$1,313,593","$1,772,416"
"Avery Williamson","ILB","TEN                  TEN","21","2014","2017","4","$2,414,452","$603,613","0.45%","$194,452","$194,452","$194,452","$1,708,409","$2,387,939"
"Nat Berhe","SS","NYG                  NYG","22","2014","2017","4","$2,412,800","$603,200","0.45%","$192,800","$192,800","$192,800","$945,800","$1,545,800"
"Cyril Richardson","G","BUF                  BUF","23","2014","2017","4","$2,412,000","$603,000","0.45%","$192,000","","$192,000","$1,122,000","$1,722,000"
"Jeremiah George","ILB","NYJ                  NYJ","21","2014","2017","4","$2,411,752","$602,938","0.45%","$191,752","","$191,752","$1,121,752","$1,721,752"
"Arthur Lynch","TE","MIA                  MIA","23","2014","2017","4","$2,411,300","$602,825","0.45%","$191,300","","$191,300","$929,300","$1,529,300"
"Lamin Barrow","ILB","DEN                  DEN","23","2014","2017","4","$2,411,160","$602,790","0.45%","$191,160","","$191,160","$1,121,160","$1,721,160"
"Shaquille Richardson","CB","PIT                  PIT","21","2014","2017","4","$2,410,052","$602,513","0.45%","$190,052","","$190,052","$1,120,052","$1,720,052"
"Caraun Reid","DT","DET                  DET","22","2014","2017","4","$2,408,880","$602,220","0.45%","$188,880","$188,880","$188,880","$1,153,040","$1,613,628"
"Chris Smith","DE","JAX                  JAX","21","2014","2017","4","$2,407,252","$601,813","0.45%","$187,252","$187,252","$187,252","$757,058","$1,357,058"
"Ed Stinson","DE","ARI                  ARI","23","2014","2017","4","$2,406,740","$601,685","0.45%","$186,740","$186,740","$186,740","$1,223,687","$1,823,687"
"Corey Linsley","C","GB                  GB","22","2014","2017","4","$2,405,000","$601,250","0.45%","$185,000","$185,000","$185,000","$1,655,016","$2,255,016"
"Ed Reynolds","FS","PHI                  PHI","22","2014","2017","4","$2,404,192","$601,048","0.45%","$184,192","","$184,192","$1,114,192","$1,714,192"
"Aaron Murray","QB","KC                  KC","23","2014","2017","4","$2,402,424","$600,606","0.45%","$182,424","$182,424","$182,424","$1,120,424","$1,728,924"
"A.J. McCarron","QB","CIN                  CIN","23","2014","2017","4","$2,401,652","$600,413","0.45%","$181,652","$181,652","$181,652","$1,111,652","$1,711,652"
"Michael Hoomanawanui","TE","NE                  NE","25","2014","2015","2","$2,400,000","$1,200,000","0.90%","$360,000","","$500,000","$2,587,446","$2,587,446"
"Tyson Clabo","RT","HOU                  HOU","32","2014","2015","2","$2,400,000","$1,200,000","0.90%","$200,000","$200,000","$200,000","$2,400,000","$2,400,000"
"Ryan Carrethers","DT","SD                  SD","22","2014","2017","4","$2,398,532","$599,633","0.45%","$178,532","$178,532","$178,532","$1,187,642","$1,787,642"
"Jonathan Newsome","OLB","IND                  IND","22","2014","2017","4","$2,398,108","$599,527","0.45%","$178,108","","$178,108","$1,108,108","$1,708,108"
"Vinnie Sunseri","SS","NO                  NO","20","2014","2017","4","$2,396,500","$599,125","0.45%","$176,500","","$176,500","$929,500","$1,529,500"
"Marquis Spruill","ILB","ATL                  ATL","22","2014","2017","4","$2,391,480","$597,870","0.45%","$171,480","","$171,480","$909,480","$1,509,480"
"Ronald Powell","OLB","NO                  NO","22","2014","2017","4","$2,388,860","$597,215","0.45%","$168,860","","$168,860","$921,860","$1,521,860"
"Keith Reaser","CB","SF                  SF","22","2014","2017","4","$2,384,800","$596,200","0.45%","$164,800","$164,800","$164,800","$1,051,429","$1,651,429"
"Jordan Tripp","ILB","MIA                  MIA","22","2014","2017","4","$2,382,800","$595,700","0.45%","$162,800","","$162,800","$1,092,800","$1,692,800"
"Jimmy Staten","DT","SEA                  SEA","22","2014","2017","4","$2,380,300","$595,075","0.45%","$160,300","","$160,300","$1,090,300","$1,690,300"
"Jared Abbrederis","WR","GB                  GB","23","2014","2017","4","$2,364,560","$591,140","0.44%","$144,560","","$144,560","$882,560","$1,482,560"
"John Urschel","G","BAL                  BAL","22","2014","2017","4","$2,364,560","$591,140","0.44%","$144,560","$144,560","$144,560","$1,221,108","$1,821,108"
"Devon Kennard","OLB","NYG                  NYG","22","2014","2017","4","$2,364,560","$591,140","0.44%","$144,560","$144,560","$144,560","$1,188,906","$1,788,906"
"Wesley Johnson","C","PIT                  PIT","22","2014","2017","4","$2,364,560","$591,140","0.44%","$144,560","","$144,560","$781,764","$1,381,764"
"Antonio Johnson","DT","TEN                  TEN","29","2014","2015","2","$2,350,000","$1,175,000","0.88%","$175,000","","$175,000","$2,350,000","$2,350,000"
"Zach Fulton","G","KC                  KC","22","2014","2017","4","$2,349,220","$587,305","0.44%","$104,220","$104,220","$104,220","$1,345,572","$1,954,072"
"Jeoffrey Pagan","DE","HOU                  HOU","20","2014","2017","4","$2,348,820","$587,205","0.44%","$128,820","$128,820","$128,820","$1,058,820","$1,658,820"
"Laurent Duvernay-Tardif","G","KC                  KC","22","2014","2017","4","$2,345,300","$586,325","0.44%","$100,300","$100,300","$100,300","$1,038,300","$1,646,800"
"Zach Mettenberger","QB","TEN                  TEN","22","2014","2017","4","$2,345,116","$586,279","0.44%","$125,116","$125,116","$125,116","$1,130,119","$1,730,119"
"Jon Halapio","C","NE                  NE","22","2014","2017","4","$2,343,100","$585,775","0.44%","$123,100","","$123,100","$1,053,100","$1,653,100"
"Kenneth Acker","CB","SF                  SF","21","2014","2017","4","$2,340,600","$585,150","0.44%","$120,600","$120,600","$120,600","$1,132,231","$1,732,231"
"Alfred Blue","RB","HOU                  HOU","22","2014","2017","4","$2,337,932","$584,483","0.44%","$117,932","$117,932","$117,932","$1,179,587","$1,779,587"
"Antone Exum","S","MIN                  MIN","22","2014","2017","4","$2,335,788","$583,947","0.44%","$115,788","$115,788","$115,788","$1,004,140","$1,604,140"
"Usama Young","S","OAK                  OAK","28","2014","2015","2","$2,335,000","$1,167,500","0.88%","","$200,000","$200,000","$2,335,000","$2,335,000"
"David Fales","QB","CHI                  CHI","23","2014","2017","4","$2,334,424","$583,606","0.44%","$114,424","","$114,424","$1,044,424","$1,644,424"
"Kendall James","CB","MIN                  MIN","22","2014","2017","4","$2,333,452","$583,363","0.44%","$113,452","","$113,452","$1,043,452","$1,643,452"
"Robert Herron","WR","TB                  TB","21","2014","2017","4","$2,332,000","$583,000","0.44%","$112,000","","$112,000","$865,000","$1,465,000"
"Lache Seastrunk","RB","WAS                  WAS","22","2014","2017","4","$2,330,500","$582,625","0.44%","$110,500","","$110,500","$1,040,500","$1,640,500"
"Bennett Jackson","CB","NYG                  NYG","22","2014","2017","4","$2,330,060","$582,515","0.44%","$110,060","","$110,060","$1,040,060","$1,640,060"
"E.J. Gaines","CB","STL                  STL","21","2014","2017","4","$2,327,672","$581,918","0.44%","$107,672","$107,672","$107,672","$1,169,010","$1,769,010"
"TJ Jones","WR","DET                  DET","21","2014","2017","4","$2,326,200","$581,550","0.44%","$106,200","$106,200","$106,200","$994,906","$1,594,906"
"Matt Hazel","WR","MIA                  MIA","21","2014","2017","4","$2,325,800","$581,450","0.44%","$105,800","","$105,800","$1,035,800","$1,635,800"
"Pat O'Donnell","P","CHI                  CHI","22","2014","2017","4","$2,325,308","$581,327","0.44%","$105,308","$105,308","$105,308","$1,101,057","$1,701,057"
"Jordan Zumwalt","ILB","PIT                  PIT","22","2014","2017","4","$2,324,852","$581,213","0.44%","$104,852","$104,852","$104,852","$725,852","$1,325,852"
"Keith Wenning","QB","BAL                  BAL","22","2014","2017","4","$2,324,072","$581,018","0.44%","$104,072","","$104,072","$1,034,072","$1,634,072"
"Brandon Dixon","CB","NYJ                  NYJ","23","2014","2017","4","$2,323,864","$580,966","0.44%","$103,864","","$103,864","$1,033,864","$1,633,864"
"Walter Powell","WR","ARI                  ARI","22","2014","2017","4","$2,323,788","$580,947","0.44%","$103,788","","$103,788","$930,000","$1,530,000"
"Demetri Goodson","CB","GB                  GB","24","2014","2018","4","$2,323,152","$580,788","0.44%","$103,152","$103,152","$103,152","$1,120,455","$1,579,278"
"Zach Moore","DE","NE                  NE","23","2014","2017","4","$2,322,200","$580,550","0.44%","$102,200","","$102,200","$1,032,200","$1,632,200"
"Garrett Scott","LT","SEA                  SEA","22","2014","2017","4","$2,321,672","$580,418","0.44%","$101,672","","$101,672","$914,672","$1,514,672"
"Connor Barth","K","DEN                  DEN","27","2014","2016","3","$2,320,000","$773,333","0.58%","","","","$912,647","$1,757,647"
"Marion Grice","RB","SD                  SD","22","2014","2017","4","$2,318,896","$579,724","0.44%","$98,896","","$98,896","$1,028,896","$1,628,896"
"Tavon Rooks","LT","NO                  NO","23","2014","2017","4","$2,317,432","$579,358","0.44%","$97,432","","$97,432","$1,027,432","$1,627,432"
"Andrew Jackson","ILB","IND                  IND","25","2014","2017","4","$2,317,000","$579,250","0.44%","$97,000","","$97,000","$1,027,000","$1,627,000"
"Tyler Gaffney","RB","CAR                  CAR","22","2014","2017","4","$2,316,600","$579,150","0.44%","$96,600","","$96,600","$621,000","$1,221,000"
"Luke Bowanko","C","JAX                  JAX","22","2014","2017","4","$2,314,052","$578,513","0.43%","$94,052","$94,052","$94,052","$1,024,052","$1,624,052"
"Jemea Thomas","CB","NE                  NE","23","2014","2017","4","$2,312,512","$578,128","0.43%","$92,512","","$92,512","$757,058","$1,357,058"
"Matt Paradis","C","DEN                  DEN","24","2014","2017","4","$2,311,000","$577,750","0.43%","$91,000","","$91,000","$1,021,000","$1,621,000"
"Eric Pinkins","SS","SEA                  SEA","22","2014","2017","4","$2,308,232","$577,058","0.43%","$88,232","","$88,232","$630,332","$1,230,332"
"Daniel McCullers","DT","PIT                  PIT","21","2014","2017","4","$2,298,680","$574,670","0.43%","$78,680","$78,680","$78,680","$1,043,795","$1,643,795"
"Garrett Gilbert","QB","STL                  STL","22","2014","2017","4","$2,298,680","$574,670","0.43%","$38,680","$38,680","$38,680","$1,008,597","$1,608,597"
"Tajh Boyd","QB","NYJ                  NYJ","23","2014","2017","4","$2,298,680","$574,670","0.43%","$78,680","","$78,680","$1,008,680","$1,608,680"
"Marquis Flowers","OLB","CIN                  CIN","21","2014","2017","4","$2,298,680","$574,670","0.43%","$78,680","$78,680","$78,680","$831,680","$1,431,680"
"Jay Prosch","FB","HOU                  HOU","21","2014","2017","4","$2,298,680","$574,670","0.43%","$78,680","$78,680","$78,680","$1,103,705","$1,703,705"
"IK Enemkpali","OLB","NYJ                  NYJ","22","2014","2017","4","$2,298,680","$574,670","0.43%","$78,680","","$78,680","$1,008,680","$1,608,680"
"Quincy Enunwa","WR","NYJ                  NYJ","21","2014","2017","4","$2,298,680","$574,670","0.43%","$78,680","","$78,680","$1,008,680","$1,608,680"
"Andre Hal","FS","HOU                  HOU","21","2014","2017","4","$2,289,124","$572,281","0.43%","$69,124","$69,124","$69,124","$1,238,371","$2,065,371"
"Ted Bolser","TE","WAS                  WAS","23","2014","2017","4","$2,288,900","$572,225","0.43%","$68,900","","$68,900","$998,900","$1,598,900"
"Michael Campanaro","WR","BAL                  BAL","22","2014","2017","4","$2,287,500","$571,875","0.43%","$67,500","$67,500","$67,500","$862,147","$1,462,147"
"Travis Carrie","CB","OAK                  OAK","23","2014","2017","4","$2,286,964","$571,741","0.43%","$66,964","$66,964","$66,964","$1,250,300","$1,850,300"
"Shamar Stephen","DT","MIN                  MIN","22","2014","2017","4","$2,285,148","$571,287","0.43%","$65,148","$65,148","$65,148","$880,618","$1,684,839"
"Randell Johnson","OLB","BUF                  BUF","22","2014","2017","4","$2,283,732","$570,933","0.43%","$63,732","$63,732","$63,732","$972,908","$1,572,908"
"Storm Johnson","RB","JAX                  JAX","21","2014","2017","4","$2,282,728","$570,682","0.43%","$62,728","","$62,728","$992,728","$1,592,728"
"Brandon Watts","OLB","MIN                  MIN","22","2014","2017","4","$2,282,448","$570,612","0.43%","$62,448","","$62,448","$992,448","$1,592,448"
"Beau Allen","DT","PHI                  PHI","22","2014","2017","4","$2,282,248","$570,562","0.43%","$62,248","$62,248","$62,248","$1,139,332","$1,739,332"
"Jabari Price","CB","MIN                  MIN","21","2014","2017","4","$2,281,820","$570,455","0.43%","$61,820","$61,820","$61,820","$931,820","$1,531,820"
"Mitchell Van Dyk","LT","STL                  STL","22","2014","2017","4","$2,280,600","$570,150","0.43%","$60,600","$60,600","$60,600","$990,600","$1,590,600"
"Kiero Small","FB","SEA                  SEA","24","2014","2017","4","$2,280,256","$570,064","0.43%","$60,256","","$60,256","$990,256","$1,590,256"
"Zach Hocker","K","WAS                  WAS","22","2014","2017","4","$2,280,248","$570,062","0.43%","$60,248","","$60,248","$990,248","$1,590,248"
"Nate Freese","K","DET                  DET","23","2014","2017","4","$2,279,424","$569,856","0.43%","$59,424","","$59,424","$989,424","$1,589,424"
"Rob Blanchflower","TE","PIT                  PIT","23","2014","2017","4","$2,279,400","$569,850","0.43%","$59,400","","$59,400","$989,400","$1,589,400"
"Ben Gardner","DE","DAL                  DAL","22","2014","2017","4","$2,279,175","$569,794","0.43%","$59,175","","$59,175","$797,175","$1,322,175"
"Ulrick John","LT","IND                  IND","21","2014","2017","4","$2,277,848","$569,462","0.43%","$57,848","","$57,848","$795,848","$1,320,848"
"Trevor Reilly","OLB","NYJ                  NYJ","25","2014","2017","4","$2,276,848","$569,212","0.43%","$56,848","$56,848","$56,848","$1,127,692","$1,727,692"
"Terrence Fede","DE","MIA                  MIA","22","2014","2017","4","$2,275,952","$568,988","0.43%","$55,952","$55,952","$55,952","$985,952","$1,585,952"
"Husain Abdullah","FS","KC                  KC","28","2014","2015","2","$2,275,000","$1,137,500","0.86%","$750,000","","$750,000","$2,275,000","$2,275,000"
"Shelby Harris","DT","OAK                  OAK","22","2014","2017","4","$2,273,612","$568,403","0.43%","$53,612","","$53,612","$983,612","$1,583,612"
"Jeff Janis","WR","GB                  GB","22","2014","2017","4","$2,271,392","$567,848","0.43%","$51,392","$51,392","$51,392","$1,102,973","$1,702,973"
"Seantrel Henderson","RT","BUF                  BUF","21","2014","2017","4","$2,270,880","$567,720","0.43%","$50,880","$50,880","$50,880","$1,534,088","$1,816,440"
"Will Smith","OLB","DAL                  DAL","21","2014","2017","4","$2,270,352","$567,588","0.43%","$50,352","","$50,352","$980,352","$1,580,352"
"James Wright","WR","CIN                  CIN","22","2014","2017","4","$2,269,824","$567,456","0.43%","$49,824","$49,824","$49,824","$803,352","$1,403,352"
"Tevin Reese","WR","SD                  SD","22","2014","2017","4","$2,269,432","$567,358","0.43%","$49,432","","$49,432","$979,432","$1,579,432"
"Christian Bryant","FS","STL                  STL","21","2014","2017","4","$2,269,000","$567,250","0.43%","$49,000","$49,000","$49,000","$979,000","$1,579,000"
"Corey Nelson","ILB","DEN                  DEN","21","2014","2017","4","$2,268,600","$567,150","0.43%","$48,600","$48,600","$48,600","$978,600","$1,578,600"
"Kaleb Ramsey","DT","SF                  SF","24","2014","2017","4","$2,268,200","$567,050","0.43%","$48,200","","$48,200","$936,906","$1,536,906"
"Jeremy Gallon","WR","NE                  NE","23","2014","2017","4","$2,267,592","$566,898","0.43%","$47,592","","$47,592","$977,592","$1,577,592"
