"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"Branden Albert","LT","MIA                  MIA","29","2014","2018","5","$47,000,000","$9,400,000","7.07%","$8,500,000","$20,000,000","$26,000,000","$20,050,000","$28,500,000"
"Maurkice Pouncey","C","PIT                  PIT","24","2014","2019","5","$44,136,625","$8,827,325","6.64%","$13,000,000","$13,000,000","$13,000,000","$19,500,000","$26,500,000"
"Michael Johnson","DE","TB                  TB","26","2014","2018","5","$43,750,000","$8,750,000","6.58%","","$16,000,000","$18,000,000","$18,000,000","$26,250,000"
"Rodger Saffold","G","OAK                  OAK","25","2014","2018","5","$42,500,000","$8,500,000","6.39%","$5,000,000","","$15,875,000","",""
"Everson Griffen","ED","MIN                  MIN","26","2014","2018","5","$42,500,000","$8,500,000","6.39%","$6,000,000","$19,800,000","$19,800,000","$20,000,000","$27,000,000"
"Alex Mack","C","CLE                  CLE","28","2014","2018","5","$42,000,000","$8,400,000","6.32%","","$18,000,000","$26,000,000","$18,000,000","$26,000,000"
"Sean Lee","OLB","DAL                  DAL","27","2014","2019","6","$42,000,000","$7,000,000","5.26%","$10,000,000","$16,130,000","$16,130,000","$16,130,000","$18,630,000"
"Junior Galette","OLB","NO                  NO","25","2014","2019","4","$41,500,000","$10,375,000","7.80%","$3,500,000","$16,750,000","$23,000,000","$18,700,000","$23,800,000"
"Earl Thomas","FS","SEA                  SEA","24","2014","2018","4","$40,000,000","$10,000,000","7.52%","$9,500,000","$19,725,000","$25,725,000","$19,747,386","$27,747,386"
"Jimmy Graham","TE","NO                  NO","27","2014","2017","4","$40,000,000","$10,000,000","7.52%","$12,000,000","$15,900,000","$20,900,000","$21,011,031","$30,011,031"
"Jordy Nelson","WR","GB                  GB","28","2014","2018","4","$39,050,000","$9,762,500","7.34%","$11,500,000","$11,500,000","$11,500,000","$16,573,563","$22,573,563"
"Sam Shields","CB","GB                  GB","26","2014","2017","4","$39,000,000","$9,750,000","7.33%","$12,500,000","$12,500,000","$12,500,000","$20,847,847","$29,722,847"
"Eugene Monroe","LT","BAL                  BAL","26","2014","2018","5","$37,500,000","$7,500,000","5.64%","$11,000,000","$17,500,000","$17,500,000","$17,500,000","$24,000,000"
"Jason Kelce","C","PHI                  PHI","26","2014","2020","6","$37,500,000","$6,250,000","4.70%","$6,000,000","$10,398,000","$13,000,000","$10,643,313","$14,643,313"
"Kyle Rudolph","TE","MIN                  MIN","24","2014","2019","5","$36,500,000","$7,300,000","5.49%","$6,500,000","$12,640,000","$18,500,000","$12,646,968","$18,673,590"
"Eric Decker","WR","NYJ                  NYJ","26","2014","2018","5","$36,250,000","$7,250,000","5.45%","$7,500,000","$15,000,000","$15,000,000","$15,026,693","$21,526,693"
"Vontae Davis","CB","IND                  IND","25","2014","2017","4","$36,000,000","$9,000,000","6.77%","$5,000,000","$16,000,000","$20,000,000","$20,000,000","$27,125,000"
"Dominique Rodgers-Cromartie","CB","NYG                  NYG","27","2014","2018","5","$35,000,000","$7,000,000","5.26%","$10,000,000","$11,980,000","$13,980,000","$16,017,704","$22,017,704"
"Jared Veldheer","RT","ARI                  ARI","26","2014","2018","5","$35,000,000","$7,000,000","5.26%","$6,250,000","$10,500,000","$17,000,000","$14,770,813","$22,520,813"
"Lamarr Houston","OLB","CHI                  CHI","26","2014","2018","5","$35,000,000","$7,000,000","5.26%","$4,950,000","$8,950,000","$15,000,000","$15,018,685","$21,018,685"
"Arthur Jones","DT","IND                  IND","27","2014","2018","5","$33,000,000","$6,600,000","4.96%","$5,500,000","$10,000,000","$16,000,000","$15,935,294","$17,847,058"
"Jared Allen","DE","CHI                  CHI","31","2014","2016","4","$32,000,000","$8,000,000","6.02%","","$15,500,000","$15,500,000","$3,867,157","$12,367,157"
"Paul Soliai","DT","ATL                  ATL","30","2014","2018","5","$32,000,000","$6,400,000","4.81%","$7,000,000","$11,000,000","$11,000,000","$14,013,804","$19,451,304"
"Brent Grimes","CB","MIA                  MIA","30","2014","2017","4","$32,000,000","$8,000,000","6.02%","$6,000,000","$16,000,000","$16,000,000","$17,000,000","$25,000,000"
"Dennis Pitta","TE","BAL                  BAL","28","2014","2018","5","$32,000,000","$6,400,000","4.81%","$11,000,000","$16,000,000","$16,000,000","$16,000,000","$20,000,000"
"Rodger Saffold","G","STL                  STL","25","2014","2018","5","$31,347,235","$6,269,447","4.71%","$5,000,000","$11,000,000","$19,500,000","$15,255,175","$20,223,925"
"Linval Joseph","DT","MIN                  MIN","25","2014","2018","5","$31,250,000","$6,250,000","4.70%","$3,000,000","$12,500,000","$12,500,000","$13,000,000","$18,750,000"
"Golden Tate","WR","DET                  DET","25","2014","2018","5","$31,000,000","$6,200,000","4.66%","$8,000,000","$10,500,000","$16,000,000","$13,288,850","$18,038,850"
"Brandon Marshall","WR","CHI                  CHI","29","2014","2017","3","$30,000,000","$10,000,000","7.52%","$7,500,000","$14,800,000","$22,300,000","$22,710,457","$30,810,457"
"Anthony Collins","LT","TB                  TB","28","2014","2018","5","$30,000,000","$6,000,000","4.51%","","","$9,000,000","$12,000,000","$18,000,000"
"DeMarcus Ware","OLB","DEN                  DEN","31","2014","2016","3","$30,000,000","$10,000,000","7.52%","$5,000,000","$16,500,000","$20,000,000","$20,000,000","$26,343,750"
"Austin Howard","RT","OAK                  OAK","26","2014","2018","5","$30,000,000","$6,000,000","4.51%","$7,000,000","$9,900,000","$13,800,000","$15,019,053","$19,519,053"
"Zane Beadles","G","JAX                  JAX","27","2014","2018","5","$30,000,000","$6,000,000","4.51%","","$9,475,000","$12,450,000","$12,500,000","$18,000,000"
"Michael Bennett","DE","SEA                  SEA","28","2014","2017","4","$28,500,000","$7,125,000","5.36%","$8,000,000","$10,000,000","$16,000,000","$16,016,742","$21,016,742"
"Donte Whitner","SS","CLE                  CLE","28","2014","2017","4","$28,000,000","$7,000,000","5.26%","$9,000,000","$11,000,000","$13,000,000","$15,500,000","$21,700,000"
"Henry Melton","DT","DAL                  DAL","27","2014","2016","4","$27,501,000","$6,875,250","5.17%","$1,001,000","","$1,001,000","$12,110,375","$19,610,375"
"Jason Hatcher","DE","WAS                  WAS","31","2014","2017","4","$27,500,000","$6,875,000","5.17%","$9,000,000","$10,500,000","$10,500,000","$13,467,342","$19,951,717"
"Julius Peppers","DE","GB                  GB","33","2014","2016","3","$26,000,000","$8,666,667","6.52%","$7,500,000","$7,500,000","$7,500,000","$18,045,786","$26,045,786"
"Alterraun Verner","CB","TB                  TB","25","2014","2017","4","$25,750,000","$6,437,500","4.84%","","$8,000,000","$14,000,000","$12,522,598","$19,272,598"
"Eric Wood","C","BUF                  BUF","27","2014","2017","4","$25,400,000","$6,350,000","4.77%","$9,000,000","$14,550,000","$14,550,000","$9,000,000","$13,925,000"
"Tyson Jackson","DE","ATL                  ATL","27","2014","2018","5","$25,000,000","$5,000,000","3.76%","$8,000,000","$9,500,000","$11,000,000","$11,771,592","$16,521,592"
"Mike Mitchell","FS","PIT                  PIT","26","2014","2018","5","$25,000,000","$5,000,000","3.76%","$4,750,000","$5,250,000","$5,250,000","$10,070,220","$15,070,220"
"Cortez Allen","CB","PIT                  PIT","25","2014","2018","4","$24,600,000","$6,150,000","4.62%","","$6,750,000","$6,750,000","$13,031,730","$17,431,730"
"DeSean Jackson","WR","WAS                  WAS","27","2014","2016","4","$24,000,000","$6,000,000","4.51%","$5,000,000","$16,000,000","$16,000,000","$16,005,251","$24,005,251"
"Karlos Dansby","ILB","CLE                  CLE","32","2014","2017","4","$24,000,000","$6,000,000","4.51%","$6,000,000","","$12,000,000","$14,000,000","$19,000,000"
"Vince Wilfork","DT","NE                  NE","32","2014","2016","3","$23,000,000","$7,666,667","5.76%","$1,300,000","","$2,600,000","$16,025,000","$22,025,000"
"Jon Asamoah","G","ATL                  ATL","25","2014","2018","5","$22,500,000","$4,500,000","3.38%","$4,000,000","$6,000,000","$6,000,000","$10,968,750","$14,968,750"
"T.J. Ward","SS","DEN                  DEN","27","2014","2017","4","$22,500,000","$5,625,000","4.23%","$5,000,000","$7,000,000","$14,000,000","$13,117,646","$17,617,646"
"Riley Cooper","WR","PHI                  PHI","26","2014","2017","5","$22,500,000","$4,500,000","3.38%","$4,000,000","","$8,000,000","$9,027,083","$13,527,083"
"Dan Bailey","K","DAL                  DAL","25","2014","2020","7","$22,500,000","$3,214,286","2.42%","$4,000,000","$4,900,000","$6,600,000","$6,600,000","$9,100,000"
"Tim Jennings","CB","CHI                  CHI","30","2014","2017","4","$22,400,000","$5,600,000","4.21%","$3,000,000","","$11,800,000","$12,027,520","$17,027,520"
"Brian Robison","DE","MIN                  MIN","30","2014","2017","4","$22,400,000","$5,600,000","4.21%","$5,000,000","$5,000,000","$13,150,000","$14,350,000","$18,632,589"
"Jadeveon Clowney","OLB","HOU                  HOU","20","2014","2018","4","$22,272,998","$5,568,250","4.19%","$14,518,544","$22,272,998","$22,272,998","$16,370,953","$18,815,771"
"D'Qwell Jackson","ILB","IND                  IND","30","2014","2017","4","$22,000,000","$5,500,000","4.14%","$1,000,000","$11,000,000","$11,000,000","$11,000,000","$15,205,882"
"Greg Robinson","LT","STL                  STL","21","2014","2017","4","$21,284,098","$5,321,025","4.00%","$13,799,344","$21,284,098","$21,284,098","$15,642,956","$17,997,874"
"Antoine Bethea","FS","SF                  SF","29","2014","2017","4","$21,000,000","$5,250,000","3.95%","$5,000,000","$6,250,000","$9,250,000","$10,038,661","$15,038,661"
"Terrell Suggs","OLB","BAL                  BAL","31","2014","2018","4","$20,700,000","$5,175,000","3.89%","$11,000,000","$16,000,000","$16,000,000","$16,000,000","$20,500,000"
"Blake Bortles","QB","JAX                  JAX","21","2014","2018","4","$20,654,810","$5,163,703","3.88%","$13,341,680","$20,654,810","$20,654,810","$15,120,527","$17,418,237"
"Zach Strief","RT","NO                  NO","30","2014","2018","5","$20,000,000","$4,000,000","3.01%","$5,500,000","$6,400,000","$8,400,000","$8,642,193","$11,242,193"
"Michael Oher","RT","TEN                  TEN","27","2014","2017","4","$20,000,000","$5,000,000","3.76%","$4,000,000","$6,000,000","$9,350,000","$10,000,000","$15,000,000"
"Sammy Watkins","WR","BUF                  BUF","20","2014","2017","4","$19,935,603","$4,983,901","3.75%","$12,818,620","$19,935,603","$19,935,603","$14,564,784","$16,797,112"
"Vontaze Burfict","OLB","CIN                  CIN","23","2014","2017","4","$19,004,000","$4,751,000","3.57%","$3,100,000","$6,904,000","$6,904,000","$12,000,000","$14,547,059"
"Red Bryant","DE","JAX                  JAX","29","2014","2017","4","$19,000,000","$4,750,000","3.57%","","$4,725,000","$5,255,000","$9,968,750","$14,718,750"
"Khalil Mack","OLB","OAK                  OAK","22","2014","2018","4","$18,676,999","$4,669,250","3.51%","$11,903,272","$18,676,999","$18,676,999","$13,626,181","$15,744,090"
"Jamaal Charles","RB","KC                  KC","27","2014","2017","2","$18,100,000","$9,050,000","6.80%","","$8,300,000","$8,300,000","$14,312,500","$19,625,000"
"Breno Giacomini","RT","NYJ                  NYJ","28","2014","2017","4","$18,000,000","$4,500,000","3.38%","$2,500,000","$7,000,000","$7,000,000","$9,043,722","$14,043,722"
"Sen'Derrick Marks","DT","JAX                  JAX","26","2014","2017","4","$18,000,000","$4,500,000","3.38%","$800,000","$5,000,000","$5,000,000","$10,850,000","$15,325,000"
"Roddy White","WR","ATL                  ATL","32","2014","2017","3","$18,000,000","$6,000,000","4.51%","$7,550,000","$7,550,000","$7,550,000","$14,242,029","$18,492,029"
"Chris Clemons","DE","JAX                  JAX","32","2014","2017","4","$17,500,000","$4,375,000","3.29%","","","$4,475,000","$10,218,750","$14,218,750"
"Julian Edelman","WR","NE                  NE","27","2014","2017","4","$17,000,000","$4,250,000","3.20%","$5,000,000","$6,000,000","$8,000,000","$9,609,375","$13,638,010"
"Jon Beason","ILB","NYG                  NYG","28","2014","2016","3","$17,000,000","$5,666,667","4.26%","$4,400,000","$6,030,000","$6,030,000","$8,767,273","$13,267,273"
"Shawn Lauvao","G","WAS                  WAS","26","2014","2017","4","$17,000,000","$4,250,000","3.20%","$4,000,000","$5,000,000","$5,000,000","$9,004,933","$13,004,933"
"DeAngelo Hall","CB","WAS                  WAS","30","2014","2017","4","$17,000,000","$4,250,000","3.20%","$3,250,000","$4,400,000","$5,650,000","$8,511,624","$12,761,624"
"Koa Misi","OLB","MIA                  MIA","26","2014","2017","4","$17,000,000","$4,250,000","3.20%","$2,890,000","$3,520,000","$3,520,000","$5,359,405","$9,219,405"
"Geoff Schwartz","G","NYG                  NYG","27","2014","2017","4","$16,800,000","$4,200,000","3.16%","$3,200,000","$5,700,000","$5,700,000","$7,110,013","$11,060,013"
"Brandon Browner","CB","SEA                  SEA","29","2014","2016","3","$16,800,000","$5,600,000","4.21%","","","$1,000,000","$8,450,000","$13,950,000"
"Thomas Davis","LB","CAR                  CAR","30","2014","2015","5","$16,500,000","$3,300,000","2.48%","$5,000,000","","$5,000,000","$18,500,000","$19,500,000"
"Jake Matthews","LT","ATL                  ATL","21","2014","2018","4","$16,429,501","$4,107,375","3.09%","$10,268,728","$16,429,500","$16,429,500","$11,899,672","$13,813,263"
"Corey Graham","FS","BUF                  BUF","28","2014","2017","4","$16,300,000","$4,075,000","3.06%","$4,000,000","$5,500,000","$5,500,000","$9,000,000","$13,375,000"
"Brandon Pettigrew","TE","DET                  DET","28","2014","2017","4","$16,000,000","$4,000,000","3.01%","$4,000,000","$5,200,000","$8,000,000","$8,038,227","$11,688,227"
"Evander Hood","DT","JAX                  JAX","26","2014","2017","4","$16,000,000","$4,000,000","3.01%","","","$4,000,000","$8,000,000","$11,500,000"
"Earl Mitchell","DT","MIA                  MIA","26","2014","2017","4","$16,000,000","$4,000,000","3.01%","$2,000,000","$5,000,000","$9,000,000","$9,000,000","$12,000,000"
"Andre Roberts","WR","WAS                  WAS","25","2014","2017","4","$16,000,000","$4,000,000","3.01%","$4,000,000","$5,250,000","$8,000,000","$8,009,081","$12,009,081"
"Wesley Woodyard","ILB","TEN                  TEN","27","2014","2017","4","$15,750,000","$3,937,500","2.96%","$3,000,000","$4,750,000","$4,750,000","$7,529,895","$11,029,895"
"Malcolm Jenkins","FS","PHI                  PHI","26","2014","2016","3","$15,500,000","$5,166,667","3.88%","$5,000,000","$6,000,000","$8,500,000","$10,039,960","$15,539,960"
"Emmanuel Sanders","WR","DEN                  DEN","26","2014","2016","3","$15,000,000","$5,000,000","3.76%","$3,000,000","$6,000,000","$6,000,000","$10,850,000","$16,450,000"
"Robbie Gould","K","CHI                  CHI","31","2014","2017","4","$15,000,000","$3,750,000","2.82%","$3,000,000","$4,900,000","$8,850,000","$5,004,778","$8,504,778"
"Rob Ninkovich","OLB","NE                  NE","29","2014","2016","3","$15,000,000","$5,000,000","3.76%","$5,000,000","","$8,500,000","$9,300,000","$11,200,000"
"Mike Evans","WR","TB                  TB","20","2014","2018","4","$14,631,502","$3,657,876","2.75%","$8,961,092","$14,631,502","$14,631,502","$10,501,246","$12,251,383"
"Pat McAfee","P","IND                  IND","26","2014","2018","5","$14,500,000","$2,900,000","2.18%","$1,000,000","$3,750,000","$3,750,000","$6,750,000","$9,500,000"
"Evan Smith","C","TB                  TB","27","2014","2017","4","$14,250,000","$3,562,500","2.68%","","$3,500,000","$7,250,000","$7,263,774","$9,763,774"
"Tramaine Brock","CB","SF                  SF","25","2014","2017","4","$14,000,000","$3,500,000","2.63%","$3,750,000","$4,550,000","$6,400,000","$6,323,000","$8,412,715"
"Daryl Smith","ILB","BAL                  BAL","31","2014","2017","4","$13,600,000","$3,400,000","2.56%","$3,500,000","","$3,500,000","$8,100,000","$11,600,000"
"Andrew Hawkins","WR","CLE                  CLE","27","2014","2017","4","$13,600,000","$3,400,000","2.56%","","$6,800,000","$6,800,000","$10,800,000","$11,800,000"
"Matt Schaub","QB","OAK                  OAK","32","2014","2015","2","$13,500,000","$6,750,000","5.08%","","","$8,000,000","$13,500,000","$13,500,000"
"Chris Williams","G","BUF                  BUF","28","2014","2017","4","$13,150,000","$3,287,500","2.47%","$3,500,000","","$3,500,000","$7,500,000","$10,300,000"
"Greg Hardy","DE","CAR                  CAR","25","2014","2014","1","$13,116,000","$13,116,000","9.86%","","$13,116,000","$13,116,000","$13,116,000","$13,116,000"
"Charles Godfrey","SS","CAR                  CAR","28","2014","2016","3","$13,050,000","$4,350,000","3.27%","","","","$6,268,750","$11,668,750"
"Doug Baldwin","WR","SEA                  SEA","25","2014","2016","3","$13,000,000","$4,333,333","3.26%","$4,800,000","$6,200,000","$8,500,000","$9,750,519","$14,475,519"
"Justin Gilbert","CB","CLE                  CLE","22","2014","2018","4","$12,833,502","$3,208,376","2.41%","$7,653,456","$12,833,502","$12,833,502","$9,076,797","$9,863,479"
"Matt Slauson","G","CHI                  CHI","27","2014","2017","4","$12,800,000","$3,200,000","2.41%","$1,670,000","$3,900,000","$4,900,000","$4,152,003","$7,139,503"
"Anthony Barr","LB","MIN                  MIN","21","2014","2018","4","$12,743,500","$3,185,875","2.40%","$7,588,000","$12,743,500","$12,743,500","$9,007,250","$10,645,553"
"Chad Greenway","OLB","MIN                  MIN","30","2014","2015","2","$12,600,000","$6,300,000","4.74%","","$5,500,000","$5,500,000","$9,375,000","$9,375,000"
"Graham Gano","K","CAR                  CAR","26","2014","2017","4","$12,400,000","$3,100,000","2.33%","$3,000,000","$3,950,000","$3,950,000","$6,359,251","$9,459,251"
"Jeremy Zuttah","C","BAL                  BAL","27","2014","2018","3","$12,250,000","$4,083,333","3.07%","$3,500,000","$6,500,000","$6,500,000","$7,500,000","$11,000,000"
"Eric Ebron","TE","DET                  DET","20","2014","2018","4","$12,249,149","$3,062,287","2.30%","$7,228,472","$12,249,149","$12,249,149","$8,657,266","$10,190,824"
"Darrelle Revis","CB","NE                  NE","28","2014","2014","1","$12,000,000","$12,000,000","9.02%","$10,000,000","","$11,500,000","$32,000,000","$32,000,000"
"Jacoby Jones","WR","BAL                  BAL","29","2014","2017","4","$12,000,000","$3,000,000","2.26%","$3,500,000","","$3,500,000","$7,000,000","$9,500,000"
"Nick Folk","K","NYJ                  NYJ","29","2014","2017","4","$12,000,000","$3,000,000","2.26%","","$2,100,000","$2,100,000","$6,260,074","$9,010,074"
"Clinton McDonald","DE","TB                  TB","26","2014","2017","4","$12,000,000","$3,000,000","2.26%","","$4,750,000","$4,750,000","$6,760,981","$10,010,981"
"Perry Riley","ILB","WAS                  WAS","25","2014","2016","3","$12,000,000","$4,000,000","3.01%","$3,000,000","$5,000,000","$5,000,000","$8,114,822","$12,114,822"
"Anquan Boldin","WR","SF                  SF","33","2014","2015","2","$12,000,000","$6,000,000","4.51%","$4,545,000","$5,500,000","$9,000,000","$12,015,679","$12,015,679"
"Troy Polamalu","S","PIT                  PIT","32","2014","2016","2","$11,750,000","$5,875,000","4.42%","$6,750,000","","$6,750,000","$14,250,000","$20,000,000"
"Taylor Lewan","LT","TEN                  TEN","22","2014","2018","4","$11,485,004","$2,871,251","2.16%","$6,672,730","$11,485,002","$11,485,002","$8,087,999","$9,552,090"
"Brian Orakpo","OLB","WAS                  WAS","27","2014","2014","1","$11,455,000","$11,455,000","8.61%","","$11,455,000","$11,455,000","$11,455,000","$11,455,000"
"Captain Munnerlyn","CB","MIN                  MIN","25","2014","2016","3","$11,250,000","$3,750,000","2.82%","$1,000,000","$3,450,000","$4,450,000","$8,000,000","$12,276,575"
"Garrett Graham","TE","HOU                  HOU","27","2014","2016","3","$11,250,000","$3,750,000","2.82%","$2,250,000","","$4,500,000","$7,828,125","$10,953,125"
"Cortland Finnegan","CB","MIA                  MIA","29","2014","2015","2","$11,000,000","$5,500,000","4.14%","$2,000,000","","$5,500,000","$11,000,000","$11,000,000"
"Kyle Orton","QB","BUF                  BUF","31","2014","2015","2","$11,000,000","$5,500,000","4.14%","$3,000,000","$3,000,000","$3,000,000","$11,500,000","$11,500,000"
"Brodrick Bunkley","DT","NO                  NO","30","2014","2016","3","$10,650,000","$3,550,000","2.67%","","$500,000","$500,000","$3,200,000","$7,700,000"
"Roman Harper","SS","CAR                  CAR","31","2014","2015","5","$10,625,000","$2,125,000","1.60%","$1,500,000","$1,500,000","$1,500,000","$2,718,750","$2,718,750"
"Donald Brown","RB","SD                  SD","26","2014","2016","3","$10,500,000","$3,500,000","2.63%","$3,250,000","$4,000,000","$4,000,000","$7,000,000","$10,500,000"
"Toby Gerhart","RB","JAX                  JAX","26","2014","2016","3","$10,500,000","$3,500,000","2.63%","","$4,000,000","$4,000,000","$7,000,000","$10,500,000"
"Matt Cassel","QB","MIN                  MIN","31","2014","2015","2","$10,500,000","$5,250,000","3.95%","","","$5,650,000","$10,500,000","$10,500,000"
"Steve Smith","WR","BAL                  BAL","34","2014","2016","3","$10,500,000","$3,500,000","2.63%","$3,500,000","$3,500,000","$3,500,000","$7,500,000","$10,500,000"
"Darren Sproles","RB","PHI                  PHI","30","2014","2016","3","$10,500,000","$3,500,000","2.63%","$3,000,000","$5,500,000","$5,500,000","$7,120,465","$10,720,465"
"Odell Beckham, Jr.","WR","NYG                  NYG","21","2014","2018","4","$10,406,198","$2,601,550","1.96%","$5,888,144","$10,406,198","$10,406,198","$7,204,374","$8,570,392"
"LaMarr Woodley","OLB","OAK                  OAK","29","2014","2015","2","$10,350,000","$5,175,000","3.89%","","","$4,350,000","$10,031,250","$10,031,250"
"Aaron Donald","DT","STL                  STL","22","2014","2018","4","$10,136,500","$2,534,125","1.91%","$5,692,000","$10,136,500","$10,136,500","$7,058,260","$8,399,760"
"Alex Mack","C","CLE                  CLE","28","2014","2014","1","$10,039,000","$10,039,000","7.55%","","","","$10,039,000","$10,039,000"
"Vance Walker","DE","KC                  KC","26","2014","2016","3","$10,020,000","$3,340,000","2.51%","$3,000,000","$3,000,000","$3,750,000","$6,500,000","$10,020,000"
"Justin Tuck","DE","OAK                  OAK","30","2014","2015","2","$10,000,000","$5,000,000","3.76%","","","$4,350,000","$9,976,463","$9,976,463"
"Josh McCown","QB","TB                  TB","34","2014","2015","2","$10,000,000","$5,000,000","3.76%","","$4,750,000","$4,750,000","$10,000,000","$10,000,000"
"Randy Starks","DE","MIA                  MIA","30","2014","2015","2","$10,000,000","$5,000,000","3.76%","$2,000,000","","$5,000,000","$10,000,000","$10,000,000"
"Rashad Jennings","RB","NYG                  NYG","28","2014","2017","4","$10,000,000","$2,500,000","1.88%","$2,250,000","$2,980,000","$2,980,000","$5,272,917","$7,522,917"
"James Jones","WR","OAK                  OAK","29","2014","2016","3","$10,000,000","$3,333,333","2.51%","","","$3,650,000","$7,233,333","$10,333,333"
"Dan Carpenter","K","BUF                  BUF","28","2014","2017","4","$9,950,000","$2,487,500","1.87%","$2,150,000","$2,150,000","$2,150,000","$5,250,000","$7,300,000"
"Jason Worilds","OLB","PIT                  PIT","25","2014","2014","1","$9,754,000","$9,754,000","7.33%","","","$9,754,000","$9,754,000","$9,754,000"
"Ted Ginn Jr.","WR","ARI                  ARI","28","2014","2016","3","$9,750,000","$3,250,000","2.44%","$2,250,000","$3,250,000","$3,250,000","$7,000,000","$10,250,000"
"Kyle Fuller","CB","CHI                  CHI","21","2014","2017","4","$9,687,002","$2,421,751","1.82%","$5,365,092","$9,687,002","$9,687,002","$6,778,667","$8,079,304"
"Shaun Suisham","K","PIT                  PIT","32","2014","2018","3","$9,605,000","$3,201,667","2.41%","$2,850,000","$2,850,000","$2,850,000","$6,800,000","$9,200,000"
"Donald Penn","RT","OAK                  OAK","30","2014","2015","2","$9,600,000","$4,800,000","3.61%","","","$4,200,000","$10,428,737","$10,428,737"
"Ryan Shazier","ILB","PIT                  PIT","21","2014","2020","4","$9,507,212","$2,376,803","1.79%","$5,234,336","$9,507,212","$9,507,212","$6,559,523","$7,843,815"
"Joique Bell","RB","DET                  DET","27","2014","2016","3","$9,300,000","$3,100,000","2.33%","$3,000,000","$4,300,000","$4,300,000","$6,834,755","$9,334,755"
"Alan Branch","DT","BUF                  BUF","29","2014","2016","3","$9,300,000","$3,100,000","2.33%","$3,100,000","$3,100,000","$3,100,000","$3,950,000","$6,200,000"
"Justin Smith","DE","SF                  SF","34","2014","2015","2","$9,100,000","$4,550,000","3.42%","$6,560,000","$7,500,000","$7,500,000","$12,850,000","$17,100,000"
"Kamerion Wimbley","OLB","TEN                  TEN","30","2014","2016","3","$9,000,000","$3,000,000","2.26%","","$1,250,000","$1,250,000","$5,693,750","$8,943,750"
"Devin Hester","WR","ATL                  ATL","31","2014","2016","3","$9,000,000","$3,000,000","2.26%","$2,500,000","$3,500,000","$3,500,000","$6,376,605","$9,376,605"
"Brandon LaFell","WR","NE                  NE","27","2014","2016","3","$9,000,000","$3,000,000","2.26%","$3,000,000","","$3,000,000","$6,500,000","$9,175,000"
"Antonio Smith","DE","OAK                  OAK","32","2014","2015","2","$9,000,000","$4,500,000","3.38%","","$4,000,000","$4,000,000","$8,946,875","$8,946,875"
"Willie Young","OLB","CHI                  CHI","28","2014","2016","3","$9,000,000","$3,000,000","2.26%","$2,000,000","$3,950,000","$3,950,000","$5,557,041","$8,057,041"
"Dexter McCluster","RB","TEN                  TEN","25","2014","2016","3","$9,000,000","$3,000,000","2.26%","$3,000,000","$4,000,000","$4,000,000","$6,416,942","$9,066,942"
