season,player_key,player,team,pos,reg_games,reg_targets,reg_receptions,reg_receiving_yards,reg_receiving_tds,reg_receiving_fumbles,reg_receiving_first_downs,reg_receiving_air_yards,reg_receiving_yards_after_catch,reg_receiving_epa,reg_catch_rate,reg_yards_per_target,reg_yards_per_reception,reg_td_per_target,reg_air_yards_per_target,reg_yac_per_reception
2014,marlon brown,Marlon Brown,BAL,WR,13,31,24,255,0,0,16,308,98,10.69940793113688,0.7741935483870968,8.225806451612904,10.625,0,9.935483870967742,4.083333333333333
2014,marlon moore,Marlon Moore,CLE,WR,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,marqise lee,Marqise Lee,JAX,WR,12,68,37,422,1,0,20,506,178,1.7763031672442193,0.5441176470588235,6.205882352941177,11.405405405405405,0.014705882352941176,7.4411764705882355,4.8108108108108105
2014,marques colston,Marques Colston,NO,WR,15,99,59,902,5,1,45,1110,295,34.0788876254519,0.5959595959595959,9.11111111111111,15.288135593220339,0.050505050505050504,11.212121212121213,5
2014,marquess wilson,Marquess Wilson,CHI,WR,7,32,17,140,1,0,7,330,51,-4.8268535340300485,0.53125,4.375,8.235294117647058,0.03125,10.3125,3
2014,marquise goodwin,Marquise Goodwin,BUF,WR,8,9,1,42,0,1,1,169,6,-9.368305957061239,0.1111111111111111,4.666666666666667,42,0,18.77777777777778,6
2014,martavis bryant,Martavis Bryant,PIT,WR,10,49,26,549,8,0,16,864,190,24.395436549329993,0.5306122448979592,11.204081632653061,21.115384615384617,0.16326530612244897,17.632653061224488,7.3076923076923075
2014,matthew slater,Matthew Slater,NE,WR,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,maurice alexander,Maurice Alexander,LA,LB,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,michael bennett,Michael Bennett,SEA,DE,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,michael campanaro,Michael Campanaro,BAL,WR,4,9,7,102,1,0,5,83,35,9.048758175226798,0.7777777777777778,11.333333333333334,14.571428571428571,0.1111111111111111,9.222222222222221,5
2014,michael crabtree,Michael Crabtree,SF,WR,16,108,68,698,4,0,35,967,258,14.89057616873355,0.6296296296296297,6.462962962962963,10.264705882352942,0.037037037037037035,8.953703703703704,3.7941176470588234
2014,michael floyd,Michael Floyd,ARI,WR,16,99,47,841,6,3,34,1747,115,14.080606909754266,0.47474747474747475,8.494949494949495,17.893617021276597,0.06060606060606061,17.646464646464647,2.4468085106382977
2014,michael johnson,Michael Johnson,TB,DE,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,michael thomas,Michael Thomas,MIA,DB,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,micheal spurlock,Micheal Spurlock,CHI,WR,1,3,1,8,0,0,0,25,6,-1.7302176032452827,0.3333333333333333,2.6666666666666665,8,0,8.333333333333334,6
2014,mike brown,Mike Brown,JAX,WR,5,15,7,88,0,1,5,168,17,-4.036894263030263,0.4666666666666667,5.866666666666666,12.571428571428571,0,11.2,2.4285714285714284
2014,mike evans,Mike Evans,TB,WR,15,123,68,1051,12,0,46,1826,173,42.70047790711871,0.5528455284552846,8.544715447154472,15.455882352941176,0.0975609756097561,14.845528455284553,2.5441176470588234
2014,mike wallace,Mike Wallace,MIA,WR,16,115,67,862,10,1,47,1499,235,36.30592202538788,0.5826086956521739,7.495652173913044,12.865671641791044,0.08695652173913043,13.034782608695652,3.5074626865671643
2014,mike williams,Mike Williams,BUF,WR,6,19,8,142,1,0,3,273,35,0.7681446607705591,0.42105263157894735,7.473684210526316,17.75,0.05263157894736842,14.368421052631579,4.375
2014,miles austin,Miles Austin,CLE,WR,12,72,47,568,2,0,34,588,200,23.502176833202938,0.6527777777777778,7.888888888888889,12.085106382978724,0.027777777777777776,8.166666666666666,4.25531914893617
2014,mohamed sanu,Mohamed Sanu,CIN,WR,16,98,56,790,5,0,37,1059,322,27.635574899997128,0.5714285714285714,8.061224489795919,14.107142857142858,0.05102040816326531,10.806122448979592,5.75
2014,nate washington,Nate Washington,TEN,WR,16,72,40,647,2,0,26,1002,140,16.500150461157318,0.5555555555555556,8.98611111111111,16.175,0.027777777777777776,13.916666666666666,3.5
2014,nick toon,Nick Toon,NO,WR,6,23,17,215,1,1,13,311,42,9.666674205946038,0.7391304347826086,9.347826086956522,12.647058823529411,0.043478260869565216,13.521739130434783,2.4705882352941178
2014,odell beckham jr,Odell Beckham Jr.,NYG,WR,12,130,91,1305,12,0,57,1496,486,70.1866050578308,0.7,10.038461538461538,14.340659340659341,0.09230769230769231,11.507692307692308,5.34065934065934
2014,paul richardson,Paul Richardson,SEA,WR,12,44,29,271,1,0,15,481,65,-3.6644108446170303,0.6590909090909091,6.159090909090909,9.344827586206897,0.022727272727272728,10.931818181818182,2.2413793103448274
2014,percy harvin,Percy Harvin,NYJ,WR,13,78,51,483,1,1,23,601,259,-6.890116562971212,0.6538461538461539,6.1923076923076925,9.470588235294118,0.01282051282051282,7.705128205128205,5.078431372549019
2014,pierre garcon,Pierre Garcon,WAS,WR,16,105,68,752,3,0,32,977,341,-2.9444256152358825,0.6476190476190476,7.161904761904762,11.058823529411764,0.02857142857142857,9.304761904761905,5.014705882352941
2014,preston parker,Preston Parker,NYG,WR,16,56,36,418,2,0,25,563,118,21.030781542731457,0.6428571428571429,7.464285714285714,11.61111111111111,0.03571428571428571,10.053571428571429,3.2777777777777777
2014,quinton patton,Quinton Patton,SF,WR,3,8,3,44,0,0,1,121,0,-2.7142330620554276,0.375,5.5,14.666666666666666,0,15.125,0
2014,randall cobb,Randall Cobb,GB,WR,16,127,91,1287,12,1,71,1135,584,83.57893881610576,0.7165354330708661,10.133858267716535,14.142857142857142,0.09448818897637795,8.937007874015748,6.417582417582418
2014,rashad ross,Rashad Ross,CHI,WR,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,reggie wayne,Reggie Wayne,IND,WR,15,116,64,779,2,1,40,1124,273,-8.98855159084517,0.5517241379310345,6.7155172413793105,12.171875,0.017241379310344827,9.689655172413794,4.265625
2014,ricardo lockette,Ricardo Lockette,SEA,WR,16,15,11,195,2,0,5,186,68,10.344860194554506,0.7333333333333333,13,17.727272727272727,0.13333333333333333,12.4,6.181818181818182
2014,rishard matthews,Rishard Matthews,MIA,WR,11,22,12,135,2,1,9,260,42,-0.5910453938995488,0.5454545454545454,6.136363636363637,11.25,0.09090909090909091,11.818181818181818,3.5
2014,robert herron,Robert Herron,TB,WR,6,12,6,58,1,0,3,69,26,0.47001037385780364,0.5,4.833333333333333,9.666666666666666,0.08333333333333333,5.75,4.333333333333333
2014,robert meachem,Robert Meachem,NO,WR,10,21,7,114,0,0,7,417,21,-8.176574081997387,0.3333333333333333,5.428571428571429,16.285714285714285,0,19.857142857142858,3
2014,robert woods,Robert Woods,BUF,WR,16,104,65,699,5,1,35,976,198,9.297067473921674,0.625,6.721153846153846,10.753846153846155,0.04807692307692308,9.384615384615385,3.046153846153846
2014,rod streater,Rod Streater,LV,WR,3,13,9,84,1,0,5,127,30,5.394014964520466,0.6923076923076923,6.461538461538462,9.333333333333334,0.07692307692307693,9.76923076923077,3.3333333333333335
2014,rodney smith,Rodney Smith,CLE,WR,1,1,0,0,0,0,0,23,0,-2.5296810353174806,0,0,NA,0,23,NA
2014,rueben randle,Rueben Randle,NYG,WR,16,127,71,938,3,0,48,1521,232,10.010259754597985,0.5590551181102362,7.3858267716535435,13.211267605633802,0.023622047244094488,11.976377952755906,3.267605633802817
2014,russell shepard,Russell Shepard,TB,WR,12,8,4,63,0,0,3,127,22,2.8656552929314785,0.5,7.875,15.75,0,15.875,5.5
2014,ryan broyles,Ryan Broyles,DET,WR,3,5,2,25,0,0,2,46,9,1.0748250068863854,0.4,5,12.5,0,9.2,4.5
2014,ryan davis,Ryan Davis,JAX,DE,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,ryan grant,Ryan Grant,WAS,WR,6,15,7,68,0,0,4,170,23,-7.6116324760369025,0.4666666666666667,4.533333333333333,9.714285714285714,0,11.333333333333334,3.2857142857142856
2014,saalim hakim,Saalim Hakim,NYJ,WR,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2014,sammy watkins,Sammy Watkins,BUF,WR,16,128,65,982,6,1,47,1702,344,17.049071583815355,0.5078125,7.671875,15.107692307692307,0.046875,13.296875,5.292307692307692
2014,santana moss,Santana Moss,WAS,WR,5,15,10,116,0,0,6,111,74,4.047959221818019,0.6666666666666666,7.733333333333333,11.6,0,7.4,7.4
2014,santonio holmes,Santonio Holmes,CHI,WR,7,14,8,67,0,0,6,143,25,-6.28777261245286,0.5714285714285714,4.785714285714286,8.375,0,10.214285714285714,3.125
2014,seyi ajirotutu,Seyi Ajirotutu,LAC,WR,16,12,4,45,0,0,4,140,10,-4.02940678386949,0.3333333333333333,3.75,11.25,0,11.666666666666666,2.5
2014,stedman bailey,Stedman Bailey,LA,WR,13,46,30,435,1,0,19,526,182,24.77686143285803,0.6521739130434783,9.456521739130435,14.5,0.021739130434782608,11.434782608695652,6.066666666666666
2014,steve smith,Steve Smith,BAL,WR,16,134,79,1065,6,2,45,1413,363,39.161842215806765,0.5895522388059702,7.947761194029851,13.481012658227849,0.04477611940298507,10.544776119402986,4.594936708860759
2014,t y hilton,T.Y. Hilton,IND,WR,15,131,82,1345,7,3,63,1811,370,57.833871286736496,0.6259541984732825,10.267175572519085,16.402439024390244,0.05343511450381679,13.82442748091603,4.512195121951219
2014,tavarres king,Tavarres King,TB,WR,1,3,2,13,0,0,1,15,4,-2.5161467113066465,0.6666666666666666,4.333333333333333,6.5,0,5,2
2014,tavon austin,Tavon Austin,LA,WR,15,44,31,242,0,0,12,173,169,-9.798351216042647,0.7045454545454546,5.5,7.806451612903226,0,3.9318181818181817,5.451612903225806
2014,taylor gabriel,Taylor Gabriel,CLE,WR,16,72,36,621,1,0,26,1014,255,6.226415527470466,0.5,8.625,17.25,0.013888888888888888,14.083333333333334,7.083333333333333
2014,terrance williams,Terrance Williams,DAL,WR,15,65,37,621,8,0,30,1028,110,29.108838944841956,0.5692307692307692,9.553846153846154,16.783783783783782,0.12307692307692308,15.815384615384616,2.972972972972973
2014,tommy streeter,Tommy Streeter,JAX,WR,1,1,0,0,0,0,0,44,0,0.07257833651965484,0,0,NA,0,44,NA
2014,torrey smith,Torrey Smith,BAL,WR,15,92,49,767,11,0,38,1377,167,20.831984499704028,0.532608695652174,8.33695652173913,15.653061224489797,0.11956521739130435,14.967391304347826,3.4081632653061225
2014,travis benjamin,Travis Benjamin,CLE,WR,16,46,18,314,3,0,14,857,43,7.726294889360235,0.391304347826087,6.826086956521739,17.444444444444443,0.06521739130434782,18.630434782608695,2.388888888888889
2014,victor cruz,Victor Cruz,NYG,WR,6,41,23,337,1,0,13,442,174,-2.305104748892911,0.5609756097560976,8.21951219512195,14.652173913043478,0.024390243902439025,10.78048780487805,7.565217391304348
2014,vincent brown,Vincent Brown,LV,WR,6,21,12,118,0,0,6,206,47,-7.596605792467017,0.5714285714285714,5.619047619047619,9.833333333333334,0,9.80952380952381,3.9166666666666665
2014,vincent jackson,Vincent Jackson,TB,WR,16,142,70,1002,2,1,50,2027,140,7.516105610569034,0.49295774647887325,7.056338028169014,14.314285714285715,0.014084507042253521,14.274647887323944,2
2014,wes welker,Wes Welker,DEN,WR,14,64,49,464,2,0,24,408,193,5.184973468780589,0.765625,7.25,9.46938775510204,0.03125,6.375,3.938775510204082
2015,a j green,A.J. Green,CIN,WR,16,132,86,1297,10,1,63,1686,341,75.52670159810084,0.6515151515151515,9.825757575757576,15.081395348837209,0.07575757575757576,12.772727272727273,3.9651162790697674
2015,aaron dobson,Aaron Dobson,NE,WR,6,21,13,141,0,0,9,209,29,6.48672180873109,0.6190476190476191,6.714285714285714,10.846153846153847,0,9.952380952380953,2.230769230769231
2015,adam humphries,Adam Humphries,TB,WR,11,40,27,260,1,0,18,270,123,-4.408202131180772,0.675,6.5,9.62962962962963,0.025,6.75,4.555555555555555
2015,adam thielen,Adam Thielen,MIN,WR,10,18,12,144,0,0,5,174,47,3.905963844562374,0.6666666666666666,8,12,0,9.666666666666666,3.9166666666666665
2015,albert wilson,Albert Wilson,KC,WR,14,57,35,451,2,0,19,581,219,4.545530145763532,0.6140350877192983,7.912280701754386,12.885714285714286,0.03508771929824561,10.192982456140351,6.257142857142857
2015,allen hurns,Allen Hurns,JAX,WR,15,105,64,1031,10,2,48,1216,347,42.62760771596548,0.6095238095238096,9.81904761904762,16.109375,0.09523809523809523,11.58095238095238,5.421875
2015,allen robinson,Allen Robinson,JAX,WR,16,151,80,1400,14,0,61,2245,356,43.216318920977415,0.5298013245033113,9.271523178807946,17.5,0.09271523178807947,14.867549668874172,4.45
2015,alshon jeffery,Alshon Jeffery,CHI,WR,9,94,54,807,4,1,43,1371,177,19.65865686868429,0.574468085106383,8.585106382978724,14.944444444444445,0.0425531914893617,14.585106382978724,3.2777777777777777
2015,amari cooper,Amari Cooper,LV,WR,16,130,72,1070,6,1,45,1351,362,17.628872978313474,0.5538461538461539,8.23076923076923,14.86111111111111,0.046153846153846156,10.392307692307693,5.027777777777778
2015,andre caldwell,Andre Caldwell,DEN,WR,12,22,10,72,2,0,4,217,16,-9.161635125201428,0.45454545454545453,3.272727272727273,7.2,0.09090909090909091,9.863636363636363,1.6
2015,andre holmes,Andre Holmes,LV,WR,15,33,14,201,4,0,9,496,43,3.0233801048185454,0.42424242424242425,6.090909090909091,14.357142857142858,0.12121212121212122,15.030303030303031,3.0714285714285716
2015,andre johnson,Andre Johnson,IND,WR,16,77,41,503,4,0,31,792,147,13.297345614735576,0.5324675324675324,6.532467532467533,12.268292682926829,0.05194805194805195,10.285714285714286,3.5853658536585367
2015,andre roberts,Andre Roberts,WAS,WR,8,21,11,135,0,0,5,246,38,-1.3069675275250452,0.5238095238095238,6.428571428571429,12.272727272727273,0,11.714285714285714,3.4545454545454546
2015,andrew hawkins,Andrew Hawkins,CLE,WR,8,43,27,276,0,1,10,302,127,2.1935934299109503,0.627906976744186,6.4186046511627906,10.222222222222221,0,7.023255813953488,4.703703703703703
2015,andrew turzilli,Andrew Turzilli,TEN,WR,1,2,2,25,0,0,1,21,4,2.080803251126781,1,12.5,12.5,0,10.5,2
2015,anquan boldin,Anquan Boldin,SF,WR,14,111,69,789,4,1,35,894,282,0.23470334211550103,0.6216216216216216,7.108108108108108,11.434782608695652,0.036036036036036036,8.054054054054054,4.086956521739131
2015,antonio brown,Antonio Brown,PIT,WR,16,193,136,1834,10,1,84,2110,593,58.203196328282715,0.7046632124352331,9.50259067357513,13.485294117647058,0.05181347150259067,10.932642487046632,4.360294117647059
2015,b j daniels,B.J. Daniels,HOU,WR,6,2,2,18,0,0,0,11,7,1.234697689069435,1,9,9,0,5.5,3.5
2015,ben edwards,Ben Edwards,NYG,WR,1,2,1,9,0,0,0,18,7,-5.777667079120874,0.5,4.5,9,0,9,7
2015,bennie fowler,Bennie Fowler,DEN,WR,15,25,16,203,0,0,11,203,97,-0.0965057143192618,0.64,8.12,12.6875,0,8.12,6.0625
2015,bradley marquez,Bradley Marquez,LA,WR,14,22,13,88,0,0,3,195,23,-12.988533894082433,0.5909090909090909,4,6.769230769230769,0,8.863636363636363,1.7692307692307692
2015,brandin cooks,Brandin Cooks,NO,WR,16,129,84,1138,9,1,45,1597,384,25.67644192783081,0.6511627906976745,8.821705426356589,13.547619047619047,0.06976744186046512,12.37984496124031,4.571428571428571
2015,brandon coleman,Brandon Coleman,NO,WR,16,49,30,454,2,0,22,680,120,17.376414767670212,0.6122448979591837,9.26530612244898,15.133333333333333,0.04081632653061224,13.877551020408163,4
2015,brandon lafell,Brandon LaFell,NE,WR,11,74,37,515,0,0,22,1006,224,-1.970460785780506,0.5,6.95945945945946,13.91891891891892,0,13.594594594594595,6.054054054054054
2015,brandon marshall,Brandon Marshall,NYJ/DEN,WR,31,173,109,1502,14,3,77,2102,438,56.88848361650938,0.63005780346820806,8.68208092485549,13.779816513761467,0.08092485549132948,12.15028901734104,4.018348623853211
2015,brandon tate,Brandon Tate,CIN,WR,15,3,2,59,1,0,1,59,10,2.7341960628982633,0.6666666666666666,19.666666666666668,29.5,0.3333333333333333,19.666666666666668,5
2015,brenton bersin,Brenton Bersin,CAR,WR,5,11,9,119,0,1,5,100,33,0.6327876507421024,0.8181818181818182,10.818181818181818,13.222222222222221,0,9.090909090909092,3.6666666666666665
2015,brian hartline,Brian Hartline,CLE,WR,12,77,46,523,2,1,30,719,166,15.14083379739428,0.5974025974025974,6.792207792207792,11.369565217391305,0.025974025974025976,9.337662337662337,3.608695652173913
2015,brian quick,Brian Quick,LA,WR,9,32,10,102,0,0,5,512,39,-11.033990398471438,0.3125,3.1875,10.2,0,16,3.9
2015,brice butler,Brice Butler,DAL,WR,5,26,12,258,0,0,10,307,96,1.9717836053885636,0.46153846153846156,9.923076923076923,21.5,0,11.807692307692308,8
2015,brittan golden,Brittan Golden,ARI,WR,7,1,1,5,0,0,1,5,0,1.05905954958871,1,5,5,0,5,0
2015,bruce ellington,Bruce Ellington,SF,WR,13,19,13,153,0,1,5,167,110,2.044430249836296,0.6842105263157895,8.052631578947368,11.76923076923077,0,8.789473684210526,8.461538461538462
2015,bryan walters,Bryan Walters,JAX,WR,11,45,32,368,1,0,20,359,122,25.11698991723931,0.7111111111111111,8.177777777777777,11.5,0.022222222222222223,7.977777777777778,3.8125
2015,calvin johnson,Calvin Johnson,DET,WR,16,149,88,1214,9,1,66,1934,296,39.58906219457149,0.5906040268456376,8.14765100671141,13.795454545454545,0.06040268456375839,12.979865771812081,3.3636363636363638
2015,cam johnson,Cam Johnson,CLE,OLB,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,cameron meredith,Cameron Meredith,CHI,WR,6,16,11,120,0,0,5,178,37,-3.319755584234372,0.6875,7.5,10.909090909090908,0,11.125,3.3636363636363638
2015,cecil shorts,Cecil Shorts,HOU,WR,11,75,42,484,2,1,27,648,210,-5.725492215563753,0.56,6.453333333333333,11.523809523809524,0.02666666666666667,8.64,5
2015,chandler jones,Chandler Jones,NE,DE,15,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,chandler worthy,Chandler Worthy,HOU,WR,3,4,3,14,0,0,1,-1,21,-0.43514483474427834,0.75,3.5,4.666666666666667,0,-0.25,7
2015,charles johnson,Charles Johnson,CAR,DE,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,chris conley,Chris Conley,KC,WR,12,31,17,199,1,0,12,344,69,2.874864403958025,0.5483870967741935,6.419354838709677,11.705882352941176,0.03225806451612903,11.096774193548388,4.0588235294117645
2015,chris givens,Chris Givens,BAL,WR,14,54,20,353,1,0,13,723,52,-10.062253605159487,0.37037037037037035,6.537037037037037,17.65,0.018518518518518517,13.38888888888889,2.6
2015,chris harper,Chris Harper,NE,WR,3,3,1,6,0,0,0,56,1,-2.8626244486658834,0.3333333333333333,2,6,0,18.666666666666668,1
2015,chris hogan,Chris Hogan,BUF,WR,15,59,36,450,2,0,18,783,107,4.4573950079857045,0.6101694915254238,7.627118644067797,12.5,0.03389830508474576,13.271186440677965,2.9722222222222223
2015,chris matthews,Chris Matthews,BAL,WR,12,25,13,151,1,0,9,339,42,2.5618218599967806,0.52,6.04,11.615384615384615,0.04,13.56,3.230769230769231
2015,chris owusu,Chris Owusu,NYJ,WR,3,13,6,80,0,0,2,212,22,-1.680485270509962,0.46153846153846156,6.153846153846154,13.333333333333334,0,16.307692307692307,3.6666666666666665
2015,chris thompson,Chris Thompson,WAS,RB,13,48,35,240,2,1,15,172,164,4.260926074188216,0.7291666666666666,5,6.857142857142857,0.041666666666666664,3.5833333333333335,4.685714285714286
2015,cody latimer,Cody Latimer,DEN,WR,8,11,6,59,1,0,4,112,32,2.6102234713325743,0.5454545454545454,5.363636363636363,9.833333333333334,0.09090909090909091,10.181818181818182,5.333333333333333
2015,cole beasley,Cole Beasley,DAL,WR,16,75,52,536,5,1,31,351,324,16.296035809357296,0.6933333333333334,7.1466666666666665,10.307692307692308,0.06666666666666667,4.68,6.230769230769231
2015,corey brown,Corey Brown,CAR,WR,14,54,31,447,4,0,24,787,81,19.028687866116332,0.5740740740740741,8.277777777777779,14.419354838709678,0.07407407407407407,14.574074074074074,2.6129032258064515
2015,corey fuller,Corey Fuller,DET,WR,7,9,4,76,0,0,3,143,9,2.2595681460225023,0.4444444444444444,8.444444444444445,19,0,15.88888888888889,2.25
2015,damaris johnson,Damaris Johnson,NE,WR,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,danny amendola,Danny Amendola,NE,WR,14,87,65,648,3,0,32,593,264,17.562424137826056,0.7471264367816092,7.448275862068965,9.96923076923077,0.034482758620689655,6.816091954022989,4.061538461538461
2015,darius jennings,Darius Jennings,CLE,WR,3,21,14,117,0,1,7,139,37,-2.2379711428527655,0.6666666666666666,5.571428571428571,8.357142857142858,0,6.619047619047619,2.642857142857143
2015,darrius heyward bey,Darrius Heyward-Bey,PIT,WR,14,39,21,314,2,0,11,707,73,6.623211684510296,0.5384615384615384,8.051282051282051,14.952380952380953,0.05128205128205128,18.128205128205128,3.4761904761904763
2015,davante adams,Davante Adams,GB,WR,13,94,50,483,1,0,20,951,136,-11.30360851169139,0.5319148936170213,5.138297872340425,9.66,0.010638297872340425,10.117021276595745,2.72
2015,de anthony thomas,De'Anthony Thomas,KC,WR,10,24,17,140,1,0,6,29,149,-2.993347556307708,0.7083333333333334,5.833333333333333,8.235294117647058,0.041666666666666664,1.2083333333333333,8.764705882352942
2015,deandre hopkins,DeAndre Hopkins,HOU,WR,16,192,111,1521,11,1,83,2714,225,63.97902190718098,0.578125,7.921875,13.702702702702704,0.057291666666666664,14.135416666666666,2.027027027027027
2015,deandrew white,DeAndrew White,SF,WR,3,2,2,18,0,0,2,14,4,1.5516260528820567,1,9,9,0,7,2
2015,demaryius thomas,Demaryius Thomas,DEN,WR,16,177,105,1304,6,2,63,1852,479,6.497840101961248,0.5932203389830508,7.367231638418079,12.41904761904762,0.03389830508474576,10.463276836158192,4.561904761904762
2015,denarius moore,Denarius Moore,BUF,WR,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,deonte thompson,Deonte Thompson,CHI,WR,7,3,2,81,0,0,2,103,3,1.5542992213740945,0.6666666666666666,27,40.5,0,34.333333333333336,1.5
2015,derrick johnson,Derrick Johnson,KC,LB,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,desean jackson,DeSean Jackson,WAS,WR,9,49,30,528,4,0,15,770,158,19.416500512270325,0.6122448979591837,10.775510204081632,17.6,0.08163265306122448,15.714285714285714,5.266666666666667
2015,devante parker,DeVante Parker,MIA,WR,10,50,26,494,3,0,20,697,98,23.614892307923444,0.52,9.88,19,0.06,13.94,3.769230769230769
2015,devin funchess,Devin Funchess,CAR,WR,16,63,31,473,5,1,24,809,112,12.942795345929829,0.49206349206349204,7.507936507936508,15.258064516129032,0.07936507936507936,12.841269841269842,3.6129032258064515
2015,devin hester,Devin Hester,ATL,WR,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,devin smith,Devin Smith,NYJ,WR,7,28,9,115,1,0,5,574,18,-7.809339980106266,0.32142857142857145,4.107142857142857,12.777777777777779,0.03571428571428571,20.5,2
2015,devin street,Devin Street,DAL,WR,11,13,7,114,1,1,6,197,13,-3.807061426981818,0.5384615384615384,8.76923076923077,16.285714285714285,0.07692307692307693,15.153846153846153,1.8571428571428572
2015,dez bryant,Dez Bryant,DAL,WR,9,72,31,401,3,0,18,945,131,-13.410393697464349,0.4305555555555556,5.569444444444445,12.935483870967742,0.041666666666666664,13.125,4.225806451612903
2015,donte moncrief,Donte Moncrief,IND,WR,16,105,64,733,6,0,40,1077,267,36.946625294181416,0.6095238095238096,6.980952380952381,11.453125,0.05714285714285714,10.257142857142858,4.171875
2015,donteea dye,Donteea Dye,TB,WR,10,30,11,132,1,1,8,365,34,-6.4921736582870535,0.36666666666666664,4.4,12,0.03333333333333333,12.166666666666666,3.090909090909091
2015,dontrelle inman,Dontrelle Inman,LAC,WR,13,63,35,486,3,2,22,791,177,24.304337788952118,0.5555555555555556,7.714285714285714,13.885714285714286,0.047619047619047616,12.555555555555555,5.057142857142857
2015,dorial green beckham,Dorial Green-Beckham,TEN,WR,14,67,32,549,4,0,30,906,144,10.304686472163482,0.47761194029850745,8.194029850746269,17.15625,0.05970149253731343,13.522388059701493,4.5
2015,doug baldwin,Doug Baldwin,SEA,WR,16,103,78,1069,14,1,47,990,440,66.42752624314495,0.7572815533980582,10.37864077669903,13.705128205128204,0.13592233009708737,9.611650485436893,5.641025641025641
2015,duke williams,Duke Williams,BUF,S,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,dwayne bowe,Dwayne Bowe,CLE,WR,7,13,5,53,0,0,3,182,14,-3.457278981048148,0.38461538461538464,4.076923076923077,10.6,0,14,2.8
2015,dwayne harris,Dwayne Harris,NYG,WR,15,57,36,396,4,0,20,467,137,6.688647768739202,0.631578947368421,6.947368421052632,11,0.07017543859649122,8.192982456140351,3.8055555555555554
2015,eddie royal,Eddie Royal,CHI,WR,9,50,37,238,1,0,9,186,177,-7.139228799767833,0.74,4.76,6.4324324324324325,0.02,3.72,4.783783783783784
2015,emmanuel sanders,Emmanuel Sanders,DEN,WR,15,137,76,1135,6,1,51,1950,363,35.557368966872616,0.5547445255474452,8.284671532846716,14.93421052631579,0.043795620437956206,14.233576642335766,4.776315789473684
2015,eric decker,Eric Decker,NYJ,WR,15,132,80,1027,12,1,60,1520,214,56.39229168626985,0.6060606060606061,7.78030303030303,12.8375,0.09090909090909091,11.515151515151516,2.675
2015,eric weems,Eric Weems,ATL,WR,12,1,1,11,0,0,1,6,5,1.112096122931689,1,11,11,0,6,5
2015,evan spencer,Evan Spencer,TB,WR,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,frankie hammond,Frankie Hammond,KC,WR,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2015,geremy davis,Geremy Davis,NYG,WR,5,3,2,21,0,0,1,37,8,-0.5121643937891349,0.6666666666666666,7,10.5,0,12.333333333333334,4
2015,golden tate,Golden Tate,DET,WR,16,128,90,813,6,1,50,758,533,14.371192784730708,0.703125,6.3515625,9.033333333333333,0.046875,5.921875,5.9222222222222225
2015,greg jennings,Greg Jennings,MIA,WR,12,36,19,208,1,0,7,338,71,-3.4450667208827905,0.5277777777777778,5.777777777777778,10.947368421052632,0.027777777777777776,9.38888888888889,3.736842105263158
2015,greg salas,Greg Salas,BUF,WR,2,5,3,41,0,0,3,62,14,3.810433576174546,0.6,8.2,13.666666666666666,0,12.4,4.666666666666667
2015,griff whalen,Griff Whalen,IND,WR,12,26,19,205,1,1,11,208,51,0.888906447798945,0.7307692307692307,7.884615384615385,10.789473684210526,0.038461538461538464,8,2.6842105263157894
2015,hakeem nicks,Hakeem Nicks,NYG,WR,6,14,7,54,0,0,2,150,22,-11.655951995988184,0.5,3.857142857142857,7.714285714285714,0,10.714285714285714,3.142857142857143
2015,harry douglas,Harry Douglas,TEN,WR,14,72,36,411,2,0,22,867,130,1.3438587694782704,0.5,5.708333333333333,11.416666666666666,0.027777777777777776,12.041666666666666,3.611111111111111
