season,player_key,player,team,pos,reg_games,reg_targets,reg_receptions,reg_receiving_yards,reg_receiving_tds,reg_receiving_fumbles,reg_receiving_first_downs,reg_receiving_air_yards,reg_receiving_yards_after_catch,reg_receiving_epa,reg_catch_rate,reg_yards_per_target,reg_yards_per_reception,reg_td_per_target,reg_air_yards_per_target,reg_yac_per_reception
2017,aldrick robinson,Aldrick Robinson,SF,WR,14,48,19,260,2,0,12,524,45,-5.955819162308636,0.3958333333333333,5.416666666666667,13.68421052631579,0.041666666666666664,10.916666666666666,2.3684210526315788
2017,alex erickson,Alex Erickson,CIN,WR,16,16,12,180,1,1,9,189,39,10.767226262250915,0.75,11.25,15,0.0625,11.8125,3.25
2017,allen hurns,Allen Hurns,JAX,WR,10,56,39,484,2,0,28,542,175,20.982294546383496,0.6964285714285714,8.642857142857142,12.41025641025641,0.03571428571428571,9.678571428571429,4.487179487179487
2017,allen robinson,Allen Robinson,JAX,WR,1,1,1,17,0,0,1,15,2,1.892764791380614,1,17,17,0,15,2
2017,alshon jeffery,Alshon Jeffery,PHI,WR,16,120,57,789,9,0,44,1654,203,32.0184583537721,0.475,6.575,13.842105263157896,0.075,13.783333333333333,3.56140350877193
2017,amara darboh,Amara Darboh,SEA,WR,8,13,8,71,0,0,2,157,16,0.9580476683331653,0.6153846153846154,5.461538461538462,8.875,0,12.076923076923077,2
2017,amari cooper,Amari Cooper,LV,WR,14,96,48,680,7,1,28,1109,293,-3.9503574580555565,0.5,7.083333333333333,14.166666666666666,0.07291666666666667,11.552083333333334,6.104166666666667
2017,andre holmes,Andre Holmes,BUF,WR,10,23,13,120,3,0,10,308,11,8.645997199886427,0.5652173913043478,5.217391304347826,9.23076923076923,0.13043478260869565,13.391304347826088,0.8461538461538461
2017,andre roberts,Andre Roberts,ATL,WR,16,4,1,12,0,0,1,20,7,-1.89332136717104,0.25,3,12,0,5,7
2017,andy jones,Andy Jones,DET,WR,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,anthony johnson,Anthony Johnson,IND,DE,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,antonio brown,Antonio Brown,PIT,WR,14,163,101,1533,9,3,72,2187,481,42.91759481380346,0.6196319018404908,9.404907975460123,15.178217821782178,0.05521472392638037,13.417177914110429,4.762376237623762
2017,ardarius stewart,ArDarius Stewart,NYJ,WR,12,13,6,82,0,0,2,112,19,-1.4369276267825626,0.46153846153846156,6.3076923076923075,13.666666666666666,0,8.615384615384615,3.1666666666666665
2017,arrelious benn,Arrelious Benn,JAX,WR,5,2,1,12,0,0,1,14,2,1.3894950891262852,0.5,6,12,0,7,2
2017,bennie fowler,Bennie Fowler,DEN,WR,16,56,29,350,3,0,18,574,107,-12.10570221867701,0.5178571428571429,6.25,12.068965517241379,0.05357142857142857,10.25,3.689655172413793
2017,bernard reedy,Bernard Reedy,NE,WR,11,2,2,21,0,0,1,13,8,1.0491187802981585,1,10.5,10.5,0,6.5,4
2017,bobo wilson,Bobo Wilson,TB,WR,3,1,1,18,1,0,1,18,0,2.394654566072859,1,18,18,1,18,0
2017,brandin cooks,Brandin Cooks,NE,WR,16,114,65,1082,7,0,42,1759,227,40.72775058225482,0.5701754385964912,9.491228070175438,16.646153846153847,0.06140350877192982,15.429824561403509,3.4923076923076923
2017,brandon coleman,Brandon Coleman,NO,WR,15,37,23,364,3,2,14,325,143,-1.7191947904066183,0.6216216216216216,9.837837837837839,15.826086956521738,0.08108108108108109,8.783783783783784,6.217391304347826
2017,brandon lafell,Brandon LaFell,CIN,WR,16,89,52,548,3,1,26,774,239,3.6740421333946287,0.5842696629213483,6.157303370786517,10.538461538461538,0.033707865168539325,8.696629213483146,4.596153846153846
2017,brandon marshall,Brandon Marshall,NYG/DEN,WR,21,33,18,154,0,0,11,341,39,0.7442726374429185,0.5454545454545454,4.666666666666667,8.555555555555555,0,10.333333333333334,2.1666666666666665
2017,brandon tate,Brandon Tate,BUF,WR,13,14,6,81,1,0,5,142,37,2.5804105782299303,0.42857142857142855,5.785714285714286,13.5,0.07142857142857142,10.142857142857142,6.166666666666667
2017,braxton miller,Braxton Miller,HOU,WR,10,29,19,162,1,0,7,239,61,-0.1257127043752324,0.6551724137931034,5.586206896551724,8.526315789473685,0.034482758620689655,8.241379310344827,3.210526315789474
2017,brenton bersin,Brenton Bersin,CAR,WR,6,14,8,128,0,0,6,205,16,-1.8373911035305355,0.5714285714285714,9.142857142857142,16,0,14.642857142857142,2
2017,breshad perriman,Breshad Perriman,BAL,WR,11,35,10,77,0,0,3,491,5,-21.87575366303462,0.2857142857142857,2.2,7.7,0,14.028571428571428,0.5
2017,brian quick,Brian Quick,WAS,WR,6,8,6,76,0,0,5,55,27,4.953701818129048,0.75,9.5,12.666666666666666,0,6.875,4.5
2017,brice butler,Brice Butler,DAL,WR,13,23,15,317,3,0,10,425,35,17.456742389637046,0.6521739130434783,13.782608695652174,21.133333333333333,0.13043478260869565,18.47826086956522,2.3333333333333335
2017,brittan golden,Brittan Golden,ARI,WR,9,9,5,70,0,0,3,63,49,-0.8455079266257184,0.5555555555555556,7.777777777777778,14,0,7,9.8
2017,bruce ellington,Bruce Ellington,HOU,WR,11,57,29,330,2,1,14,562,136,-0.4770315823697011,0.5087719298245614,5.7894736842105265,11.379310344827585,0.03508771929824561,9.859649122807017,4.689655172413793
2017,bryce treggs,Bryce Treggs,CLE,WR,6,18,5,79,0,0,4,278,3,-6.4770919003058225,0.2777777777777778,4.388888888888889,15.8,0,15.444444444444445,0.6
2017,chad hansen,Chad Hansen,NYJ,WR,8,17,9,94,0,0,6,172,22,1.5083233588957228,0.5294117647058824,5.529411764705882,10.444444444444445,0,10.117647058823529,2.4444444444444446
2017,chad williams,Chad Williams,ARI,WR,6,7,3,31,0,0,1,80,6,-1.779278562462423,0.42857142857142855,4.428571428571429,10.333333333333334,0,11.428571428571429,2
2017,chandler jones,Chandler Jones,ARI,DE,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,charles johnson,Charles Johnson,CAR,DE,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,charone peake,Charone Peake,NYJ,WR,1,1,1,3,0,0,1,2,1,0.9011051466222852,1,3,3,0,2,1
2017,chester rogers,Chester Rogers,IND,WR,10,37,23,284,1,0,15,345,104,3.6451242685108705,0.6216216216216216,7.675675675675675,12.347826086956522,0.02702702702702703,9.324324324324325,4.521739130434782
2017,chris conley,Chris Conley,KC,WR,5,16,11,175,0,0,8,231,45,12.642985744486968,0.6875,10.9375,15.909090909090908,0,14.4375,4.090909090909091
2017,chris hogan,Chris Hogan,NE,WR,9,59,34,439,5,0,22,780,171,17.683891109461413,0.576271186440678,7.440677966101695,12.911764705882353,0.0847457627118644,13.220338983050848,5.029411764705882
2017,chris matthews,Chris Matthews,BAL,WR,4,6,3,25,0,0,2,39,5,-3.05435509351712,0.5,4.166666666666667,8.333333333333334,0,6.5,1.6666666666666667
2017,chris moore,Chris Moore,BAL,WR,13,38,18,248,3,0,11,516,41,-5.418636320682708,0.47368421052631576,6.526315789473684,13.777777777777779,0.07894736842105263,13.578947368421053,2.2777777777777777
2017,chris thompson,Chris Thompson,WAS/HOU,RB,22,60,44,594,4,0,27,191,515,31.566490691364617,0.7333333333333333,9.9,13.5,0.06666666666666667,3.183333333333333,11.704545454545455
2017,cobi hamilton,Cobi Hamilton,HOU,WR,2,6,1,8,0,0,1,68,4,-2.50981252946076,0.16666666666666666,1.3333333333333333,8,0,11.333333333333334,4
2017,cody core,Cody Core,CIN,WR,7,4,0,0,0,0,0,132,0,-3.238086669938639,0,0,NA,0,33,NA
2017,cody latimer,Cody Latimer,DEN,WR,11,31,19,287,2,0,15,324,64,12.191408185753236,0.6129032258064516,9.258064516129032,15.105263157894736,0.06451612903225806,10.451612903225806,3.3684210526315788
2017,cole beasley,Cole Beasley,DAL,WR,15,63,36,314,4,0,20,392,125,-17.082656341676213,0.5714285714285714,4.984126984126984,8.722222222222221,0.06349206349206349,6.222222222222222,3.4722222222222223
2017,cooper kupp,Cooper Kupp,LA,WR,15,94,62,869,5,1,42,808,364,40.96147139881659,0.6595744680851063,9.24468085106383,14.016129032258064,0.05319148936170213,8.595744680851064,5.870967741935484
2017,corey coleman,Corey Coleman,CLE,WR,9,58,23,305,2,0,17,785,58,-10.243532132956101,0.39655172413793105,5.258620689655173,13.26086956521739,0.034482758620689655,13.53448275862069,2.5217391304347827
2017,corey davis,Corey Davis,TEN,WR,11,65,34,375,0,1,18,745,101,-19.741055620523106,0.5230769230769231,5.769230769230769,11.029411764705882,0,11.461538461538462,2.9705882352941178
2017,curtis samuel,Curtis Samuel,CAR,WR,8,26,15,115,0,0,6,256,41,-3.5944613422971834,0.5769230769230769,4.423076923076923,7.666666666666667,0,9.846153846153847,2.7333333333333334
2017,damiere byrd,Damiere Byrd,CAR,WR,8,17,10,105,2,0,5,145,61,-0.7860539417648362,0.5882352941176471,6.176470588235294,10.5,0.11764705882352941,8.529411764705882,6.1
2017,danny amendola,Danny Amendola,NE,WR,15,86,61,659,2,1,40,682,210,40.33248273985568,0.7093023255813954,7.662790697674419,10.80327868852459,0.023255813953488372,7.930232558139535,3.442622950819672
2017,darius powe,Darius Powe,NYG,WR,1,4,2,13,0,0,0,16,13,-5.378289086103905,0.5,3.25,6.5,0,4,6.5
2017,darrius heyward bey,Darrius Heyward-Bey,PIT,WR,10,3,2,47,0,0,1,50,21,3.884383963479195,0.6666666666666666,15.666666666666666,23.5,0,16.666666666666668,10.5
2017,davante adams,Davante Adams,GB,WR,14,117,74,885,10,0,45,1137,338,52.29387886412638,0.6324786324786325,7.564102564102564,11.95945945945946,0.08547008547008547,9.717948717948717,4.5675675675675675
2017,de anthony thomas,De'Anthony Thomas,KC,WR,14,16,14,143,2,0,4,121,73,0.5157034917296812,0.875,8.9375,10.214285714285714,0.125,7.5625,5.214285714285714
2017,deandre hopkins,DeAndre Hopkins,HOU,WR,15,174,96,1378,13,1,69,2233,359,36.82187725179175,0.5517241379310345,7.919540229885057,14.354166666666666,0.07471264367816093,12.833333333333334,3.7395833333333335
2017,deandrew white,DeAndrew White,HOU,WR,2,7,1,24,0,0,1,106,1,-3.090126106282696,0.14285714285714285,3.4285714285714284,24,0,15.142857142857142,1
2017,dede westbrook,Dede Westbrook,JAX,WR,7,51,27,339,1,1,16,609,99,2.8978427119221877,0.5294117647058824,6.647058823529412,12.555555555555555,0.0196078431372549,11.941176470588236,3.6666666666666665
2017,demarcus robinson,Demarcus Robinson,KC,WR,10,39,21,212,0,0,13,407,47,-2.9003294234178716,0.5384615384615384,5.435897435897436,10.095238095238095,0,10.435897435897436,2.238095238095238
2017,demaryius thomas,Demaryius Thomas,DEN,WR,16,140,83,949,5,1,53,1462,299,-11.94272585742727,0.5928571428571429,6.7785714285714285,11.433734939759036,0.03571428571428571,10.442857142857143,3.602409638554217
2017,deonte thompson,Deonte Thompson,BUF,WR,16,69,38,555,2,0,25,1006,101,8.902639467954259,0.5507246376811594,8.043478260869565,14.605263157894736,0.028985507246376812,14.579710144927537,2.6578947368421053
2017,derrick johnson,Derrick Johnson,KC,LB,15,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,desean jackson,DeSean Jackson,TB,WR,14,90,50,668,3,0,36,1444,191,5.128710420909629,0.5555555555555556,7.4222222222222225,13.36,0.03333333333333333,16.044444444444444,3.82
2017,devante parker,DeVante Parker,MIA,WR,13,96,57,670,1,1,33,1206,207,-0.7217586674797412,0.59375,6.979166666666667,11.75438596491228,0.010416666666666666,12.5625,3.6315789473684212
2017,devin funchess,Devin Funchess,CAR,WR,16,111,63,840,8,0,40,1442,296,33.094376781871496,0.5675675675675675,7.5675675675675675,13.333333333333334,0.07207207207207207,12.99099099099099,4.698412698412699
2017,dez bryant,Dez Bryant,DAL,WR,16,132,69,838,6,1,44,1534,266,-10.809748987905397,0.5227272727272727,6.348484848484849,12.144927536231885,0.045454545454545456,11.621212121212121,3.8550724637681157
2017,donte moncrief,Donte Moncrief,IND,WR,12,47,26,391,2,0,22,641,79,17.19131405424678,0.5531914893617021,8.319148936170214,15.038461538461538,0.0425531914893617,13.638297872340425,3.0384615384615383
2017,dontrelle inman,Dontrelle Inman,CHI,WR,10,44,25,343,1,0,19,561,31,8.942546518986685,0.5681818181818182,7.795454545454546,13.72,0.022727272727272728,12.75,1.24
2017,doug baldwin,Doug Baldwin,SEA,WR,16,116,75,991,8,0,44,1476,274,43.87222422656889,0.646551724137931,8.543103448275861,13.213333333333333,0.06896551724137931,12.724137931034482,3.6533333333333333
2017,dwayne harris,Dwayne Harris,NYG,WR,5,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,ed eagan,Ed Eagan,NYG,WR,4,1,0,0,0,0,0,-2,0,-0.9062527697533369,0,0,NA,0,-2,NA
2017,eli rogers,Eli Rogers,PIT,WR,12,36,18,149,1,0,9,270,81,-11.132977260849106,0.5,4.138888888888889,8.277777777777779,0.027777777777777776,7.5,4.5
2017,emmanuel sanders,Emmanuel Sanders,DEN,WR,12,92,47,555,2,0,30,978,167,9.83096098528101,0.5108695652173914,6.032608695652174,11.808510638297872,0.021739130434782608,10.630434782608695,3.5531914893617023
2017,eric decker,Eric Decker,TEN,WR,16,83,54,563,1,0,31,826,113,20.84717631856535,0.6506024096385542,6.783132530120482,10.425925925925926,0.012048192771084338,9.951807228915662,2.0925925925925926
2017,eric weems,Eric Weems,TEN,WR,11,2,1,5,0,0,0,2,5,-1.3466859610634856,0.5,2.5,5,0,1,5
2017,freddie martino,Freddie Martino,TB,WR,7,6,5,96,0,0,4,86,15,7.020578898682352,0.8333333333333334,16,19.2,0,14.333333333333334,3
2017,geronimo allison,Geronimo Allison,GB,WR,12,39,23,253,0,1,10,300,119,-4.670966781902358,0.5897435897435898,6.487179487179487,11,0,7.6923076923076925,5.173913043478261
2017,golden tate,Golden Tate,DET,WR,16,120,92,1003,5,1,44,716,613,12.582135163041526,0.7666666666666667,8.358333333333333,10.902173913043478,0.041666666666666664,5.966666666666667,6.663043478260869
2017,griff whalen,Griff Whalen,BAL,WR,2,6,4,23,0,0,0,61,2,-0.8943786208401434,0.6666666666666666,3.8333333333333335,5.75,0,10.166666666666666,0.5
2017,harry douglas,Harry Douglas,TEN,WR,1,3,1,8,0,0,0,26,12,-6.086859192466363,0.3333333333333333,2.6666666666666665,8,0,8.666666666666666,12
2017,hunter sharp,Hunter Sharp,NYG,WR,3,9,5,54,1,0,2,76,23,-0.088334662723355,0.5555555555555556,6,10.8,0.1111111111111111,8.444444444444445,4.6
2017,isaac whitney,Isaac Whitney,LV,WR,1,1,0,0,0,0,0,50,0,-1.0878076772205532,0,0,NA,0,50,NA
2017,isaiah mckenzie,Isaiah McKenzie,DEN,WR,11,13,4,29,0,0,2,203,10,-13.413402824138757,0.3076923076923077,2.230769230769231,7.25,0,15.615384615384615,2.5
2017,j j nelson,J.J. Nelson,ARI,WR,16,61,29,508,2,1,22,1051,59,-11.640753574938284,0.47540983606557374,8.327868852459016,17.517241379310345,0.03278688524590164,17.229508196721312,2.0344827586206895
2017,jace billingsley,Jace Billingsley,DET,WR,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,jaelen strong,Jaelen Strong,JAX,WR,2,4,3,38,1,0,3,33,15,5.196219339617528,0.75,9.5,12.666666666666666,0.25,8.25,5
2017,jakeem grant,Jakeem Grant,MIA,WR,15,22,13,203,2,0,9,219,144,5.617363275644055,0.5909090909090909,9.227272727272727,15.615384615384615,0.09090909090909091,9.954545454545455,11.076923076923077
2017,jamal agnew,Jamal Agnew,DET,WR,13,2,2,18,0,0,1,-6,24,1.0608053867472336,1,9,9,0,-3,12
2017,jamison crowder,Jamison Crowder,WAS,WR,15,103,66,789,3,1,37,723,370,-4.75134421595579,0.6407766990291263,7.660194174757281,11.954545454545455,0.02912621359223301,7.019417475728155,5.606060606060606
2017,jared abbrederis,Jared Abbrederis,DET,WR,4,7,3,44,0,0,2,47,28,1.053962330350486,0.42857142857142855,6.285714285714286,14.666666666666666,0,6.714285714285714,9.333333333333334
2017,jarius wright,Jarius Wright,MIN,WR,12,25,18,198,2,0,13,190,86,11.425365449535844,0.72,7.92,11,0.08,7.6,4.777777777777778
2017,jaron brown,Jaron Brown,ARI,WR,16,69,31,477,4,0,23,1044,91,7.288855669143709,0.4492753623188406,6.913043478260869,15.387096774193548,0.057971014492753624,15.130434782608695,2.935483870967742
2017,jarvis landry,Jarvis Landry,MIA,WR,16,161,112,987,9,3,60,956,498,4.926314849618014,0.6956521739130435,6.130434782608695,8.8125,0.055900621118012424,5.937888198757764,4.446428571428571
2017,jaydon mickens,Jaydon Mickens,JAX,WR,10,11,6,77,2,0,4,82,39,3.6692925303650554,0.5454545454545454,7,12.833333333333334,0.18181818181818182,7.454545454545454,6.5
2017,jeff janis,Jeff Janis,GB,WR,8,5,2,12,0,0,1,107,0,-1.8984349216543297,0.4,2.4,6,0,21.4,0
2017,jehu chesson,Jehu Chesson,KC,WR,6,4,2,18,0,0,2,10,15,-0.4605886793578975,0.5,4.5,9,0,2.5,7.5
2017,jeremy kerley,Jeremy Kerley,NYJ,WR,8,27,22,217,1,0,13,244,57,16.02814856309989,0.8148148148148148,8.037037037037036,9.863636363636363,0.037037037037037035,9.037037037037036,2.590909090909091
2017,jeremy maclin,Jeremy Maclin,BAL,WR,12,72,40,440,3,0,23,702,108,0.8915093210576828,0.5555555555555556,6.111111111111111,11,0.041666666666666664,9.75,2.7
2017,jermaine kearse,Jermaine Kearse,NYJ,WR,16,102,65,810,5,1,38,963,295,25.440591993704686,0.6372549019607843,7.9411764705882355,12.461538461538462,0.049019607843137254,9.441176470588236,4.538461538461538
2017,joe walker,Joe Walker,PHI,LB,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,john brown,John Brown,ARI,WR,10,55,21,299,3,0,15,848,59,-3.610331008014967,0.38181818181818183,5.4363636363636365,14.238095238095237,0.05454545454545454,15.418181818181818,2.8095238095238093
2017,john ross,John Ross,CIN,WR,3,2,0,0,0,0,0,46,0,-2.8685771748423576,0,0,NA,0,23,NA
2017,johnny holton,Johnny Holton,LV,WR,14,18,9,218,3,2,5,413,40,1.6214814651757479,0.5,12.11111111111111,24.22222222222222,0.16666666666666666,22.944444444444443,4.444444444444445
2017,jojo natson,JoJo Natson,NYJ,WR,7,5,2,18,0,0,1,85,4,-0.0898759301926475,0.4,3.6,9,0,17,2
2017,jordan leslie,Jordan Leslie,CLE,WR,1,1,1,26,0,0,1,25,1,2.5293291207344737,1,26,26,0,25,1
2017,jordan matthews,Jordan Matthews,BUF,TE,10,36,25,282,1,1,14,253,124,13.796687329030787,0.6944444444444444,7.833333333333333,11.28,0.027777777777777776,7.027777777777778,4.96
2017,jordan taylor,Jordan Taylor,DEN,WR,10,20,13,142,0,0,5,206,45,-0.0471857457832936,0.65,7.1,10.923076923076923,0,10.3,3.4615384615384617
2017,jordan williams,Jordan Williams,NYG,LB,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,jordy nelson,Jordy Nelson,GB,WR,14,88,53,482,6,0,38,964,128,-5.501180268941393,0.6022727272727273,5.4772727272727275,9.09433962264151,0.06818181818181818,10.954545454545455,2.4150943396226414
2017,josh bellamy,Josh Bellamy,CHI,WR,11,46,24,376,1,0,17,574,116,9.66750995947772,0.5217391304347826,8.173913043478262,15.666666666666666,0.021739130434782608,12.478260869565217,4.833333333333333
2017,josh doctson,Josh Doctson,WAS,WR,15,78,35,502,6,0,25,1074,131,-5.437163366893374,0.44871794871794873,6.435897435897436,14.342857142857143,0.07692307692307693,13.76923076923077,3.742857142857143
2017,josh gordon,Josh Gordon,CLE,WR,5,42,18,335,1,0,12,699,123,3.631848707617075,0.42857142857142855,7.976190476190476,18.61111111111111,0.023809523809523808,16.642857142857142,6.833333333333333
2017,josh malone,Josh Malone,CIN,WR,9,17,6,63,1,0,3,272,19,-5.422391399775453,0.35294117647058826,3.7058823529411766,10.5,0.058823529411764705,16,3.1666666666666665
2017,josh reynolds,Josh Reynolds,LA,WR,10,24,11,104,1,0,7,180,34,2.081343814983015,0.4583333333333333,4.333333333333333,9.454545454545455,0.041666666666666664,7.5,3.090909090909091
2017,juju smith schuster,JuJu Smith-Schuster,PIT,WR,14,79,58,917,7,0,39,729,430,53.23566540769243,0.7341772151898734,11.60759493670886,15.810344827586206,0.08860759493670886,9.227848101265822,7.413793103448276
2017,julio jones,Julio Jones,ATL,WR,16,148,88,1444,3,0,67,2105,486,57.43416191778,0.5945945945945946,9.756756756756756,16.40909090909091,0.02027027027027027,14.222972972972974,5.5227272727272725
2017,justin hardy,Justin Hardy,ATL,WR,10,29,20,221,3,1,13,245,76,16.83068387073473,0.6896551724137931,7.620689655172414,11.05,0.10344827586206896,8.448275862068966,3.8
2017,justin hunter,Justin Hunter,PIT,WR,5,10,4,23,1,0,2,124,14,0.2544891679685386,0.4,2.3,5.75,0.1,12.4,3.5
2017,k j brent,K.J. Brent,IND,WR,1,1,0,0,0,0,0,13,0,-1.7677416554652154,0,0,NA,0,13,NA
2017,kaelin clay,Kaelin Clay,CAR,WR,13,20,6,85,0,0,5,338,20,-2.0801809641125146,0.3,4.25,14.166666666666666,0,16.9,3.3333333333333335
2017,kalif raymond,Kalif Raymond,NYG,WR,8,1,1,12,0,0,1,5,7,1.82117984094657,1,12,12,0,5,7
2017,kamar aiken,Kamar Aiken,IND,WR,14,44,15,133,0,0,7,417,47,-26.342176874139113,0.3409090909090909,3.022727272727273,8.866666666666667,0,9.477272727272727,3.1333333333333333
2017,kasen williams,Kasen Williams,CLE,WR,6,18,9,84,0,0,2,196,21,-10.058603522280464,0.5,4.666666666666667,9.333333333333334,0,10.88888888888889,2.3333333333333335
2017,keelan cole,Keelan Cole,JAX,WR,16,83,42,748,3,2,33,1038,299,2.831980458823523,0.5060240963855421,9.012048192771084,17.80952380952381,0.03614457831325301,12.506024096385541,7.119047619047619
2017,keenan allen,Keenan Allen,LAC,WR,16,159,102,1393,6,1,74,1434,501,61.41771509445934,0.6415094339622641,8.761006289308176,13.656862745098039,0.03773584905660377,9.018867924528301,4.911764705882353
2017,kendall wright,Kendall Wright,CHI,WR,15,91,59,614,1,0,33,707,182,15.983014429744557,0.6483516483516484,6.747252747252747,10.40677966101695,0.01098901098901099,7.769230769230769,3.0847457627118646
2017,kendrick bourne,Kendrick Bourne,SF,WR,10,34,16,257,0,0,12,392,114,7.814919425674928,0.47058823529411764,7.5588235294117645,16.0625,0,11.529411764705882,7.125
2017,kenny britt,Kenny Britt,NE,WR,12,43,20,256,2,0,10,505,88,-12.00703659443522,0.46511627906976744,5.953488372093023,12.8,0.046511627906976744,11.744186046511627,4.4
2017,kenny golladay,Kenny Golladay,DET,WR,11,48,28,477,3,0,18,711,181,16.98947708387372,0.5833333333333334,9.9375,17.035714285714285,0.0625,14.8125,6.464285714285714
2017,kenny stills,Kenny Stills,MIA,WR,16,105,58,847,6,4,37,1555,159,14.644295740571025,0.5523809523809524,8.066666666666666,14.60344827586207,0.05714285714285714,14.80952380952381,2.7413793103448274
2017,kevin white,Kevin White,CHI,WR,1,4,2,6,0,0,0,12,2,-2.459279178758152,0.5,1.5,3,0,3,1
2017,krishawn hogan,Krishawn Hogan,IND,WR,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,kyle williams,Kyle Williams,BUF,DT,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,laquon treadwell,Laquon Treadwell,MIN,WR,13,35,20,200,0,1,12,416,58,-8.252692556200575,0.5714285714285714,5.714285714285714,10,0,11.885714285714286,2.9
2017,larry fitzgerald,Larry Fitzgerald,ARI,WR,16,161,109,1156,6,1,66,1336,408,28.81674384251805,0.6770186335403726,7.180124223602484,10.605504587155963,0.037267080745341616,8.298136645962733,3.743119266055046
2017,larry pinkard,Larry Pinkard,JAX,WR,2,1,1,5,0,0,0,5,0,-0.25176779367029667,1,5,5,0,5,0
2017,leonte carroo,Leonte Carroo,MIA,WR,4,14,7,69,0,0,4,116,11,-5.902490208439833,0.5,4.928571428571429,9.857142857142858,0,8.285714285714286,1.5714285714285714
2017,louis murphy,Louis Murphy,SF,WR,6,17,8,121,1,0,6,181,39,3.5885088692302816,0.47058823529411764,7.117647058823529,15.125,0.058823529411764705,10.647058823529411,4.875
2017,mack hollins,Mack Hollins,PHI,WR,12,22,16,226,1,0,8,277,43,11.71817397052655,0.7272727272727273,10.272727272727273,14.125,0.045454545454545456,12.590909090909092,2.6875
2017,marcus johnson,Marcus Johnson,PHI,WR,6,8,5,45,0,0,3,138,7,0.6149397487170063,0.625,5.625,9,0,17.25,1.4
2017,marcus smith,Marcus Smith,SEA,LB,11,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,markus wheaton,Markus Wheaton,CHI,WR,7,17,3,51,0,0,2,244,3,-6.234935447922908,0.17647058823529413,3,17,0,14.352941176470589,1
2017,marqise lee,Marqise Lee,JAX,WR,13,96,56,702,3,1,40,1087,289,16.370007282591555,0.5833333333333334,7.3125,12.535714285714286,0.03125,11.322916666666666,5.160714285714286
2017,marquis bundy,Marquis Bundy,NYG,WR,1,3,0,0,0,0,0,20,0,-2.527619566172183,0,0,NA,0,6.666666666666667,NA
2017,marquise goodwin,Marquise Goodwin,SF,WR,16,105,56,962,2,0,46,1544,198,30.616913255263526,0.5333333333333333,9.161904761904761,17.178571428571427,0.01904761904761905,14.704761904761904,3.5357142857142856
2017,martavis bryant,Martavis Bryant,PIT,WR,15,84,50,603,3,0,30,1203,170,18.871270785892285,0.5952380952380952,7.178571428571429,12.06,0.03571428571428571,14.321428571428571,3.4
2017,marvin hall,Marvin Hall,ATL,WR,6,9,2,60,1,0,2,144,0,-1.3842374762753025,0.2222222222222222,6.666666666666667,30,0.1111111111111111,16,0
2017,marvin jones,Marvin Jones,DET,WR,16,107,61,1101,9,0,44,1624,195,57.917087664858556,0.5700934579439252,10.289719626168225,18.049180327868854,0.08411214953271028,15.177570093457945,3.19672131147541
2017,matt hazel,Matt Hazel,IND,WR,2,1,1,1,0,0,0,-1,2,-1.208107203943655,1,1,1,0,-1,2
2017,matthew slater,Matthew Slater,NE,WR,6,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,maurice alexander,Maurice Alexander,LA,LB,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,maurice harris,Maurice Harris,WAS,WR,4,6,4,62,1,0,3,62,8,2.7624362411443144,0.6666666666666666,10.333333333333334,15.5,0.16666666666666666,10.333333333333334,2
2017,max mccaffrey,Max McCaffrey,JAX,WR,2,1,1,4,0,0,0,-1,5,-0.18680868647061288,1,4,4,0,-1,5
2017,michael bennett,Michael Bennett,SEA/JAX,DE,17,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
2017,michael campanaro,Michael Campanaro,BAL,WR,13,27,19,173,1,0,11,151,81,6.6755019662104615,0.7037037037037037,6.407407407407407,9.105263157894736,0.037037037037037035,5.592592592592593,4.2631578947368425
2017,michael clark,Michael Clark,GB,WR,2,14,4,41,0,0,2,234,11,-12.776034762850031,0.2857142857142857,2.9285714285714284,10.25,0,16.714285714285715,2.75
2017,michael crabtree,Michael Crabtree,LV,WR,13,101,58,618,8,1,35,1059,190,15.431959906160174,0.5742574257425742,6.118811881188119,10.655172413793103,0.07920792079207921,10.485148514851485,3.2758620689655173
