"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"Lee Evans","WR","BUF                  BUF","27","2009","2012","4","$37,250,000","$9,312,500","7.57%","$4,400,000","","","$14,242,242","$25,692,242"
"Chad Johnson","WR","CIN                  CIN","27","2006","2011","6","$35,350,000","$5,891,667","5.78%","$5,000,000","","","$14,800,000","$18,050,000"
"Laveranues Coles","WR","WAS                  WAS","25","2003","2009","7","$35,060,000","$5,008,571","6.68%","$13,000,000","","$13,000,000","$14,060,000","$15,560,000"
"Donte Stallworth","WR","CLE                  CLE","27","2008","2014","7","$35,000,000","$5,000,000","4.31%","$4,500,000","","$10,000,000","$10,400,000","$11,900,000"
"Braylon Edwards","WR","CLE                  CLE","21","2005","2009","5","$33,000,000","$6,600,000","7.72%","$6,500,000","","$18,230,000","$17,360,250","$18,740,000"
"Michael Crabtree","WR","SF                  SF","21","2009","2014","6","$32,000,000","$5,333,333","4.34%","","","$10,065,000","$15,188,077","$19,563,077"
"Antwaan Randle El","WR","WAS                  WAS","26","2006","2012","7","$31,250,000","$4,464,286","4.38%","$5,000,000","","","$11,180,000","$13,500,000"
"Santana Moss","WR","WAS                  WAS","25","2005","2010","6","$31,000,000","$5,166,667","6.04%","$3,000,000","","","",""
"Jerry Porter","WR","JAX                  JAX","29","2008","2013","6","$30,400,000","$5,066,667","4.37%","$3,000,000","","","",""
"Troy Williamson","WR","MIN                  MIN","21","2005","2009","5","$30,250,000","$6,050,000","7.08%","","","","$11,710,000","$13,495,000"
"Donte Stallworth","WR","NE                  NE","26","2007","2012","6","$30,000,000","$5,000,000","4.59%","$1,000,000","","$3,300,000","$5,800,000","$5,800,000"
"Plaxico Burress","WR","NYG                  NYG","30","2008","2012","5","$30,000,000","$6,000,000","5.17%","$4,250,000","","$11,000,000","$2,750,000","$2,800,000"
"Larry Fitzgerald","WR","ARI                  ARI","24","2008","2011","3","$30,000,000","$10,000,000","8.62%","$15,000,000","","$17,100,000","$26,700,000","$33,000,000"
"Kevin Curtis","WR","PHI                  PHI","28","2007","2012","6","$29,699,999","$4,950,000","4.54%","$2,000,000","","","$11,500,000","$13,500,000"
"Jerry Rice","WR","OAK                  OAK","40","2003","2008","6","$29,000,000","$4,833,333","6.44%","$1,200,000","","","$3,123,529","$3,123,529"
"Brandon Lloyd","WR","WAS                  WAS","24","2006","2012","7","$29,000,000","$4,142,857","4.06%","$5,000,000","","","$11,095,000","$13,500,000"
"Tim Brown","WR","OAK                  OAK","36","2003","2008","6","$28,300,000","$4,716,667","6.29%","$2,000,000","","","$3,755,000","$3,755,000"
"Laveranues Coles","WR","CIN                  CIN","31","2009","2012","4","$27,500,000","$6,875,000","5.59%","$3,000,000","","$9,750,000","$14,450,000","$14,550,000"
"Chad Johnson","WR","CIN                  CIN","26","2005","2009","5","$27,103,250","$5,420,650","6.34%","$7,000,000","","","$8,253,250","$13,103,250"
"Terrell Owens","WR","DAL                  DAL","34","2008","2011","3","$27,000,000","$9,000,000","7.76%","$12,900,000","$13,900,000","$13,900,000","$19,500,000","$27,000,000"
"Randy Moss","WR","NE                  NE","30","2008","2010","3","$27,000,000","$9,000,000","7.76%","$12,000,000","","$15,000,000","$20,500,000","$25,394,117"
"Greg Jennings","WR","GB                  GB","25","2009","2012","4","$26,885,000","$6,721,250","5.46%","$11,250,000","","$16,250,000","$19,450,000","$24,465,000"
"Nate Washington","WR","TEN                  TEN","25","2009","2014","6","$26,800,000","$4,466,667","3.63%","$4,500,000","","$6,500,000","$8,800,000","$12,100,000"
"Steve Smith","WR","CAR                  CAR","24","2004","2009","6","$26,100,000","$4,350,000","5.40%","$7,000,000","","$7,000,000","$10,492,745","$15,192,745"
"Laveranues Coles","WR","NYJ                  NYJ","27","2005","2009","5","$26,000,000","$5,200,000","6.08%","$5,000,000","","","$9,000,000","$12,000,000"
"Michael Clayton","WR","TB                  TB","26","2009","2013","5","$26,000,000","$5,200,000","4.23%","$3,000,000","","","$9,000,000","$12,750,000"
"Hines Ward","WR","PIT                  PIT","28","2005","2008","4","$25,830,000","$6,457,500","7.55%","$5,000,000","","","$8,415,000","$12,000,000"
"Marvin Harrison","WR","IND                  IND","27","2000","2004","5","$25,500,000","$5,100,000","8.20%","$11,500,000","","$11,500,000","$12,440,000","$12,965,000"
"Plaxico Burress","WR","NYG                  NYG","27","2005","2010","6","$25,000,000","$4,166,667","4.87%","$5,000,000","","$5,000,000","$11,205,000","$14,500,000"
"Terrell Owens","WR","DAL                  DAL","32","2006","2008","3","$25,000,000","$8,333,333","8.17%","$5,000,000","","","$21,000,000","$31,000,000"
"Hines Ward","WR","PIT                  PIT","32","2009","2013","5","$24,850,000","$4,970,000","4.04%","$3,050,000","","","$9,800,000","$12,800,000"
"Muhsin Muhammad","WR","CHI                  CHI","31","2005","2010","6","$24,200,000","$4,033,333","4.72%","$6,000,000","","$12,000,000","$11,685,000","$13,600,000"
"Anquan Boldin","WR","ARI                  ARI","24","2005","2010","6","$23,500,000","$3,916,667","4.58%","$5,000,000","$13,250,000","$13,250,000","$13,250,000","$15,250,000"
"Chris Chambers","WR","MIA                  MIA","25","2004","2009","5","$23,000,000","$4,600,000","5.71%","","","","$12,850,000","$15,450,000"
"Muhsin Muhammad","WR","CAR                  CAR","26","2000","2004","5","$22,500,000","$4,500,000","7.24%","$7,000,000","","$7,000,000","$10,700,000","$14,000,000"
"Derrick Mason","WR","TEN                  TEN","16","2001","2005","5","$21,750,000","$4,350,000","6.45%","$3,000,000","","$3,000,000","$6,950,000","$11,450,000"
"Reggie Brown","WR","PHI                  PHI","44","2006","2010","5","$21,075,000","$4,215,000","4.13%","$5,000,000","","","$12,200,000","$13,875,000"
"Jerricho Cotchery","WR","NYJ                  NYJ","24","2007","2012","5","$20,150,000","$4,030,000","3.70%","$7,000,000","","","$12,795,000","$14,800,000"
"Carl Pickens","WR","TEN                  TEN","29","2000","2004","5","$20,000,000","$4,000,000","6.43%","$1,000,000","","","$6,500,000","$10,500,000"
"Derrick Mason","WR","BAL                  BAL","20","2005","2009","5","$20,000,000","$4,000,000","4.68%","$7,000,000","","$7,000,000","$11,000,000","$14,000,000"
"Torry Holt","WR","JAX                  JAX","32","2009","2010","3","$20,000,000","$6,666,667","5.42%","","","","$8,500,000","$8,500,000"
"David Boston","WR","MIA                  MIA","25","2004","2007","4","$19,900,000","$4,975,000","6.17%","$1,650,000","","$1,650,000","$5,720,617","$11,720,617"
"Joe Horn","WR","ATL                  ATL","34","2007","2010","4","$19,000,000","$4,750,000","4.36%","$3,500,000","","$7,000,000","$7,500,000","$7,500,000"
"Wes Welker","WR","NE                  NE","25","2007","2011","5","$18,100,000","$3,620,000","3.32%","$5,500,000","","$5,500,000","$11,350,000","$13,350,000"
"Michael Jenkins","WR","ATL                  ATL","25","2008","2012","4","$18,000,000","$4,500,000","3.88%","$3,000,000","","","$8,550,000","$11,300,000"
"Peter Warrick","WR","CIN                  CIN","22","2000","2005","7","$17,050,000","$2,435,714","3.92%","$8,470,000","","","$10,450,000","$12,270,000"
"Ted Ginn Jr.","WR","MIA                  MIA","21","2007","2011","5","$17,027,086","$3,405,417","3.12%","$1,970,000","","$14,100,000","$13,769,586","$14,497,503"
"Brandon Stokley","WR","IND                  IND","28","2005","2009","5","$17,000,000","$3,400,000","3.98%","$2,500,000","","$2,500,000","$4,500,000","$7,100,000"
"Donald Driver","WR","GB                  GB","30","2006","2009","4","$17,000,000","$4,250,000","4.17%","$2,000,000","","","$9,250,000","$14,250,000"
"Wayne Chrebet","WR","NYJ                  NYJ","28","2002","2008","7","$16,838,080","$2,405,440","3.38%","$6,008,080","","","$8,408,080","$10,408,080"
"Brandon Jones","WR","SF                  SF","26","2009","2013","5","$16,500,000","$3,300,000","2.68%","$3,500,000","","$3,500,000","$7,645,000","$11,180,000"
"Roy Williams","WR","DET                  DET","22","2004","2008","5","$15,702,000","$3,140,400","3.90%","$4,500,000","","$13,400,000","$12,877,500","$14,392,500"
"Lee Evans","WR","BUF                  BUF","22","2004","2009","5","$15,628,500","$3,125,700","3.88%","$2,250,000","","","$8,011,250","$8,553,750"
"Issac Bruce","WR","STL                  STL","33","2006","2008","3","$15,000,000","$5,000,000","4.90%","$1,000,000","","","$10,000,000","$15,000,000"
"Marques Colston","WR","NO                  NO","24","2008","2011","4","$15,000,000","$3,750,000","3.23%","$5,000,000","","$5,000,000","$9,475,000","$12,525,000"
"Jerry Porter","WR","OAK                  OAK","26","2005","2007","3","$14,500,000","$4,833,333","5.65%","$7,000,000","","$7,000,000","",""
"Eric Moulds","WR","HOU                  HOU","32","2006","2009","4","$14,500,000","$3,625,000","3.55%","$5,000,000","","$5,000,000","$8,250,000","$11,375,000"
"Jeremy Maclin","WR","PHI                  PHI","20","2009","2013","5","$14,375,000","$2,875,000","2.34%","","","$7,364,500","$9,220,250","$11,823,250"
"Keyshawn Johnson","WR","CAR                  CAR","33","2006","2009","4","$14,000,000","$3,500,000","3.43%","$5,000,000","","","$8,000,000","$11,000,000"
"Justin Gage","WR","TEN                  TEN","26","2008","2011","4","$14,000,000","$3,500,000","3.02%","$4,500,000","","","$8,500,000","$10,500,000"
"Antonio Bryant","WR","SF                  SF","24","2006","2009","4","$13,900,000","$3,475,000","3.41%","$4,000,000","","","$7,802,941","$10,902,941"
"Keyshawn Johnson","WR","DAL                  DAL","31","2004","2007","4","$13,750,000","$3,437,500","4.27%","$4,000,000","","","$8,000,000","$10,500,000"
"Mike Williams","WR","DET                  DET","20","2005","2009","5","$13,500,000","$2,700,000","3.16%","$1,000,000","","$10,500,000","$11,045,000","$11,645,000"
"David Patten","WR","WAS                  WAS","30","2005","2009","5","$13,000,000","$2,600,000","3.04%","$2,250,000","$3,500,000","$3,500,000","$5,250,000","$7,500,000"
"Ernest Wilford","WR","MIA                  MIA","28","2008","2011","4","$13,000,000","$3,250,000","2.80%","$6,000,000","","","$8,500,000","$10,500,000"
"Joe Horn","WR","NO                  NO","30","2003","2005","3","$13,000,000","$4,333,333","","$5,100,000","","","$6,500,000","$10,300,000"
"Rod Smith","WR","DEN                  DEN","36","2007","2008","2","$13,000,000","$6,500,000","5.96%","","","","$3,000,000","$3,000,000"
"Kelley Washington","WR","NE                  NE","27","2007","2011","5","$13,000,000","$2,600,000","2.39%","$300,000","","","$6,000,000","$8,000,000"
"Patrick Crayton","WR","DAL                  DAL","27","2007","2010","4","$13,000,000","$3,250,000","2.98%","","","","$8,300,000","$9,800,000"
"T.J. Houshmandzadeh","WR","CIN                  CIN","27","2005","2008","4","$13,000,000","$3,250,000","3.80%","$3,750,000","","$3,750,000","$7,650,000","$10,000,000"
"Roscoe Parrish","WR","BUF                  BUF","24","2007","2011","3","$12,310,000","$4,103,333","3.76%","$1,100,000","","","$5,305,000","$7,805,000"
"Joey Galloway","WR","TB                  TB","33","2005","2009","5","$12,250,000","$2,450,000","2.87%","$2,925,000","","","$5,900,000","$8,383,000"
"Percy Harvin","WR","MIN                  MIN","20","2009","2013","5","$12,050,000","$2,410,000","1.96%","$981,500","","$8,425,000","$8,222,500","$8,905,000"
"Devery Henderson","WR","NO                  NO","26","2009","2012","4","$12,000,000","$3,000,000","2.44%","$3,500,000","","$6,000,000","$6,900,000","$9,250,000"
"Reggie Williams","WR","JAX                  JAX","20","2004","2008","6","$11,871,000","$1,978,500","2.46%","$3,200,000","","","$10,406,000","$10,856,000"
"Robert Meachem","WR","NO                  NO","22","2007","2011","5","$11,300,000","$2,260,000","2.07%","$1,300,000","","$5,710,000","$4,570,000","$5,130,000"
"Joe Horn","WR","NO                  NO","28","2001","2004","4","$11,200,000","$2,800,000","4.15%","$2,700,000","","","$5,100,000","$8,000,000"
"Hakeem Nicks","WR","NYG                  NYG","20","2009","2013","5","$11,075,000","$2,215,000","1.80%","$2,500,000","","$6,400,000","$7,025,000","$7,600,000"
"Muhsin Muhammad","WR","CAR                  CAR","51","2004","2005","1","$10,665,000","$10,665,000","13.23%","$3,740,000","","","$15,065,000","$15,065,000"
"Jerome Pathon","WR","NO                  NO","26","2002","2005","4","$10,075,000","$2,518,750","","$1,000,000","","","$4,575,000","$6,825,000"
"Donald Driver","WR","GB                  GB","26","2002","2006","5","$10,000,000","$2,000,000","2.81%","$4,000,000","","","$6,043,000","$6,613,000"
"Jabar Gaffney","WR","DEN                  DEN","28","2009","2012","4","$10,000,000","$2,500,000","2.03%","$1,500,000","","$3,000,000","$6,500,000","$8,900,000"
"Joe Horn","WR","NO                  NO","27","2000","2003","4","$9,900,000","$2,475,000","3.98%","$2,150,000","$2,150,000","$2,150,000","$2,700,000","$2,700,000"
"Antonio Bryant","WR","TB                  TB","27","2009","2009","1","$9,884,000","$9,884,000","8.04%","","","","$9,884,000","$9,884,000"
"Michael Clayton","WR","TB                  TB","21","2004","2008","5","$9,670,000","$1,934,000","2.40%","$2,100,000","","","$3,715,000","$4,245,000"
"Donte Stallworth","WR","NO                  NO","21","2002","2007","6","$9,470,000","$1,578,333","","","","","$4,005,000","$4,490,000"
"Santana Moss","WR","NYJ                  NYJ","21","2001","2005","5","$9,390,520","$1,878,104","2.79%","$3,433,334","","","",""
"Brandon Stokley","WR","DEN                  DEN","31","2008","2010","3","$9,200,000","$3,066,667","2.64%","$5,000,000","","","$7,670,000","$12,404,315"
"Kenny Britt","WR","TEN                  TEN","20","2009","2013","5","$9,150,010","$1,830,002","1.49%","$1,250,010","","$6,216,510","$6,922,510","$7,497,510"
"Dwayne Bowe","WR","KC                  KC","22","2007","2011","5","$9,000,000","$1,800,000","1.65%","$1,400,000","","$1,400,000","$6,850,000","$7,410,000"
"Bryant Johnson","WR","DET                  DET","27","2009","2011","3","$9,000,000","$3,000,000","2.44%","$1,200,000","","","$5,800,000","$9,000,000"
"Plaxico Burress","WR","PIT                  PIT","22","2000","2004","5","$8,668,750","$1,733,750","2.79%","$5,500,000","","$5,500,000","$7,148,625","$7,974,375"
"Matt Jones","WR","JAX                  JAX","21","2005","2009","5","$8,450,000","$1,690,000","1.98%","","","","$6,650,000","$7,250,000"
"Hines Ward","WR","PIT                  PIT","24","2001","2004","4","$8,331,250","$2,082,813","3.09%","$2,500,000","","$2,500,000","$4,993,750","$6,662,500"
"Mark Clayton","WR","BAL                  BAL","22","2005","2009","5","$8,200,000","$1,640,000","1.92%","$1,000,000","","$1,750,000","$5,990,000","$6,545,000"
"Santonio Holmes","WR","PIT                  PIT","21","2006","2010","5","$8,110,000","$1,622,000","1.59%","","","$5,420,000","$6,000,000","$7,290,000"
"Bryant Johnson","WR","ARI                  ARI","21","2003","2007","5","$8,012,500","$1,602,500","2.14%","$1,850,000","","","$6,205,000","$6,658,750"
"Qadry Ismail","WR","BAL                  BAL","29","2000","2003","4","$8,000,000","$2,000,000","3.22%","$1,300,000","","","$3,000,000","$5,250,000"
"Brian Finneran","WR","ATL                  ATL","29","2006","2009","4","$8,000,000","$2,000,000","1.96%","$3,000,000","","$3,000,000","$4,700,000","$5,430,000"
"Buster Davis","WR","SD                  SD","21","2007","2011","5","$7,830,000","$1,566,000","1.44%","$1,905,000","","$1,905,000","$5,805,000","$6,315,000"
"Jerry Rice","WR","OAK                  OAK","39","2002","2005","4","$7,800,000","$1,950,000","2.74%","$900,000","","","$3,250,000","$3,250,000"
"Anthony Gonzalez","WR","IND                  IND","22","2007","2011","5","$7,500,000","$1,500,000","1.38%","$500,000","","","$5,405,000","$6,010,000"
"Travis Taylor","WR","BAL                  BAL","20","2000","2004","5","$7,460,000","$1,492,000","2.40%","$5,000,000","","","$5,738,000","$6,230,000"
"Roddy White","WR","ATL                  ATL","23","2005","2009","5","$7,350,000","$1,470,000","1.72%","$4,225,000","","$4,750,000","$9,362,500","$9,990,000"
"Joey Galloway","WR","TB                  TB","35","2007","2009","3","$7,267,000","$2,422,333","2.22%","$1,800,000","","","$6,217,000","$8,467,000"
"Keary Colbert","WR","DEN                  DEN","25","2008","2010","3","$7,105,000","$2,368,333","2.04%","$2,500,000","","$2,500,000","$605,000","$605,000"
"Ashley Lelie","WR","DEN                  DEN","21","2002","2007","5","$7,100,000","$1,420,000","2.00%","$3,300,000","","","$5,300,000","$5,825,000"
"Joshua Cribbs","WR","CLE                  CLE","22","2006","2009","6","$6,800,000","$1,133,333","1.11%","$2,000,000","","$2,000,000","$6,810,000","$7,455,000"
"Javon Walker","WR","GB                  GB","23","2002","2007","5","$6,700,000","$1,340,000","1.88%","$3,000,000","","","$5,145,000","$5,535,000"
"Devin Hester","WR","CHI                  CHI","23","2006","2009","4","$6,630,000","$1,657,500","1.63%","$5,000,000","","$5,000,000","$5,625,000","$6,070,000"
"Tim Brown","WR","OAK                  OAK","33","2000","2002","3","$6,517,686","$2,172,562","3.49%","$2,430,000","","$2,430,000","$3,867,686","$6,517,686"
"Michael Jenkins","WR","ATL                  ATL","21","2004","2008","5","$6,400,000","$1,280,000","1.59%","$1,500,000","","","$4,445,000","$5,050,000"
"Kevin Walter","WR","HOU                  HOU","24","2006","2009","4","$6,300,000","$1,575,000","1.54%","$2,000,000","","$2,000,000","$3,500,000","$4,800,000"
"Rashaun Woods","WR","SF                  SF","23","2004","2008","5","$6,250,000","$1,250,000","1.55%","$2,440,000","","","$4,645,000","$5,080,000"
"Terrell Owens","WR","BUF                  BUF","35","2009","2009","1","$6,250,000","$6,250,000","5.08%","$4,000,000","$6,250,000","$6,250,000","$6,250,000","$6,250,000"
"David Tyree","WR","NYG                  NYG","25","2006","2010","5","$6,225,000","$1,245,000","1.22%","$1,400,000","","","$2,825,000","$3,775,000"
"David Patten","WR","NO                  NO","33","2008","2009","2","$6,000,000","$3,000,000","2.59%","$1,500,000","$1,500,000","$1,500,000","$6,000,000","$6,000,000"
"Greg Camarillo","WR","MIA                  MIA","26","2009","2011","3","$6,000,000","$2,000,000","1.63%","$38,000","","","",""
"Greg Lewis","WR","PHI                  PHI","25","2006","2011","6","$5,885,000","$980,833","0.96%","","","","",""
"R. Jay Soward","WR","JAX                  JAX","21","2000","2004","5","$5,675,000","$1,135,000","1.83%","$2,000,000","","","$3,102,500","$3,102,500"
"Issac Bruce","WR","SF                  SF","35","2008","2009","2","$5,500,000","$2,750,000","2.37%","$1,000,000","","","$5,725,000","$5,725,000"
"Sylvester Morris","WR","KC                  KC","22","2000","2004","5","$5,499,000","$1,099,800","1.77%","$3,875,000","","","$4,366,000","$4,741,000"
"Jerry Rice","WR","OAK                  OAK","38","2001","2004","4","$5,400,000","$1,350,000","2.00%","$750,000","","","$1,400,000","$1,400,000"
"Brian Robiskie","WR","CLE                  CLE","21","2009","2012","4","$4,910,750","$1,227,688","1.00%","$2,125,000","","$2,125,000","$3,630,750","$4,155,750"
"Devin Thomas","WR","WAS                  WAS","21","2008","2011","4","$4,833,000","$1,208,250","1.04%","$1,574,000","","","$2,917,500","$4,066,500"
"Donnie Avery","WR","STL                  STL","23","2008","2011","4","$4,800,000","$1,200,000","1.03%","$1,824,000","","$2,775,000","$2,575,250","$3,122,750"
"Reggie Brown","WR","PHI                  PHI","23","2005","2014","5","$4,730,625","$946,125","1.11%","$1,800,000","","","$3,130,000","$3,579,625"
"Jordy Nelson","WR","GB                  GB","22","2008","2011","4","$4,643,250","$1,160,813","1.00%","$1,700,000","","$1,700,000","$3,468,750","$4,031,250"
"Terrence Wilkins","WR","STL                  STL","26","2002","2005","4","$4,600,000","$1,150,000","1.62%","$1,500,000","","","$2,480,000","$3,300,000"
"David Anderson","WR","HOU                  HOU","25","2009","2011","3","$4,510,000","$1,503,333","1.22%","$1,000,000","","","$3,070,000","$4,510,000"
"Arnaz Battle","WR","SF                  SF","24","2005","2009","4","$4,500,000","$1,125,000","1.32%","$10,000","","","$3,420,000","$4,820,000"
"Brian Finneran","WR","ATL                  ATL","26","2003","2006","4","$4,365,000","$1,091,250","1.45%","$1,000,000","","$1,000,000","$2,165,000","$3,265,000"
"Ashley Lelie","WR","SF                  SF","26","2007","2008","2","$4,300,000","$2,150,000","1.97%","$2,000,000","","","$4,300,000","$4,300,000"
"Mark Bradley","WR","CHI                  CHI","22","2005","2009","5","$4,280,000","$856,000","1.00%","$1,550,000","","","$8,280,000","$8,715,000"
"Reggie Wayne","WR","IND                  IND","22","2001","2005","5","$4,150,000","$830,000","1.23%","$2,400,000","","$2,400,000","$3,525,000","$4,275,000"
"Desmond Howard","WR","DET                  DET","30","2001","2004","4","$4,058,000","$1,014,500","1.51%","$1,150,000","","","$2,204,000","$3,354,000"
"Chad Jackson","WR","NE                  NE","20","2006","2009","4","$4,000,000","$1,000,000","0.98%","","","","$2,735,000","$3,180,000"
"David Patten","WR","NE                  NE","26","2001","2004","3","$3,950,000","$1,316,667","1.95%","$1,000,000","$1,000,000","$1,000,000","$2,590,000","$3,690,000"
"Eddie Royal","WR","DEN                  DEN","21","2008","2011","4","$3,949,830","$987,458","0.85%","$1,533,000","","$2,400,000","$2,924,830","$4,106,660"
"Rashied Davis","WR","CHI                  CHI","28","2008","2010","3","$3,870,000","$1,290,000","1.11%","$1,100,000","","","",""
"Dwayne Jarrett","WR","CAR                  CAR","20","2007","2010","4","$3,825,000","$956,250","0.88%","$1,400,000","","$1,935,000","$2,055,000","$2,515,000"
"Bethel Johnson","WR","NE                  NE","23","2003","2007","5","$3,800,000","$760,000","1.01%","$1,750,000","$1,750,000","$1,750,000","$2,366,000","$2,776,000"
"Jerry Porter","WR","OAK                  OAK","21","2000","2004","5","$3,745,000","$749,000","1.20%","$1,750,000","","$1,750,000","",""
"Taylor Jacobs","WR","WAS                  WAS","21","2003","2007","5","$3,725,000","$745,000","0.99%","$1,810,000","$1,810,000","$1,810,000","$2,340,000","$2,720,000"
"Sidney Rice","WR","MIN                  MIN","20","2007","2010","4","$3,707,500","$926,875","0.85%","$1,316,000","$1,316,000","$1,316,000","$1,601,000","$1,601,000"
"Brandon Marshall","WR","DEN                  DEN","21","2006","2009","4","$3,698,000","$924,500","0.91%","$420,000","","$420,000","$1,055,000","$1,500,000"
"Kassim Osgood","WR","SD                  SD","25","2006","2009","4","$3,650,000","$912,500","0.89%","$400,000","","$400,000","$2,050,000","$3,000,000"
"Mohamed Massaquoi","WR","CLE                  CLE","22","2009","2012","4","$3,635,705","$908,926","0.74%","$1,431,505","","","$2,131,505","$2,656,505"
"Jabar Gaffney","WR","HOU                  HOU","21","2002","2005","4","$3,629,750","$907,438","1.28%","$2,131,000","","","$2,744,125","$3,152,875"
"Jerome Simpson","WR","CIN                  CIN","21","2008","2011","4","$3,617,000","$904,250","0.78%","$1,487,000","","$1,487,000","$2,582,000","$3,052,000"
"Sinorice Moss","WR","NYG                  NYG","22","2006","2009","4","$3,510,000","$877,500","0.86%","$700,000","","","$2,165,000","$2,610,000"
"D.J. Hackett","WR","CAR                  CAR","26","2008","2009","2","$3,500,000","$1,750,000","1.51%","$750,000","$750,000","$750,000","$3,250,000","$3,250,000"
"DeSean Jackson","WR","PHI                  PHI","21","2008","2011","4","$3,469,335","$867,334","0.75%","$1,353,000","$1,738,000","$1,738,000","$2,424,335","$2,904,335"
