"Player","Pos","Team                     Signed With","Age                     At Signing","Start                     Year","End                     Year","Yrs","Value","Average                     Salary","Average %                     % of Cap At Sign","Signing Bonus","Guarantee                     at Sign","Practical                     Guarantee","2-Year                     Cash Total","3-Year                     Cash Total"
"T.Y. Hilton","WR","IND                  IND","25","2015","2020","5","$65,000,000","$13,000,000","9.07%","$10,000,000","$11,000,000","$28,000,000","$20,000,000","$28,000,000"
"Byron Maxwell","CB","PHI                  PHI","26","2015","2020","6","$63,000,000","$10,500,000","7.33%","$6,000,000","$22,000,000","$25,000,000","$22,017,403","$30,517,403"
"Luke Kuechly","ILB","CAR                  CAR","23","2015","2021","5","$61,795,295","$12,359,059","8.63%","$19,000,000","$27,000,000","$34,363,324","$27,006,240","$34,769,564"
"A.J. Green","WR","CIN                  CIN","26","2015","2019","4","$60,000,000","$15,000,000","10.47%","$15,000,000","$26,750,000","$32,750,000","$36,750,000","$47,250,000"
"Cameron Heyward","DE","PIT                  PIT","25","2015","2020","6","$59,200,000","$9,866,667","6.89%","$12,000,000","$15,000,000","$15,000,000","$24,027,707","$32,027,707"
"Ryan Kerrigan","DE","WAS                  WAS","26","2015","2020","5","$57,500,000","$11,500,000","8.03%","$16,000,000","$23,788,000","$23,788,000","$24,307,176","$32,807,176"
"Jeremy Maclin","WR","KC                  KC","26","2015","2019","5","$55,000,000","$11,000,000","7.68%","$12,000,000","$22,500,000","$22,500,000","$23,000,000","$33,000,000"
"Cameron Jordan","DE","NO                  NO","25","2015","2020","5","$55,000,000","$11,000,000","7.68%","$16,000,000","$22,969,000","$33,469,000","$26,601,067","$33,701,067"
"Corey Liuget","DT","SD                  SD","24","2015","2019","5","$51,250,000","$10,250,000","7.15%","$7,500,000","$19,477,000","$30,477,000","$22,133,112","$30,133,112"
"Lavonte David","ILB","TB                  TB","24","2015","2020","5","$50,250,000","$10,050,000","7.01%","","$5,738,418","$25,556,418","$15,889,443","$21,889,443"
"Carson Palmer","QB","ARI                  ARI","35","2015","2017","3","$49,500,000","$16,500,000","11.52%","$6,500,000","$10,000,000","$20,500,000","$30,521,480","$44,021,480"
"Julius Thomas","TE","JAX                  JAX","26","2015","2019","5","$46,000,000","$9,200,000","6.42%","$6,000,000","$21,000,000","$24,000,000","$21,200,000","$28,300,000"
"Tyrone Crawford","DE","DAL                  DAL","25","2015","2020","5","$45,000,000","$9,000,000","6.28%","$10,000,000","$17,425,000","$24,675,000","$17,435,000","$24,685,000"
"Jerry Hughes","DL","BUF                  BUF","26","2015","2019","5","$45,000,000","$9,000,000","6.28%","$7,000,000","$17,625,000","$22,000,000","$22,450,000","$30,000,000"
"Mike Pouncey","C","MIA                  MIA","25","2015","2020","5","$44,750,000","$8,950,000","6.25%","$5,000,000","$11,000,000","$22,000,000","$20,025,000","$28,000,000"
"Rodney Hudson","C","OAK                  OAK","25","2015","2019","5","$44,500,000","$8,900,000","6.21%","","$12,600,000","$20,000,000","$20,808,716","$27,758,716"
"Anthony Castonzo","LT","IND                  IND","26","2015","2019","4","$43,812,000","$10,953,000","7.64%","$14,000,000","$18,000,000","$35,000,000","$25,000,000","$35,000,000"
"Bobby Wagner","ILB","SEA                  SEA","24","2015","2019","4","$43,000,000","$10,750,000","7.50%","$8,000,000","$19,977,427","$21,977,427","$16,528,070","$21,528,070"
"Jared Odrick","DE","JAX                  JAX","27","2015","2019","5","$42,500,000","$8,500,000","5.93%","","$17,000,000","$22,500,000","$17,000,000","$25,500,000"
"Chris Harris","CB","DEN                  DEN","25","2015","2019","5","$42,500,000","$8,500,000","5.93%","$10,000,000","$10,900,000","$24,000,000","$8,000,000","$16,600,000"
"Adrian Peterson","RB","MIN                  MIN","29","2015","2017","3","$42,000,000","$14,000,000","9.77%","","$13,000,000","$20,000,000","$25,001,848","$43,001,848"
"Jason Peters","LT","PHI                  PHI","32","2015","2018","4","$41,300,000","$10,325,000","7.21%","$5,000,000","$15,750,000","$15,750,000","$20,064,598","$28,864,598"
"Jimmy Smith","CB","BAL                  BAL","26","2015","2019","4","$41,102,000","$10,275,500","7.17%","$13,000,000","$21,000,000","$21,000,000","$20,388,235","$28,057,252"
"Mike Daniels","DT","GB                  GB","25","2015","2019","4","$41,000,000","$10,250,000","7.15%","$12,000,000","$12,000,000","$12,000,000","$18,576,475","$26,513,975"
"Torrey Smith","WR","SF                  SF","25","2015","2019","5","$40,000,000","$8,000,000","5.58%","$8,000,000","$8,750,000","$22,000,000","$16,030,450","$23,905,450"
"Mike Iupati","G","ARI                  ARI","27","2015","2018","5","$40,000,000","$8,000,000","5.58%","$6,000,000","$13,750,000","$22,500,000","$16,019,857","$24,019,857"
"LeSean McCoy","RB","BUF                  BUF","26","2015","2019","5","$40,000,000","$8,000,000","5.58%","$13,125,000","$18,250,000","$18,250,000","$21,050,000","$28,800,000"
"Randall Cobb","WR","GB                  GB","24","2015","2018","4","$40,000,000","$10,000,000","6.98%","$13,000,000","$13,000,000","$13,000,000","$20,934,198","$30,402,948"
"DeMarco Murray","RB","PHI                  PHI","26","2015","2019","5","$40,000,000","$8,000,000","5.58%","$5,000,000","$18,000,000","$21,000,000","$16,016,609","$24,016,609"
"Pernell McPhee","OLB","CHI                  CHI","26","2015","2019","5","$38,750,000","$7,750,000","5.41%","$2,500,000","$8,500,000","$15,500,000","$15,860,944","$23,185,944"
"Charles Clay","TE","BUF                  BUF","25","2015","2019","5","$38,000,000","$7,600,000","5.30%","$10,000,000","$13,000,000","$24,500,000","$24,500,000","$29,000,000"
"Orlando Franklin","G","SD                  SD","27","2015","2019","5","$36,500,000","$7,300,000","5.09%","$8,000,000","$16,500,000","$20,000,000","$16,619,588","$22,619,588"
"Brandon Flowers","CB","SD                  SD","28","2015","2018","4","$36,400,000","$9,100,000","6.35%","$8,000,000","$18,000,000","$20,500,000","$18,023,068","$27,023,068"
"Jurrell Casey","DT","TEN                  TEN","25","2015","2018","4","$36,000,000","$9,000,000","6.28%","$10,600,000","$13,000,000","$20,500,000","$17,619,775","$23,619,775"
"Michael Crabtree","WR","OAK                  OAK","27","2015","2019","4","$34,000,000","$8,500,000","5.93%","","$5,500,000","$16,570,000","$15,127,809","$21,697,662"
"Kareem Jackson","SS","HOU                  HOU","26","2015","2018","4","$34,000,000","$8,500,000","5.93%","$9,000,000","$20,000,000","$20,000,000","$20,406,250","$27,156,250"
"Peyton Manning","QB","DEN                  DEN","38","2015","2016","2","$34,000,000","$17,000,000","11.86%","","$15,000,000","$15,000,000","$38,000,000","$38,000,000"
"DeAndre Levy","OLB","DET                  DET","27","2015","2019","4","$33,758,730","$8,439,683","5.89%","$12,000,000","$13,000,000","$20,000,000","$18,250,591","$24,240,591"
"Bryan Bulaga","RT","GB                  GB","25","2015","2019","5","$33,750,000","$6,750,000","4.71%","$8,000,000","$8,000,000","$8,000,000","$13,909,293","$19,746,793"
"Chris Culliver","CB","WAS                  WAS","26","2015","2018","4","$32,000,000","$8,000,000","5.58%","$5,000,000","$16,000,000","$16,000,000","$15,833,948","$23,833,948"
"Antonio Cromartie","CB","NYJ                  NYJ","30","2015","2018","4","$32,000,000","$8,000,000","5.58%","","$7,000,000","$7,000,000","$15,027,926","$23,027,926"
"Jermey Parnell","RT","JAX                  JAX","28","2015","2019","5","$32,000,000","$6,400,000","4.47%","","$14,500,000","$14,500,000","$14,500,000","$21,000,000"
"Marshal Yanda","G","BAL                  BAL","30","2015","2019","4","$31,917,647","$7,979,412","5.57%","$9,000,000","$16,055,882","$18,055,882","$17,417,646","$23,417,646"
"Brian Orakpo","OLB","TEN                  TEN","28","2015","2018","4","$31,000,000","$7,750,000","5.41%","$5,000,000","$8,000,000","$13,500,000","$15,250,275","$23,450,275"
"Marcus Gilbert","RT","PIT                  PIT","26","2015","2019","5","$30,815,000","$6,163,000","4.30%","$7,650,000","$7,650,000","$7,650,000","$13,447,251","$17,447,251"
"Mychal Kendricks","OLB","PHI                  PHI","24","2015","2019","4","$29,000,000","$7,250,000","5.06%","$8,000,000","$11,746,060","$16,096,060","$12,033,302","$17,033,302"
"Cliff Avril","DE","SEA                  SEA","28","2015","2018","4","$28,500,000","$7,125,000","4.97%","$2,500,000","$9,500,000","$16,000,000","$13,516,497","$18,141,497"
"King Dunlap","LT","SD                  SD","29","2015","2018","4","$28,000,000","$7,000,000","4.89%","$6,500,000","$8,500,000","$13,000,000","$13,205,526","$20,205,526"
"Derrick Morgan","OLB","TEN                  TEN","28","2015","2018","4","$27,000,000","$6,750,000","4.71%","$6,000,000","$8,500,000","$10,500,000","$13,333,335","$19,770,835"
"K.J. Wright","OLB","SEA                  SEA","25","2015","2018","4","$27,000,000","$6,750,000","4.71%","$5,000,000","$10,181,000","$15,431,000","$10,215,594","$15,465,594"
"Derek Newton","RT","HOU                  HOU","27","2015","2020","5","$26,500,000","$5,300,000","3.70%","$3,750,000","$10,000,000","$10,000,000","$12,250,000","$12,250,000"
"Aaron Williams","SS","BUF                  BUF","24","2015","2018","4","$26,007,844","$6,501,961","4.54%","$6,500,000","$8,750,000","$8,750,000","$14,825,000","$18,500,000"
"Brandon Marshall","WR","NYJ                  NYJ","30","2015","2017","3","$26,000,000","$8,666,667","6.05%","","$9,000,000","$9,000,000","$18,522,441","$26,022,441"
"Whitney Mercilus","OLB","HOU                  HOU","24","2015","2019","4","$26,000,000","$6,500,000","4.54%","$5,250,000","$10,681,012","$10,681,012","$10,915,387","$15,571,637"
"Clint Boling","G","CIN                  CIN","25","2015","2019","5","$26,000,000","$5,200,000","3.63%","$2,500,000","$5,000,000","$5,000,000","$11,350,000","$15,800,000"
"Brandon Graham","ED","PHI                  PHI","26","2015","2018","4","$26,000,000","$6,500,000","4.54%","$4,000,000","$13,000,000","$13,000,000","$13,025,925","$19,775,925"
"Jameis Winston","QB","TB                  TB","20","2015","2019","4","$25,351,277","$6,337,819","4.42%","$16,697,292","$25,351,277","$25,351,277","$18,751,652","$21,491,314"
"Dan Williams","DT","OAK                  OAK","27","2015","2018","4","$25,000,000","$6,250,000","4.36%","","$15,200,000","$15,200,000","$15,510,908","$20,010,908"
"Buster Skrine","CB","NYJ                  NYJ","25","2015","2018","4","$25,000,000","$6,250,000","4.36%","$5,000,000","$13,000,000","$13,000,000","$13,062,413","$19,062,413"
"Allen Bailey","DE","KC                  KC","25","2015","2018","4","$25,000,000","$6,250,000","4.36%","$10,000,000","$10,000,000","$14,000,000","$11,882,500","$15,095,000"
"Ron Parker","FS","KC                  KC","27","2015","2019","5","$25,000,000","$5,000,000","3.49%","$5,000,000","$5,750,000","$8,000,000","$8,600,000","$13,184,375"
"Davon House","CB","JAX                  JAX","25","2015","2018","4","$24,500,000","$6,125,000","4.27%","","$10,000,000","$10,000,000","$12,500,000","$18,500,000"
"Brandon Fusco","G","MIN                  MIN","26","2015","2019","5","$24,250,000","$4,850,000","3.38%","$4,000,000","$4,000,000","$6,000,000","$8,116,000","$11,397,259"
"Marcus Mariota","QB","TEN                  TEN","21","2015","2019","4","$24,213,974","$6,053,494","4.22%","$15,870,164","$24,213,974","$24,213,974","$17,865,959","$20,502,229"
"Marshawn Lynch","RB","SEA                  SEA","28","2015","2017","2","$24,000,000","$12,000,000","8.38%","$7,500,000","$12,000,000","$12,000,000","$21,005,467","$31,005,467"
"Da'Norris Searcy","SS","TEN                  TEN","26","2015","2018","4","$23,750,000","$5,937,500","4.14%","$4,500,000","$7,000,000","$10,500,000","$12,039,559","$15,439,559"
"Dante Fowler Jr.","DE","JAX                  JAX","20","2015","2018","4","$23,490,253","$5,872,563","4.10%","$15,343,820","$23,490,253","$23,490,253","$17,164,559","$19,735,037"
"Nate Allen","FS","OAK                  OAK","27","2015","2018","4","$23,000,000","$5,750,000","4.01%","","$6,900,000","$11,800,000","$12,004,713","$18,004,713"
"Amari Cooper","WR","OAK                  OAK","20","2015","2019","4","$22,663,116","$5,665,779","3.95%","$14,742,266","$22,663,116","$22,663,116","$16,673,786","$19,169,070"
"Greg Olsen","TE","CAR                  CAR","29","2015","2018","3","$22,500,000","$7,500,000","5.23%","$12,000,000","$12,000,000","$12,000,000","$14,500,000","$23,000,000"
"Kyle Williams","DT","BUF                  BUF","31","2015","2017","3","$22,300,000","$7,433,333","5.19%","$4,500,000","$4,500,000","$4,500,000","$13,750,000","$20,550,000"
"Brooks Reed","OLB","ATL                  ATL","27","2015","2019","5","$22,000,000","$4,400,000","3.07%","$4,700,000","$6,900,000","$9,000,000","$9,416,189","$13,516,189"
"Larry Fitzgerald","WR","ARI                  ARI","31","2015","2016","2","$22,000,000","$11,000,000","7.68%","$10,000,000","$22,000,000","$22,000,000","$22,013,887","$22,013,887"
"Marcus Gilchrist","SS","NYJ                  NYJ","26","2015","2018","4","$22,000,000","$5,500,000","3.84%","$2,500,000","$3,500,000","$8,500,000","$10,071,095","$16,071,095"
"David Harris","ILB","NYJ                  NYJ","30","2015","2017","3","$21,500,000","$7,166,667","5.00%","","$15,000,000","$15,000,000","$15,027,608","$21,527,608"
"Brandon Scherff","G","WAS                  WAS","23","2015","2019","4","$21,215,638","$5,303,910","3.70%","$13,689,555","$21,215,638","$21,215,638","$15,560,973","$17,924,667"
"Andre Johnson","WR","IND                  IND","33","2015","2017","3","$21,000,000","$7,000,000","4.89%","","$10,000,000","$10,000,000","$15,000,000","$21,000,000"
"Stephen Paea","DT","WAS                  WAS","26","2015","2018","4","$21,000,000","$5,250,000","3.66%","$5,000,000","$7,850,000","$7,850,000","$11,410,374","$15,960,374"
"Tramon Williams","CB","CLE                  CLE","31","2015","2017","3","$21,000,000","$7,000,000","4.89%","$1,500,000","$10,000,000","$10,000,000","$13,906,250","$20,831,250"
"Dan Skuta","OLB","JAX                  JAX","28","2015","2019","5","$20,500,000","$4,100,000","2.86%","","$4,600,000","$8,100,000","$8,200,000","$12,300,000"
"Michael Johnson","DE","CIN                  CIN","27","2015","2018","4","$20,000,000","$5,000,000","3.49%","$4,500,000","$4,500,000","$4,500,000","$10,975,000","$14,962,500"
"James Carpenter","G","NYJ                  NYJ","25","2015","2018","4","$19,100,000","$4,775,000","3.33%","$3,500,000","$5,000,000","$7,500,000","$9,794,241","$14,494,241"
"Orlando Scandrick","CB","DAL                  DAL","27","2015","2019","5","$19,000,000","$3,800,000","2.65%","$3,000,000","$3,000,000","$3,000,000","$9,000,000","$12,000,000"
"Leonard Williams","ED","NYJ                  NYJ","20","2015","2019","4","$18,630,866","$4,657,717","3.25%","$11,809,721","$18,630,866","$18,630,866","$13,578,158","$15,706,874"
"Lance Kendricks","TE","STL                  STL","26","2015","2018","4","$18,500,000","$4,625,000","3.23%","","$5,500,000","$10,000,000","$10,119,639","$14,369,639"
"Jahri Evans","G","NO                  NO","31","2015","2017","3","$18,003,000","$6,001,000","4.19%","$5,400,000","$8,903,000","$8,903,000","$12,014,474","$18,014,474"
"Thomas Davis","LB","CAR                  CAR","31","2015","2017","2","$18,000,000","$9,000,000","6.28%","$9,000,000","$10,000,000","$10,000,000","$13,750,000","$18,000,000"
"Curtis Lofton","ILB","OAK                  OAK","28","2015","2017","3","$18,000,000","$6,000,000","4.19%","","$6,500,000","$6,500,000","$12,013,678","$18,013,678"
"Cary Williams","CB","SEA                  SEA","30","2015","2017","3","$18,000,000","$6,000,000","4.19%","$3,500,000","$7,000,000","$7,000,000","$12,000,000","$18,000,000"
"Johnny Hekker","P","STL                  STL","24","2015","2020","6","$18,000,000","$3,000,000","2.09%","$757,755","$2,979,979","$7,379,979","$3,562,071","$5,784,293"
"Dwayne Harris","WR","NYG                  NYG","27","2015","2019","5","$17,500,000","$3,500,000","2.44%","$4,000,000","$7,100,000","$7,100,000","$8,058,107","$10,558,107"
"Kendall Langford","DE","IND                  IND","28","2015","2018","4","$17,200,000","$4,300,000","3.00%","$1,000,000","$2,500,000","$2,500,000","$9,000,000","$13,000,000"
"Bruce Carter","OLB","TB                  TB","26","2015","2018","4","$17,000,000","$4,250,000","2.97%","","$4,250,000","$4,250,000","$8,516,389","$12,766,389"
"John Sullivan","C","MIN                  MIN","29","2015","2017","3","$16,700,000","$5,566,667","3.89%","$1,000,000","$1,000,000","$1,000,000","$12,500,000","$18,000,000"
"Kevin White","WR","CHI                  CHI","21","2015","2018","4","$16,563,047","$4,140,762","2.89%","$10,305,852","$16,563,047","$16,563,047","$11,793,357","$13,734,089"
"Sam Koch","P","BAL                  BAL","32","2015","2020","5","$16,250,000","$3,250,000","2.27%","$4,000,000","$5,000,000","$5,000,000","$7,300,000","$9,600,000"
"Roy Miller","DT","JAX                  JAX","27","2015","2018","4","$16,250,000","$4,062,500","2.84%","$500,000","$600,000","$600,000","$7,625,000","$11,437,500"
"Lardarius Webb","CB","BAL                  BAL","29","2015","2017","3","$16,250,000","$5,416,667","3.78%","","$5,250,000","$5,250,000","$13,750,000","$19,250,000"
"C.J. Spiller","RB","NO                  NO","27","2015","2018","4","$16,000,000","$4,000,000","2.79%","$5,000,000","$5,750,000","$9,000,000","$9,013,471","$12,613,471"
"Mark Ingram","RB","NO                  NO","25","2015","2018","4","$16,000,000","$4,000,000","2.79%","$3,600,000","$6,100,000","$7,600,000","$7,619,906","$11,319,906"
"Dannell Ellerbe","OLB","NO                  NO","29","2015","2017","3","$15,200,000","$5,066,667","3.54%","","$1,100,000","$5,200,000","$6,416,619","$11,616,619"
"Justin Bethel","CB","ARI                  ARI","24","2015","2017","3","$15,000,000","$5,000,000","3.49%","$3,000,000","$9,000,000","$9,000,000","$6,247,268","$8,247,268"
"Brett Kern","P","TEN                  TEN","28","2015","2019","5","$15,000,000","$3,000,000","2.09%","$2,500,000","$5,000,000","$5,000,000","$6,210,424","$9,010,424"
"Doug Free","RT","DAL                  DAL","30","2015","2017","3","$15,000,000","$5,000,000","3.49%","$4,500,000","$6,000,000","$6,000,000","$10,000,000","$15,000,000"
"Rey Maualuga","ILB","CIN                  CIN","27","2015","2017","3","$15,000,000","$5,000,000","3.49%","","$4,500,000","$4,500,000","$11,253,125","$14,921,875"
"Paul Posluszny","OLB","JAX                  JAX","30","2015","2017","3","$15,000,000","$5,000,000","3.49%","","$3,950,000","$3,950,000","$9,875,000","$15,875,000"
"Perrish Cox","CB","TEN                  TEN","27","2015","2017","3","$15,000,000","$5,000,000","3.49%","$2,500,000","$2,500,000","$2,500,000","$10,033,542","$15,033,542"
"Jordan Cameron","TE","MIA                  MIA","26","2015","2016","2","$15,000,000","$7,500,000","5.23%","$4,000,000","$5,000,000","$12,500,000","$12,562,500","$12,562,500"
"Brandon Browner","CB","NO                  NO","30","2015","2017","3","$15,000,000","$5,000,000","3.49%","$3,900,000","$7,750,000","$7,750,000","$10,048,601","$15,048,601"
"Eddie Royal","WR","CHI                  CHI","28","2015","2017","3","$15,000,000","$5,000,000","3.49%","","$10,000,000","$10,000,000","$10,009,619","$15,009,619"
"Jason Pierre-Paul","ED","NYG                  NYG","25","2015","2015","1","$14,813,000","$14,813,000","10.34%","","","","$14,813,000","$14,813,000"
"Jarius Wright","WR","MIN                  MIN","25","2015","2019","4","$14,800,000","$3,700,000","2.58%","$5,300,000","$7,000,000","$7,000,000","$8,842,000","$11,492,000"
"Vic Beasley","DE","ATL                  ATL","22","2015","2019","4","$14,495,228","$3,623,807","2.53%","$8,801,984","$14,495,228","$14,495,228","$10,361,720","$12,114,468"
"Ereck Flowers","G","NYG                  NYG","20","2015","2018","4","$14,391,719","$3,597,930","2.51%","$8,726,705","$14,391,719","$14,391,719","$10,301,619","$12,044,957"
"Trent Cole","OLB","IND                  IND","32","2015","2016","2","$14,000,000","$7,000,000","4.89%","$2,000,000","$7,000,000","$7,000,000","$12,828,125","$12,828,125"
"Josh McCown","QB","CLE                  CLE","35","2015","2017","3","$14,000,000","$4,666,667","3.26%","$2,000,000","$5,250,000","$6,250,000","$9,625,000","$14,000,000"
"Jeremy Kerley","WR","NYJ                  NYJ","26","2015","2018","4","$14,000,000","$3,500,000","2.44%","$3,000,000","$5,400,000","$5,400,000","$6,453,683","$8,953,683"
"Todd Gurley","RB","STL                  STL","20","2015","2019","4","$13,823,183","$3,455,796","2.41%","$8,313,224","$9,376,550","$9,376,550","$9,843,264","$11,534,917"
"Cole Beasley","WR","DAL                  DAL","25","2015","2018","4","$13,606,000","$3,401,500","2.37%","$4,000,000","$5,000,000","$7,356,000","$7,356,000","$10,856,000"
"Johnathan Joseph","CB","HOU                  HOU","30","2015","2017","2","$13,500,000","$6,750,000","4.71%","","$11,500,000","$11,500,000","$14,906,250","$21,906,250"
"Justin Houston","DE","KC                  KC","25","2015","2015","1","$13,195,000","$13,195,000","9.21%","","","","$13,195,000","$13,195,000"
"Trae Waynes","CB","MIN                  MIN","22","2015","2019","4","$12,944,368","$3,236,092","2.26%","$7,674,086","$12,944,368","$12,944,368","$9,180,819","$10,792,580"
"Demaryius Thomas","WR","DEN                  DEN","27","2015","2015","1","$12,823,000","$12,823,000","8.95%","","","","$12,823,000","$12,823,000"
"Dez Bryant","WR","DAL                  DAL","26","2015","2015","1","$12,823,000","$12,823,000","8.95%","","","","$12,823,000","$12,823,000"
"Matt Bosher","P","ATL                  ATL","27","2015","2019","5","$12,655,000","$2,531,000","1.77%","$2,500,000","$6,000,000","$6,000,000","$6,008,290","$8,208,290"
"Dwayne Bowe","WR","CLE                  CLE","30","2015","2016","2","$12,500,000","$6,250,000","4.36%","$3,500,000","$9,000,000","$9,000,000","$12,500,000","$12,500,000"
"Shane Vereen","RB","NYG                  NYG","25","2015","2017","3","$12,350,000","$4,116,667","2.87%","$3,500,000","$4,750,000","$4,750,000","$8,624,120","$11,374,120"
"Gary Barnidge","TE","CLE                  CLE","29","2015","2018","3","$12,300,000","$4,100,000","2.86%","$3,250,000","$3,250,000","$3,250,000","$6,200,000","$9,200,000"
"Owen Daniels","TE","DEN                  DEN","32","2015","2017","3","$12,250,000","$4,083,333","2.85%","$3,000,000","$3,000,000","$3,000,000","$8,250,000","$12,250,000"
"Rahim Moore","FS","HOU                  HOU","25","2015","2017","3","$12,000,000","$4,000,000","2.79%","$3,000,000","$4,000,000","$4,000,000","$8,068,750","$11,718,750"
"Frank Gore","RB","IND                  IND","31","2015","2017","3","$12,000,000","$4,000,000","2.79%","","$6,500,000","$6,500,000","$8,500,000","$12,000,000"
"Danny Shelton","DT","CLE                  CLE","21","2015","2018","4","$11,703,667","$2,925,917","2.04%","$6,771,758","$11,703,667","$11,703,667","$8,173,743","$9,672,713"
"Andrus Peat","G","NO                  NO","21","2015","2019","4","$11,393,496","$2,848,374","1.99%","$6,546,179","$11,393,496","$11,393,496","$8,024,778","$9,495,551"
"Greg Hardy","DE","DAL                  DAL","26","2015","2015","1","$11,311,600","$11,311,600","7.89%","","","","$3,041,379","$3,041,379"
"Harry Douglas","WR","TEN                  TEN","29","2015","2017","3","$11,250,000","$3,750,000","2.62%","$2,200,000","$3,750,000","$3,750,000","$5,798,852","$7,155,102"
"Antrel Rolle","SS","CHI                  CHI","32","2015","2017","3","$11,250,000","$3,750,000","2.62%","","$4,900,000","$4,900,000","$7,727,970","$10,977,970"
"Ryan Mathews","RB","PHI                  PHI","27","2015","2017","3","$11,000,000","$3,666,667","2.56%","$3,000,000","$5,000,000","$5,000,000","$7,211,111","$11,211,111"
"DeVante Parker","WR","MIA                  MIA","21","2015","2019","4","$10,876,543","$2,719,136","1.90%","$6,170,213","$10,876,543","$10,876,543","$7,534,602","$8,958,378"
"Justin Durant","OLB","ATL                  ATL","29","2015","2017","3","$10,800,000","$3,600,000","2.51%","$1,250,000","$1,250,000","$1,250,000","$6,305,494","$9,605,494"
"Melvin Gordon","RB","SD                  SD","21","2015","2019","4","$10,669,773","$2,667,443","1.86%","$6,019,835","$10,669,773","$10,669,773","$7,389,712","$8,794,692"
"Brian Hoyer","QB","HOU                  HOU","29","2015","2016","2","$10,500,000","$5,250,000","3.66%","","$4,750,000","$4,750,000","$9,953,125","$9,953,125"
"Stevie Johnson","WR","SD                  SD","28","2015","2017","3","$10,500,000","$3,500,000","2.44%","$3,000,000","$3,870,000","$3,870,000","$7,039,377","$10,539,377"
"Jah Reid","RT","KC                  KC","26","2015","2018","3","$10,200,000","$3,400,000","2.37%","$3,100,000","$3,100,000","$3,100,000","$4,838,750","$7,626,250"
"Ben Grubbs","G","KC                  KC","30","2015","2018","2","$10,100,000","$5,050,000","3.52%","","$5,090,000","$5,090,000","$11,500,000","$17,500,000"
"Kevin Johnson","CB","HOU                  HOU","22","2015","2019","4","$10,049,413","$2,512,353","1.75%","$5,568,664","$10,049,413","$10,049,413","$6,968,014","$8,316,597"
"J.T. Thomas","OLB","NYG                  NYG","26","2015","2017","3","$10,000,000","$3,333,333","2.33%","$3,000,000","$4,500,000","$4,500,000","$5,565,259","$8,565,259"
