class,feature,coefficient
1,teamDeltaPassingYardsPerAttempt,-0.05328767373201519
1,teamWeightedPassingYardsPerGame,0
1,teamDeltaPassingYardsPerGame,0
1,teamWeightedPassingTdsPerGame,0
1,teamDeltaPassingTdsPerGame,0
1,teamWeightedPassingEpaPerGame,0
1,teamDeltaPassingEpaPerGame,0
1,teamWeightedReceivingYardsPerTarget,0
1,teamDeltaReceivingYardsPerTarget,0
1,teamWeightedPassRateDiffLeague,0
1,teamDeltaPassRateDiffLeague,0
1,teamWeightedPassingYardsPerGameDiffLeague,0
1,teamDeltaPassingYardsPerGameDiffLeague,0
1,teamWeightedPassingEpaPerGameDiffLeague,0
1,teamDeltaPassingEpaPerGameDiffLeague,0
1,marketPrev1ContractCount,0
1,marketPrev1MedianTerm,0
1,marketPrev1MedianAav,0
1,marketPrev1MedianAavPerc,0
1,marketPrev1P75AavPerc,0
1,marketPrev1MedianAgeAtSigning,0
1,marketPrev2ContractCount,0
1,marketPrev2MedianTerm,-0.025992975000502093
1,marketPrev2MedianAav,0
1,marketPrev2MedianAavPerc,0
1,marketPrev2P75AavPerc,0
1,marketPrev2MedianAgeAtSigning,0
1,marketWeightedContractCount,0
1,marketDeltaContractCount,-0.12751308088388544
1,marketWeightedMedianTerm,0
1,marketDeltaMedianTerm,0
1,marketWeightedMedianAav,0
1,marketDeltaMedianAav,0
1,marketWeightedMedianAavPerc,0
1,marketDeltaMedianAavPerc,0
1,marketWeightedP75AavPerc,0
1,marketDeltaP75AavPerc,0
1,marketWeightedMedianAgeAtSigning,0.015903688462357526
1,marketDeltaMedianAgeAtSigning,0
1,combineAvailable_yes,0
1,combineAvailable_unknown,0
1,undraftedFlag_yes,0
1,playerRefMatched_yes,0
1,prevSignedTeam_ATL,-0.02181490801149017
1,prevSignedTeam_BAL,0.005116183889291435
1,prevSignedTeam_BUF,-0.0048897543292133255
1,prevSignedTeam_CAR,0.031024092014027563
1,prevSignedTeam_CHI,0
1,prevSignedTeam_CIN,0
1,prevSignedTeam_CLE,0
1,prevSignedTeam_DAL,0
1,prevSignedTeam_DEN,0
1,prevSignedTeam_DET,0
1,prevSignedTeam_GB,0
1,prevSignedTeam_HOU,0
1,prevSignedTeam_IND,0
1,prevSignedTeam_JAX,0
1,prevSignedTeam_KC,0
1,prevSignedTeam_LA,0
1,prevSignedTeam_LAC,0
1,prevSignedTeam_LV,0
1,prevSignedTeam_MIA,-0.00430556864484029
1,prevSignedTeam_MIN,0
1,prevSignedTeam_NE,0
1,prevSignedTeam_NO,0
1,prevSignedTeam_NYG,0.05729268395217557
1,prevSignedTeam_NYJ,0.04242195663520757
1,prevSignedTeam_PHI,0
1,prevSignedTeam_PIT,0
1,prevSignedTeam_SEA,0
1,prevSignedTeam_SF,0
1,prevSignedTeam_TB,0
1,prevSignedTeam_TEN,0
1,prevSignedTeam_WAS,0.0020274453666967386
1,prevSignedTeam_unknown,-0.09700715563657311
1,prev1Team_ATL,0
1,prev1Team_BAL,0
1,prev1Team_BUF,0
1,prev1Team_CAR,0
1,prev1Team_CHI,0
1,prev1Team_CIN,0
1,prev1Team_CLE,0
1,prev1Team_DAL,-0.023946572882834506
1,prev1Team_DEN,0
1,prev1Team_DET,0
1,prev1Team_GB,0
1,prev1Team_HOU,0
1,prev1Team_IND,0
1,prev1Team_JAX,0
1,prev1Team_KC,0
1,prev1Team_LA,0
1,prev1Team_LAC,0.029331766325155932
1,prev1Team_LV,0
1,prev1Team_MIA,0
1,prev1Team_MIN,0
1,prev1Team_NE,0
1,prev1Team_NO,0
1,prev1Team_NYG,0
1,prev1Team_NYJ,0
1,prev1Team_PHI,0
1,prev1Team_PIT,0
1,prev1Team_SEA,0
1,prev1Team_SF,-0.008730203235446496
1,prev1Team_TB,0
1,prev1Team_TEN,0
1,prev1Team_WAS,0
1,prev1Team_unknown,0
1,prev2Team_ATL,0
1,prev2Team_BAL,0
1,prev2Team_BUF,0
1,prev2Team_CAR,0
1,prev2Team_CHI,0
1,prev2Team_CIN,0
1,prev2Team_CLE,0.011129999172492789
1,prev2Team_DAL,0
1,prev2Team_DEN,0
1,prev2Team_DET,0
1,prev2Team_GB,0
1,prev2Team_HOU,0
1,prev2Team_IND,0
1,prev2Team_JAX,0
1,prev2Team_KC,0.02443068330945497
1,prev2Team_LA,0
1,prev2Team_LAC,0
1,prev2Team_LV,0
1,prev2Team_MIA,-0.04679169658219561
1,prev2Team_MIN,0
1,prev2Team_NE,0
1,prev2Team_NO,0.03353372085487773
1,prev2Team_NYG,0
1,prev2Team_NYJ,0
1,prev2Team_PHI,0
1,prev2Team_PIT,0
1,prev2Team_SEA,0
1,prev2Team_SF,0
1,prev2Team_TB,-0.002294215424826314
1,prev2Team_TEN,0
1,prev2Team_WAS,0
1,prev2Team_unknown,0
1,priorTeamSame_yes,-0.15623045969305005
1,priorTeamSame_unknown,0
1,regPrev1Available_yes,0
1,regPrev2Available_yes,0
1,snapPrev1Available_yes,0
1,snapPrev2Available_yes,0
1,ngsPrev1Available_yes,-0.04527543984744571
1,ngsPrev2Available_yes,0
1,teamPrev1Available_yes,0
1,teamPrev2Available_yes,0.0960001930091099
2,(Intercept),0.9431633303980642
2,startYear,0
2,ageAtSigning,0
2,height,0
2,weight,0
2,combineForty,0
2,combineBench,0
2,combineVertical,0
2,combineBroadJump,0.001633551103783733
2,combineCone,0
2,combineShuttle,0
2,draftYear,0
2,draftRound,0
2,draftPick,0.06633880740196513
2,rookieSeason,0
2,yearsExpAtSigning,0
2,playerRefAgeGap,0
2,playerRefRookieGap,0
2,observedContractNumber,0.002584080202376686
2,prevContractStartYear,0
2,prevContractEndYear,0
2,prevContractTerm,0
2,prevContractAav,0
2,prevContractAavPerc,0
2,gapSincePrevContractEnd,-0.17665720321176465
2,prev1Season,0
2,prev2Season,0
2,regPrev1Games,0
2,regPrev1Targets,0
2,regPrev1Receptions,0
2,regPrev1ReceivingYards,0
2,regPrev1ReceivingTds,0
2,regPrev1ReceivingFirstDowns,0
2,regPrev1ReceivingEpa,0
2,regPrev1ReceivingAirYards,0
2,regPrev1ReceivingYardsAfterCatch,0
2,regPrev1Carries,0
2,regPrev1RushingYards,0
2,regPrev1RushingTds,0
2,regPrev1TargetShare,0
2,regPrev1AirYardsShare,0
2,regPrev1Wopr,0
2,regPrev1TargetsPerGame,0
2,regPrev1ReceptionsPerGame,-0.11166350034020678
2,regPrev1ReceivingYardsPerGame,-0.1216772090504955
2,regPrev1ReceivingTdsPerGame,0
2,regPrev1ReceivingFirstDownsPerGame,-0.03584655028900222
2,regPrev1ReceivingEpaPerGame,0
2,regPrev1CatchRate,0
2,regPrev1YardsPerTarget,0
2,regPrev1YardsPerReception,0
2,regPrev1TdPerTarget,0
2,regPrev1AirYardsPerTarget,0
2,regPrev1YacPerReception,0
2,regPrev1RushYardsPerCarry,0
2,regPrev1TeamTargetShareCalc,0
2,regPrev1TeamYardsShareCalc,0
2,regPrev1TeamTdShareCalc,0
2,regPrev1TeamAirYardsShareCalc,0
2,regPrev2Games,0
2,regPrev2Targets,0
2,regPrev2Receptions,0
2,regPrev2ReceivingYards,0
2,regPrev2ReceivingTds,0
2,regPrev2ReceivingFirstDowns,0
2,regPrev2ReceivingEpa,0
2,regPrev2ReceivingAirYards,0
2,regPrev2ReceivingYardsAfterCatch,0
2,regPrev2Carries,0
2,regPrev2RushingYards,0
2,regPrev2RushingTds,-0.005916915565735667
2,regPrev2TargetShare,0
2,regPrev2AirYardsShare,0
2,regPrev2Wopr,0
2,regPrev2TargetsPerGame,0
2,regPrev2ReceptionsPerGame,0
2,regPrev2ReceivingYardsPerGame,0
2,regPrev2ReceivingTdsPerGame,0
2,regPrev2ReceivingFirstDownsPerGame,0
2,regPrev2ReceivingEpaPerGame,0
2,regPrev2CatchRate,0
2,regPrev2YardsPerTarget,-2.1604322923364944e-4
2,regPrev2YardsPerReception,0
2,regPrev2TdPerTarget,-0.036586205381470435
2,regPrev2AirYardsPerTarget,0
2,regPrev2YacPerReception,0
2,regPrev2RushYardsPerCarry,0
2,regPrev2TeamTargetShareCalc,0
2,regPrev2TeamYardsShareCalc,0
2,regPrev2TeamTdShareCalc,0
2,regPrev2TeamAirYardsShareCalc,0
2,regYearsAvailable,0
2,regWeightedGames,-0.1615855064940058
2,regDeltaGames,0
2,regWeightedTargets,0
2,regDeltaTargets,0
2,regWeightedReceptions,0
2,regDeltaReceptions,0
2,regWeightedReceivingYards,-0.07900667687634985
2,regDeltaReceivingYards,0
2,regWeightedReceivingTds,0
2,regDeltaReceivingTds,0
2,regWeightedReceivingFirstDowns,0
2,regDeltaReceivingFirstDowns,0
2,regWeightedReceivingEpa,0
2,regDeltaReceivingEpa,0
2,regWeightedReceivingAirYards,0
2,regDeltaReceivingAirYards,0
2,regWeightedReceivingYardsAfterCatch,-0.0374273968122747
2,regDeltaReceivingYardsAfterCatch,0
2,regWeightedCarries,0
2,regDeltaCarries,0
2,regWeightedRushingYards,-0.0022489096812350604
2,regDeltaRushingYards,0
2,regWeightedRushingTds,-0.008025701560298325
2,regDeltaRushingTds,0
2,regWeightedTargetShare,0
2,regDeltaTargetShare,0
2,regWeightedAirYardsShare,0
2,regDeltaAirYardsShare,0
2,regWeightedWopr,0
2,regDeltaWopr,0
2,regWeightedTargetsPerGame,0
2,regDeltaTargetsPerGame,0
2,regWeightedReceptionsPerGame,0
2,regDeltaReceptionsPerGame,0
2,regWeightedReceivingYardsPerGame,0
2,regDeltaReceivingYardsPerGame,0
2,regWeightedReceivingTdsPerGame,0
2,regDeltaReceivingTdsPerGame,0
2,regWeightedReceivingFirstDownsPerGame,0
2,regDeltaReceivingFirstDownsPerGame,0
2,regWeightedReceivingEpaPerGame,-0.10351204846808784
2,regDeltaReceivingEpaPerGame,0
2,regWeightedCatchRate,0
2,regDeltaCatchRate,0
2,regWeightedYardsPerTarget,0
2,regDeltaYardsPerTarget,0
2,regWeightedYardsPerReception,0
2,regDeltaYardsPerReception,0
2,regWeightedTdPerTarget,0
2,regDeltaTdPerTarget,0
2,regWeightedAirYardsPerTarget,0
2,regDeltaAirYardsPerTarget,0
2,regWeightedYacPerReception,0
2,regDeltaYacPerReception,0
2,regWeightedRushYardsPerCarry,-0.013571905492634092
2,regDeltaRushYardsPerCarry,0
2,regWeightedTeamTargetShareCalc,0
2,regDeltaTeamTargetShareCalc,0
2,regWeightedTeamYardsShareCalc,0
2,regDeltaTeamYardsShareCalc,0
2,regWeightedTeamTdShareCalc,0
2,regDeltaTeamTdShareCalc,0
2,regWeightedTeamAirYardsShareCalc,0
2,regDeltaTeamAirYardsShareCalc,0
2,snapPrev1SnapGames,0
2,snapPrev1OffenseSnaps,0
2,snapPrev1OffenseSnapsPerGame,0
2,snapPrev1OffensePctMean,0
2,snapPrev1OffensePctMax,0
2,snapPrev1StSnaps,0
2,snapPrev1StSnapsPerGame,0.017535336437864858
2,snapPrev1StPctMean,0
2,snapPrev1OffenseSnapShare,0
2,snapPrev2SnapGames,0
2,snapPrev2OffenseSnaps,0
2,snapPrev2OffenseSnapsPerGame,0
2,snapPrev2OffensePctMean,0
2,snapPrev2OffensePctMax,-0.041145062800585636
2,snapPrev2StSnaps,0
2,snapPrev2StSnapsPerGame,0
2,snapPrev2StPctMean,0
2,snapPrev2OffenseSnapShare,0
2,snapYearsAvailable,0
2,snapWeightedSnapGames,0
2,snapDeltaSnapGames,0
2,snapWeightedOffenseSnaps,0
2,snapDeltaOffenseSnaps,0.004131960419170009
2,snapWeightedOffenseSnapsPerGame,0
2,snapDeltaOffenseSnapsPerGame,0
2,snapWeightedOffensePctMean,0
2,snapDeltaOffensePctMean,0
2,snapWeightedOffensePctMax,-0.037599284465386795
2,snapDeltaOffensePctMax,0
2,snapWeightedStSnaps,0
2,snapDeltaStSnaps,0
2,snapWeightedStSnapsPerGame,0
2,snapDeltaStSnapsPerGame,0
2,snapWeightedStPctMean,0
2,snapDeltaStPctMean,0
2,snapWeightedOffenseSnapShare,0
2,snapDeltaOffenseSnapShare,0
2,ngsPrev1Targets,0
2,ngsPrev1Receptions,0
2,ngsPrev1Yards,0
2,ngsPrev1RecTouchdowns,0
2,ngsPrev1CatchPercentage,0
2,ngsPrev1AvgCushion,0
2,ngsPrev1AvgSeparation,0
2,ngsPrev1AvgIntendedAirYards,0
2,ngsPrev1PercentShareOfIntendedAirYards,0
2,ngsPrev1AvgYac,0
2,ngsPrev1AvgExpectedYac,0
2,ngsPrev1AvgYacAboveExpectation,0
2,ngsPrev1YardsPerTarget,0
2,ngsPrev1YardsPerReception,0
2,ngsPrev1TdPerTarget,0
2,ngsPrev2Targets,0
2,ngsPrev2Receptions,0
2,ngsPrev2Yards,0
2,ngsPrev2RecTouchdowns,0
2,ngsPrev2CatchPercentage,0
2,ngsPrev2AvgCushion,0
2,ngsPrev2AvgSeparation,0
2,ngsPrev2AvgIntendedAirYards,0
2,ngsPrev2PercentShareOfIntendedAirYards,0
2,ngsPrev2AvgYac,0
2,ngsPrev2AvgExpectedYac,0
2,ngsPrev2AvgYacAboveExpectation,0
2,ngsPrev2YardsPerTarget,0
2,ngsPrev2YardsPerReception,0
2,ngsPrev2TdPerTarget,0
2,ngsYearsAvailable,0
2,ngsWeightedTargets,0
2,ngsDeltaTargets,0
2,ngsWeightedReceptions,0
2,ngsDeltaReceptions,0
2,ngsWeightedYards,0
2,ngsDeltaYards,0
2,ngsWeightedRecTouchdowns,0
2,ngsDeltaRecTouchdowns,0
2,ngsWeightedCatchPercentage,0
2,ngsDeltaCatchPercentage,0
2,ngsWeightedAvgCushion,0
2,ngsDeltaAvgCushion,0
2,ngsWeightedAvgSeparation,0
2,ngsDeltaAvgSeparation,0
2,ngsWeightedAvgIntendedAirYards,0
2,ngsDeltaAvgIntendedAirYards,0
2,ngsWeightedPercentShareOfIntendedAirYards,0
2,ngsDeltaPercentShareOfIntendedAirYards,0
2,ngsWeightedAvgYac,0
2,ngsDeltaAvgYac,0
2,ngsWeightedAvgExpectedYac,0
2,ngsDeltaAvgExpectedYac,0
2,ngsWeightedAvgYacAboveExpectation,0
2,ngsDeltaAvgYacAboveExpectation,0
2,ngsWeightedYardsPerTarget,0
2,ngsDeltaYardsPerTarget,0
2,ngsWeightedYardsPerReception,0
2,ngsDeltaYardsPerReception,0
2,ngsWeightedTdPerTarget,0
2,ngsDeltaTdPerTarget,0
2,teamPrev1Games,0.10610365130197405
2,teamPrev1Wins,0
2,teamPrev1Losses,0
2,teamPrev1Ties,0
2,teamPrev1WinPct,0
2,teamPrev1Attempts,0
2,teamPrev1PassingYards,0
2,teamPrev1PassingTds,0
2,teamPrev1PassingEpa,0
2,teamPrev1PassingCpoe,0
2,teamPrev1Carries,0
2,teamPrev1RushingYards,0
2,teamPrev1RushingEpa,0
2,teamPrev1PointsAgainst,0
2,teamPrev1Targets,0
2,teamPrev1ReceivingYards,0
