class,feature,coefficient
2,teamPrev1ReceivingTds,0
2,teamPrev1ReceivingAirYards,0
2,teamPrev1PassRate,0
2,teamPrev1TeamPlays,0
2,teamPrev1PassingYardsPerAttempt,0
2,teamPrev1PassingYardsPerGame,0
2,teamPrev1PassingTdsPerGame,0
2,teamPrev1PassingEpaPerGame,0
2,teamPrev1ReceivingYardsPerTarget,0
2,teamPrev1PassRateDiffLeague,0
2,teamPrev1PassingYardsPerGameDiffLeague,0
2,teamPrev1PassingEpaPerGameDiffLeague,0
2,teamPrev2Games,0
2,teamPrev2Wins,0
2,teamPrev2Losses,0
2,teamPrev2Ties,0
2,teamPrev2WinPct,0
2,teamPrev2Attempts,0
2,teamPrev2PassingYards,0
2,teamPrev2PassingTds,0
2,teamPrev2PassingEpa,0
2,teamPrev2PassingCpoe,0
2,teamPrev2Carries,0
2,teamPrev2RushingYards,0
2,teamPrev2RushingEpa,0
2,teamPrev2PointsAgainst,0
2,teamPrev2Targets,0
2,teamPrev2ReceivingYards,0
2,teamPrev2ReceivingTds,0
2,teamPrev2ReceivingAirYards,0
2,teamPrev2PassRate,0
2,teamPrev2TeamPlays,0
2,teamPrev2PassingYardsPerAttempt,0
2,teamPrev2PassingYardsPerGame,0
2,teamPrev2PassingTdsPerGame,0
2,teamPrev2PassingEpaPerGame,0
2,teamPrev2ReceivingYardsPerTarget,0
2,teamPrev2PassRateDiffLeague,0
2,teamPrev2PassingYardsPerGameDiffLeague,0
2,teamPrev2PassingEpaPerGameDiffLeague,0
2,teamYearsAvailable,0
2,teamWeightedGames,0
2,teamDeltaGames,0
2,teamWeightedWins,0
2,teamDeltaWins,0
2,teamWeightedLosses,0
2,teamDeltaLosses,0
2,teamWeightedTies,0
2,teamDeltaTies,0
2,teamWeightedWinPct,0
2,teamDeltaWinPct,0
2,teamWeightedAttempts,0
2,teamDeltaAttempts,0
2,teamWeightedPassingYards,0
2,teamDeltaPassingYards,0
2,teamWeightedPassingTds,0
2,teamDeltaPassingTds,0
2,teamWeightedPassingEpa,0
2,teamDeltaPassingEpa,0
2,teamWeightedPassingCpoe,0
2,teamDeltaPassingCpoe,0
2,teamWeightedCarries,0
2,teamDeltaCarries,-0.11333986528056249
2,teamWeightedRushingYards,0
2,teamDeltaRushingYards,0
2,teamWeightedRushingEpa,0
2,teamDeltaRushingEpa,0
2,teamWeightedPointsAgainst,0
2,teamDeltaPointsAgainst,0
2,teamWeightedTargets,0
2,teamDeltaTargets,0
2,teamWeightedReceivingYards,0
2,teamDeltaReceivingYards,0
2,teamWeightedReceivingTds,0
2,teamDeltaReceivingTds,0
2,teamWeightedReceivingAirYards,0
2,teamDeltaReceivingAirYards,-0.00794993668763662
2,teamWeightedPassRate,0
2,teamDeltaPassRate,0
2,teamWeightedTeamPlays,0
2,teamDeltaTeamPlays,0
2,teamWeightedPassingYardsPerAttempt,0
2,teamDeltaPassingYardsPerAttempt,0
2,teamWeightedPassingYardsPerGame,-0.02107810750705809
2,teamDeltaPassingYardsPerGame,0
2,teamWeightedPassingTdsPerGame,0
2,teamDeltaPassingTdsPerGame,0
2,teamWeightedPassingEpaPerGame,0
2,teamDeltaPassingEpaPerGame,0
2,teamWeightedReceivingYardsPerTarget,0
2,teamDeltaReceivingYardsPerTarget,0
2,teamWeightedPassRateDiffLeague,0
2,teamDeltaPassRateDiffLeague,0
2,teamWeightedPassingYardsPerGameDiffLeague,0
2,teamDeltaPassingYardsPerGameDiffLeague,0
2,teamWeightedPassingEpaPerGameDiffLeague,0
2,teamDeltaPassingEpaPerGameDiffLeague,0
2,marketPrev1ContractCount,0.03852184310037807
2,marketPrev1MedianTerm,0
2,marketPrev1MedianAav,0
2,marketPrev1MedianAavPerc,0
2,marketPrev1P75AavPerc,0
2,marketPrev1MedianAgeAtSigning,0
2,marketPrev2ContractCount,0
2,marketPrev2MedianTerm,0
2,marketPrev2MedianAav,-0.0940844784019133
2,marketPrev2MedianAavPerc,0
2,marketPrev2P75AavPerc,0
2,marketPrev2MedianAgeAtSigning,0
2,marketWeightedContractCount,0
2,marketDeltaContractCount,0
2,marketWeightedMedianTerm,0
2,marketDeltaMedianTerm,0
2,marketWeightedMedianAav,-0.05777755893621401
2,marketDeltaMedianAav,0
2,marketWeightedMedianAavPerc,0
2,marketDeltaMedianAavPerc,0
2,marketWeightedP75AavPerc,0
2,marketDeltaP75AavPerc,0
2,marketWeightedMedianAgeAtSigning,-0.07399382220448668
2,marketDeltaMedianAgeAtSigning,0
2,combineAvailable_yes,0
2,combineAvailable_unknown,0
2,undraftedFlag_yes,0.13672477927259535
2,playerRefMatched_yes,0
2,prevSignedTeam_ATL,0
2,prevSignedTeam_BAL,0
2,prevSignedTeam_BUF,0
2,prevSignedTeam_CAR,0
2,prevSignedTeam_CHI,0
2,prevSignedTeam_CIN,0
2,prevSignedTeam_CLE,0
2,prevSignedTeam_DAL,-0.0803321754080008
2,prevSignedTeam_DEN,0
2,prevSignedTeam_DET,0
2,prevSignedTeam_GB,0
2,prevSignedTeam_HOU,0
2,prevSignedTeam_IND,0
2,prevSignedTeam_JAX,0
2,prevSignedTeam_KC,0
2,prevSignedTeam_LA,0
2,prevSignedTeam_LAC,0
2,prevSignedTeam_LV,0.003994347284311131
2,prevSignedTeam_MIA,0
2,prevSignedTeam_MIN,0
2,prevSignedTeam_NE,0
2,prevSignedTeam_NO,0.052882742553156406
2,prevSignedTeam_NYG,0
2,prevSignedTeam_NYJ,0
2,prevSignedTeam_PHI,0
2,prevSignedTeam_PIT,0
2,prevSignedTeam_SEA,-0.00954059698632062
2,prevSignedTeam_SF,0
2,prevSignedTeam_TB,0
2,prevSignedTeam_TEN,0.04383763666211185
2,prevSignedTeam_WAS,0
2,prevSignedTeam_unknown,0
2,prev1Team_ATL,0
2,prev1Team_BAL,0.011938332609471212
2,prev1Team_BUF,0
2,prev1Team_CAR,0
2,prev1Team_CHI,0
2,prev1Team_CIN,0
2,prev1Team_CLE,0
2,prev1Team_DAL,0
2,prev1Team_DEN,0
2,prev1Team_DET,0.016656360805143492
2,prev1Team_GB,-0.006605357943099212
2,prev1Team_HOU,0
2,prev1Team_IND,0
2,prev1Team_JAX,0
2,prev1Team_KC,0
2,prev1Team_LA,0
2,prev1Team_LAC,-0.026961290137419484
2,prev1Team_LV,0
2,prev1Team_MIA,-0.005014133563372803
2,prev1Team_MIN,0
2,prev1Team_NE,0.022243610645401743
2,prev1Team_NO,0
2,prev1Team_NYG,0
2,prev1Team_NYJ,0
2,prev1Team_PHI,0
2,prev1Team_PIT,0
2,prev1Team_SEA,0
2,prev1Team_SF,0
2,prev1Team_TB,0
2,prev1Team_TEN,0
2,prev1Team_WAS,0
2,prev1Team_unknown,0
2,prev2Team_ATL,0
2,prev2Team_BAL,0
2,prev2Team_BUF,-0.014978195617259448
2,prev2Team_CAR,0
2,prev2Team_CHI,0
2,prev2Team_CIN,0
2,prev2Team_CLE,0
2,prev2Team_DAL,0
2,prev2Team_DEN,0
2,prev2Team_DET,0
2,prev2Team_GB,0
2,prev2Team_HOU,0.01877064716869005
2,prev2Team_IND,0
2,prev2Team_JAX,0
2,prev2Team_KC,0
2,prev2Team_LA,0
2,prev2Team_LAC,0
2,prev2Team_LV,0
2,prev2Team_MIA,0
2,prev2Team_MIN,0
2,prev2Team_NE,0
2,prev2Team_NO,0
2,prev2Team_NYG,0
2,prev2Team_NYJ,0
2,prev2Team_PHI,0
2,prev2Team_PIT,0
2,prev2Team_SEA,0
2,prev2Team_SF,0
2,prev2Team_TB,0
2,prev2Team_TEN,0
2,prev2Team_WAS,0
2,prev2Team_unknown,0
2,priorTeamSame_yes,0
2,priorTeamSame_unknown,0.2534345584376783
2,regPrev1Available_yes,0
2,regPrev2Available_yes,-3.321270533168478e-4
2,snapPrev1Available_yes,0
2,snapPrev2Available_yes,0
2,ngsPrev1Available_yes,0
2,ngsPrev2Available_yes,0
2,teamPrev1Available_yes,0
2,teamPrev2Available_yes,0
3,(Intercept),0.10005912868992392
3,startYear,0
3,ageAtSigning,0
3,height,0
3,weight,0
3,combineForty,0
3,combineBench,0
3,combineVertical,0
3,combineBroadJump,0
3,combineCone,0
3,combineShuttle,0
3,draftYear,0
3,draftRound,0
3,draftPick,0
3,rookieSeason,0
3,yearsExpAtSigning,0.0018567586418535308
3,playerRefAgeGap,0.3715241041851052
3,playerRefRookieGap,0
3,observedContractNumber,0
3,prevContractStartYear,0
3,prevContractEndYear,0
3,prevContractTerm,0
3,prevContractAav,0.036553768529880896
3,prevContractAavPerc,0
3,gapSincePrevContractEnd,0
3,prev1Season,0
3,prev2Season,0
3,regPrev1Games,0
3,regPrev1Targets,0
3,regPrev1Receptions,0
3,regPrev1ReceivingYards,0
3,regPrev1ReceivingTds,0
3,regPrev1ReceivingFirstDowns,0
3,regPrev1ReceivingEpa,0
3,regPrev1ReceivingAirYards,0
3,regPrev1ReceivingYardsAfterCatch,0
3,regPrev1Carries,0
3,regPrev1RushingYards,0
3,regPrev1RushingTds,0
3,regPrev1TargetShare,0
3,regPrev1AirYardsShare,0
3,regPrev1Wopr,0
3,regPrev1TargetsPerGame,0
3,regPrev1ReceptionsPerGame,0
3,regPrev1ReceivingYardsPerGame,0
3,regPrev1ReceivingTdsPerGame,0
3,regPrev1ReceivingFirstDownsPerGame,0
3,regPrev1ReceivingEpaPerGame,0
3,regPrev1CatchRate,0
3,regPrev1YardsPerTarget,0
3,regPrev1YardsPerReception,0
3,regPrev1TdPerTarget,0
3,regPrev1AirYardsPerTarget,0
3,regPrev1YacPerReception,0
3,regPrev1RushYardsPerCarry,0
3,regPrev1TeamTargetShareCalc,0
3,regPrev1TeamYardsShareCalc,0
3,regPrev1TeamTdShareCalc,0
3,regPrev1TeamAirYardsShareCalc,0
3,regPrev2Games,0
3,regPrev2Targets,0
3,regPrev2Receptions,0
3,regPrev2ReceivingYards,0
3,regPrev2ReceivingTds,0
3,regPrev2ReceivingFirstDowns,0
3,regPrev2ReceivingEpa,0
3,regPrev2ReceivingAirYards,0
3,regPrev2ReceivingYardsAfterCatch,0
3,regPrev2Carries,0
3,regPrev2RushingYards,0
3,regPrev2RushingTds,0
3,regPrev2TargetShare,0
3,regPrev2AirYardsShare,0
3,regPrev2Wopr,0
3,regPrev2TargetsPerGame,0
3,regPrev2ReceptionsPerGame,0
3,regPrev2ReceivingYardsPerGame,0
3,regPrev2ReceivingTdsPerGame,0
3,regPrev2ReceivingFirstDownsPerGame,0
3,regPrev2ReceivingEpaPerGame,0
3,regPrev2CatchRate,0
3,regPrev2YardsPerTarget,0
3,regPrev2YardsPerReception,0
3,regPrev2TdPerTarget,0
3,regPrev2AirYardsPerTarget,0
3,regPrev2YacPerReception,0
3,regPrev2RushYardsPerCarry,0
3,regPrev2TeamTargetShareCalc,0
3,regPrev2TeamYardsShareCalc,0
3,regPrev2TeamTdShareCalc,0
3,regPrev2TeamAirYardsShareCalc,0
3,regYearsAvailable,0
3,regWeightedGames,0
3,regDeltaGames,0
3,regWeightedTargets,0
3,regDeltaTargets,0
3,regWeightedReceptions,0
3,regDeltaReceptions,0
3,regWeightedReceivingYards,0
3,regDeltaReceivingYards,0
3,regWeightedReceivingTds,0
3,regDeltaReceivingTds,0
3,regWeightedReceivingFirstDowns,0
3,regDeltaReceivingFirstDowns,0
3,regWeightedReceivingEpa,0
3,regDeltaReceivingEpa,0
3,regWeightedReceivingAirYards,0
3,regDeltaReceivingAirYards,0
3,regWeightedReceivingYardsAfterCatch,0
3,regDeltaReceivingYardsAfterCatch,0
3,regWeightedCarries,0
3,regDeltaCarries,0
3,regWeightedRushingYards,0
3,regDeltaRushingYards,0
3,regWeightedRushingTds,0
3,regDeltaRushingTds,0
3,regWeightedTargetShare,0
3,regDeltaTargetShare,0
3,regWeightedAirYardsShare,0
3,regDeltaAirYardsShare,0
3,regWeightedWopr,0
3,regDeltaWopr,0
3,regWeightedTargetsPerGame,0
3,regDeltaTargetsPerGame,0
3,regWeightedReceptionsPerGame,0
3,regDeltaReceptionsPerGame,0
3,regWeightedReceivingYardsPerGame,0
3,regDeltaReceivingYardsPerGame,0
3,regWeightedReceivingTdsPerGame,0
3,regDeltaReceivingTdsPerGame,0
3,regWeightedReceivingFirstDownsPerGame,0
3,regDeltaReceivingFirstDownsPerGame,0
3,regWeightedReceivingEpaPerGame,0
3,regDeltaReceivingEpaPerGame,0
3,regWeightedCatchRate,0
3,regDeltaCatchRate,0
3,regWeightedYardsPerTarget,0
3,regDeltaYardsPerTarget,0
3,regWeightedYardsPerReception,0
3,regDeltaYardsPerReception,0
3,regWeightedTdPerTarget,0
3,regDeltaTdPerTarget,0
3,regWeightedAirYardsPerTarget,0
3,regDeltaAirYardsPerTarget,0
3,regWeightedYacPerReception,0
3,regDeltaYacPerReception,0
3,regWeightedRushYardsPerCarry,0
3,regDeltaRushYardsPerCarry,0
3,regWeightedTeamTargetShareCalc,0
3,regDeltaTeamTargetShareCalc,0
3,regWeightedTeamYardsShareCalc,0
3,regDeltaTeamYardsShareCalc,0
3,regWeightedTeamTdShareCalc,0
3,regDeltaTeamTdShareCalc,0
3,regWeightedTeamAirYardsShareCalc,0
3,regDeltaTeamAirYardsShareCalc,0
3,snapPrev1SnapGames,0
3,snapPrev1OffenseSnaps,0
3,snapPrev1OffenseSnapsPerGame,0
3,snapPrev1OffensePctMean,0
3,snapPrev1OffensePctMax,0
3,snapPrev1StSnaps,0
3,snapPrev1StSnapsPerGame,0
3,snapPrev1StPctMean,0
3,snapPrev1OffenseSnapShare,0
3,snapPrev2SnapGames,0
3,snapPrev2OffenseSnaps,0
3,snapPrev2OffenseSnapsPerGame,0
3,snapPrev2OffensePctMean,0
3,snapPrev2OffensePctMax,0
3,snapPrev2StSnaps,0
3,snapPrev2StSnapsPerGame,0
3,snapPrev2StPctMean,0
3,snapPrev2OffenseSnapShare,0
3,snapYearsAvailable,0
3,snapWeightedSnapGames,0
3,snapDeltaSnapGames,0
3,snapWeightedOffenseSnaps,0
3,snapDeltaOffenseSnaps,0
3,snapWeightedOffenseSnapsPerGame,0
3,snapDeltaOffenseSnapsPerGame,0
3,snapWeightedOffensePctMean,0
3,snapDeltaOffensePctMean,0
3,snapWeightedOffensePctMax,0
3,snapDeltaOffensePctMax,0
3,snapWeightedStSnaps,0
3,snapDeltaStSnaps,0
3,snapWeightedStSnapsPerGame,0
3,snapDeltaStSnapsPerGame,0
3,snapWeightedStPctMean,0
3,snapDeltaStPctMean,0
3,snapWeightedOffenseSnapShare,0
3,snapDeltaOffenseSnapShare,0
3,ngsPrev1Targets,0
3,ngsPrev1Receptions,0
3,ngsPrev1Yards,0
3,ngsPrev1RecTouchdowns,0
3,ngsPrev1CatchPercentage,0
3,ngsPrev1AvgCushion,0.0947680856142109
3,ngsPrev1AvgSeparation,0
3,ngsPrev1AvgIntendedAirYards,0
3,ngsPrev1PercentShareOfIntendedAirYards,0
3,ngsPrev1AvgYac,0.005635859248406407
3,ngsPrev1AvgExpectedYac,0
3,ngsPrev1AvgYacAboveExpectation,0.11007845745262673
3,ngsPrev1YardsPerTarget,0
3,ngsPrev1YardsPerReception,0.024505518061689803
3,ngsPrev1TdPerTarget,0
3,ngsPrev2Targets,0
3,ngsPrev2Receptions,0
3,ngsPrev2Yards,0
3,ngsPrev2RecTouchdowns,0
3,ngsPrev2CatchPercentage,0
3,ngsPrev2AvgCushion,0
3,ngsPrev2AvgSeparation,0
3,ngsPrev2AvgIntendedAirYards,0
3,ngsPrev2PercentShareOfIntendedAirYards,0
3,ngsPrev2AvgYac,0
3,ngsPrev2AvgExpectedYac,0
3,ngsPrev2AvgYacAboveExpectation,0
3,ngsPrev2YardsPerTarget,0
3,ngsPrev2YardsPerReception,0
3,ngsPrev2TdPerTarget,0
3,ngsYearsAvailable,0
3,ngsWeightedTargets,0
3,ngsDeltaTargets,0
3,ngsWeightedReceptions,0
3,ngsDeltaReceptions,0
3,ngsWeightedYards,0
3,ngsDeltaYards,0
3,ngsWeightedRecTouchdowns,0
3,ngsDeltaRecTouchdowns,0.0019020912333132254
3,ngsWeightedCatchPercentage,0
3,ngsDeltaCatchPercentage,0
3,ngsWeightedAvgCushion,0
3,ngsDeltaAvgCushion,0
3,ngsWeightedAvgSeparation,0
3,ngsDeltaAvgSeparation,0
3,ngsWeightedAvgIntendedAirYards,0
3,ngsDeltaAvgIntendedAirYards,0
3,ngsWeightedPercentShareOfIntendedAirYards,0
3,ngsDeltaPercentShareOfIntendedAirYards,0
3,ngsWeightedAvgYac,0
3,ngsDeltaAvgYac,0
3,ngsWeightedAvgExpectedYac,0
3,ngsDeltaAvgExpectedYac,0
3,ngsWeightedAvgYacAboveExpectation,0
3,ngsDeltaAvgYacAboveExpectation,0
3,ngsWeightedYardsPerTarget,0
3,ngsDeltaYardsPerTarget,0
3,ngsWeightedYardsPerReception,0
3,ngsDeltaYardsPerReception,0
3,ngsWeightedTdPerTarget,0
3,ngsDeltaTdPerTarget,0
3,teamPrev1Games,0
3,teamPrev1Wins,0
3,teamPrev1Losses,0
3,teamPrev1Ties,0
3,teamPrev1WinPct,0
3,teamPrev1Attempts,0
3,teamPrev1PassingYards,0
3,teamPrev1PassingTds,0
3,teamPrev1PassingEpa,0
3,teamPrev1PassingCpoe,0
3,teamPrev1Carries,0
3,teamPrev1RushingYards,0
3,teamPrev1RushingEpa,0
3,teamPrev1PointsAgainst,0
3,teamPrev1Targets,0
3,teamPrev1ReceivingYards,0
3,teamPrev1ReceivingTds,0
3,teamPrev1ReceivingAirYards,0
3,teamPrev1PassRate,0
3,teamPrev1TeamPlays,0
3,teamPrev1PassingYardsPerAttempt,0
3,teamPrev1PassingYardsPerGame,0
3,teamPrev1PassingTdsPerGame,0
3,teamPrev1PassingEpaPerGame,0
3,teamPrev1ReceivingYardsPerTarget,0
3,teamPrev1PassRateDiffLeague,0
3,teamPrev1PassingYardsPerGameDiffLeague,0
3,teamPrev1PassingEpaPerGameDiffLeague,0
3,teamPrev2Games,0
3,teamPrev2Wins,0
3,teamPrev2Losses,0
3,teamPrev2Ties,0
3,teamPrev2WinPct,0
3,teamPrev2Attempts,0
3,teamPrev2PassingYards,0
3,teamPrev2PassingTds,0
3,teamPrev2PassingEpa,0
3,teamPrev2PassingCpoe,0
3,teamPrev2Carries,0
3,teamPrev2RushingYards,0
3,teamPrev2RushingEpa,0
3,teamPrev2PointsAgainst,0
3,teamPrev2Targets,0
3,teamPrev2ReceivingYards,0
3,teamPrev2ReceivingTds,0
3,teamPrev2ReceivingAirYards,0.015103251903524925
3,teamPrev2PassRate,0
3,teamPrev2TeamPlays,0
3,teamPrev2PassingYardsPerAttempt,0
3,teamPrev2PassingYardsPerGame,0
3,teamPrev2PassingTdsPerGame,0
3,teamPrev2PassingEpaPerGame,0
3,teamPrev2ReceivingYardsPerTarget,0
3,teamPrev2PassRateDiffLeague,0
3,teamPrev2PassingYardsPerGameDiffLeague,0
3,teamPrev2PassingEpaPerGameDiffLeague,0
3,teamYearsAvailable,0
3,teamWeightedGames,0
3,teamDeltaGames,0
3,teamWeightedWins,0
3,teamDeltaWins,0
3,teamWeightedLosses,0
3,teamDeltaLosses,0
3,teamWeightedTies,0
3,teamDeltaTies,0
3,teamWeightedWinPct,0
3,teamDeltaWinPct,0
3,teamWeightedAttempts,0
3,teamDeltaAttempts,0
3,teamWeightedPassingYards,0
3,teamDeltaPassingYards,0
3,teamWeightedPassingTds,0
3,teamDeltaPassingTds,0
3,teamWeightedPassingEpa,0
3,teamDeltaPassingEpa,0
3,teamWeightedPassingCpoe,0
3,teamDeltaPassingCpoe,0
3,teamWeightedCarries,0
3,teamDeltaCarries,0
3,teamWeightedRushingYards,0
3,teamDeltaRushingYards,0
3,teamWeightedRushingEpa,0
3,teamDeltaRushingEpa,0
3,teamWeightedPointsAgainst,0
3,teamDeltaPointsAgainst,0
3,teamWeightedTargets,0
3,teamDeltaTargets,0
3,teamWeightedReceivingYards,0
3,teamDeltaReceivingYards,0
3,teamWeightedReceivingTds,0
3,teamDeltaReceivingTds,0
3,teamWeightedReceivingAirYards,0.1609681001925314
3,teamDeltaReceivingAirYards,0
3,teamWeightedPassRate,0
3,teamDeltaPassRate,0
3,teamWeightedTeamPlays,0
3,teamDeltaTeamPlays,0
3,teamWeightedPassingYardsPerAttempt,0
3,teamDeltaPassingYardsPerAttempt,0
3,teamWeightedPassingYardsPerGame,0
3,teamDeltaPassingYardsPerGame,0
3,teamWeightedPassingTdsPerGame,0
3,teamDeltaPassingTdsPerGame,0
3,teamWeightedPassingEpaPerGame,0
3,teamDeltaPassingEpaPerGame,0
3,teamWeightedReceivingYardsPerTarget,0
3,teamDeltaReceivingYardsPerTarget,0
3,teamWeightedPassRateDiffLeague,0
3,teamDeltaPassRateDiffLeague,0
3,teamWeightedPassingYardsPerGameDiffLeague,0
3,teamDeltaPassingYardsPerGameDiffLeague,0
3,teamWeightedPassingEpaPerGameDiffLeague,0
3,teamDeltaPassingEpaPerGameDiffLeague,0
3,marketPrev1ContractCount,0
3,marketPrev1MedianTerm,0
3,marketPrev1MedianAav,0
3,marketPrev1MedianAavPerc,0
3,marketPrev1P75AavPerc,0
3,marketPrev1MedianAgeAtSigning,0
3,marketPrev2ContractCount,0
3,marketPrev2MedianTerm,0
3,marketPrev2MedianAav,0
3,marketPrev2MedianAavPerc,0
3,marketPrev2P75AavPerc,0
3,marketPrev2MedianAgeAtSigning,0
3,marketWeightedContractCount,0
3,marketDeltaContractCount,0
3,marketWeightedMedianTerm,0
3,marketDeltaMedianTerm,0
3,marketWeightedMedianAav,0
3,marketDeltaMedianAav,0
3,marketWeightedMedianAavPerc,0
3,marketDeltaMedianAavPerc,0
3,marketWeightedP75AavPerc,0
3,marketDeltaP75AavPerc,0
3,marketWeightedMedianAgeAtSigning,0
3,marketDeltaMedianAgeAtSigning,0
3,combineAvailable_yes,0
3,combineAvailable_unknown,0.26899134037943573
3,undraftedFlag_yes,0
3,playerRefMatched_yes,-2.0040704900512455e-14
3,prevSignedTeam_ATL,0
3,prevSignedTeam_BAL,0
3,prevSignedTeam_BUF,0
3,prevSignedTeam_CAR,0
3,prevSignedTeam_CHI,0
3,prevSignedTeam_CIN,-0.016744011407444585
3,prevSignedTeam_CLE,0
3,prevSignedTeam_DAL,0
3,prevSignedTeam_DEN,0
3,prevSignedTeam_DET,0
3,prevSignedTeam_GB,0
3,prevSignedTeam_HOU,0
3,prevSignedTeam_IND,0
3,prevSignedTeam_JAX,0
3,prevSignedTeam_KC,0
3,prevSignedTeam_LA,0
3,prevSignedTeam_LAC,0
3,prevSignedTeam_LV,0
3,prevSignedTeam_MIA,0
3,prevSignedTeam_MIN,0
3,prevSignedTeam_NE,0
3,prevSignedTeam_NO,0
3,prevSignedTeam_NYG,0
3,prevSignedTeam_NYJ,0
3,prevSignedTeam_PHI,0
3,prevSignedTeam_PIT,0
3,prevSignedTeam_SEA,0
3,prevSignedTeam_SF,0
3,prevSignedTeam_TB,0
3,prevSignedTeam_TEN,0
3,prevSignedTeam_WAS,0
3,prevSignedTeam_unknown,0.6623026889473822
3,prev1Team_ATL,0
3,prev1Team_BAL,0
3,prev1Team_BUF,0
3,prev1Team_CAR,0.01513297535919936
3,prev1Team_CHI,0
3,prev1Team_CIN,-0.030392788301632376
3,prev1Team_CLE,0
3,prev1Team_DAL,0
3,prev1Team_DEN,0
3,prev1Team_DET,0
3,prev1Team_GB,0
3,prev1Team_HOU,0
3,prev1Team_IND,0
3,prev1Team_JAX,0
3,prev1Team_KC,0
3,prev1Team_LA,0.02670670365132719
3,prev1Team_LAC,0
3,prev1Team_LV,0
3,prev1Team_MIA,0
3,prev1Team_MIN,0
3,prev1Team_NE,0
3,prev1Team_NO,-0.02014460223168279
3,prev1Team_NYG,0
3,prev1Team_NYJ,-0.026909166328197606
3,prev1Team_PHI,0
3,prev1Team_PIT,0
3,prev1Team_SEA,0
3,prev1Team_SF,0
3,prev1Team_TB,0
3,prev1Team_TEN,0
3,prev1Team_WAS,0
3,prev1Team_unknown,0
3,prev2Team_ATL,0
3,prev2Team_BAL,0
3,prev2Team_BUF,0.022662859423686316
3,prev2Team_CAR,0
3,prev2Team_CHI,0
3,prev2Team_CIN,0
3,prev2Team_CLE,0
3,prev2Team_DAL,0
3,prev2Team_DEN,0
3,prev2Team_DET,0
3,prev2Team_GB,0
3,prev2Team_HOU,0
3,prev2Team_IND,0
3,prev2Team_JAX,0
3,prev2Team_KC,0
3,prev2Team_LA,0
3,prev2Team_LAC,0
3,prev2Team_LV,0.0034169657027552816
3,prev2Team_MIA,0
3,prev2Team_MIN,0
3,prev2Team_NE,0
3,prev2Team_NO,0
3,prev2Team_NYG,0
3,prev2Team_NYJ,0
3,prev2Team_PHI,0
3,prev2Team_PIT,0
3,prev2Team_SEA,0
3,prev2Team_SF,0
3,prev2Team_TB,0
3,prev2Team_TEN,0
3,prev2Team_WAS,0
3,prev2Team_unknown,0
3,priorTeamSame_yes,0
3,priorTeamSame_unknown,0
3,regPrev1Available_yes,0
3,regPrev2Available_yes,0
3,snapPrev1Available_yes,0
3,snapPrev2Available_yes,0
3,ngsPrev1Available_yes,0.012768846971843481
3,ngsPrev2Available_yes,0
3,teamPrev1Available_yes,0
3,teamPrev2Available_yes,0
4,(Intercept),-1.3193489447931994
4,startYear,0
4,ageAtSigning,0
4,height,0
4,weight,0
4,combineForty,0
4,combineBench,0
4,combineVertical,0
4,combineBroadJump,0
4,combineCone,0
4,combineShuttle,0.0357230822666304
4,draftYear,0
4,draftRound,0
4,draftPick,0
4,rookieSeason,0
4,yearsExpAtSigning,0
4,playerRefAgeGap,0
4,playerRefRookieGap,0
4,observedContractNumber,0
4,prevContractStartYear,0
4,prevContractEndYear,0
4,prevContractTerm,0
4,prevContractAav,0
4,prevContractAavPerc,0
4,gapSincePrevContractEnd,0
4,prev1Season,0
4,prev2Season,0
4,regPrev1Games,0
4,regPrev1Targets,0
4,regPrev1Receptions,0
4,regPrev1ReceivingYards,0
4,regPrev1ReceivingTds,0
4,regPrev1ReceivingFirstDowns,0
4,regPrev1ReceivingEpa,0.16864472475614617
4,regPrev1ReceivingAirYards,0
4,regPrev1ReceivingYardsAfterCatch,0
4,regPrev1Carries,0
4,regPrev1RushingYards,0.06491223526943853
4,regPrev1RushingTds,0
4,regPrev1TargetShare,0
4,regPrev1AirYardsShare,0
4,regPrev1Wopr,0
4,regPrev1TargetsPerGame,0
4,regPrev1ReceptionsPerGame,0
4,regPrev1ReceivingYardsPerGame,0
4,regPrev1ReceivingTdsPerGame,0
4,regPrev1ReceivingFirstDownsPerGame,0
4,regPrev1ReceivingEpaPerGame,0
4,regPrev1CatchRate,0
4,regPrev1YardsPerTarget,0
4,regPrev1YardsPerReception,0
4,regPrev1TdPerTarget,0
4,regPrev1AirYardsPerTarget,0
4,regPrev1YacPerReception,0
4,regPrev1RushYardsPerCarry,0
4,regPrev1TeamTargetShareCalc,0
4,regPrev1TeamYardsShareCalc,0
4,regPrev1TeamTdShareCalc,0
4,regPrev1TeamAirYardsShareCalc,0
4,regPrev2Games,0
4,regPrev2Targets,0
4,regPrev2Receptions,0
4,regPrev2ReceivingYards,0
4,regPrev2ReceivingTds,0
4,regPrev2ReceivingFirstDowns,0
4,regPrev2ReceivingEpa,0
4,regPrev2ReceivingAirYards,0
4,regPrev2ReceivingYardsAfterCatch,0
4,regPrev2Carries,0
4,regPrev2RushingYards,0
4,regPrev2RushingTds,0
4,regPrev2TargetShare,0
4,regPrev2AirYardsShare,0
4,regPrev2Wopr,0
4,regPrev2TargetsPerGame,0
4,regPrev2ReceptionsPerGame,0
4,regPrev2ReceivingYardsPerGame,0
4,regPrev2ReceivingTdsPerGame,0
4,regPrev2ReceivingFirstDownsPerGame,0
