modelId,modelFamily,engine,package,status,predictorCount,trainRows,validateRows,fitSeconds,predictSeconds,mnLogLoss,rocAuc,brier,accuracy,mse,rmse,mae,rsq,notes,task,tuningMethod,selectionRule,primaryMetric,cvMetricMean,cvMetricStdErr,foldCount,initialSize,bayesIter,gridSize,mtry,trees,min_n,.config
aavPerc_rf,random_forest,ranger,ranger,ok,504,2795,91,76.97599999999966,0.10800000000017462,NA,NA,NA,NA,3.570226452635343e-5,0.005975137197282873,0.00305947026632356,0.8841914728545693,NA,aavPerc,bayes,best,rmse,0.01036686887901557,9.36224947311057e-4,5,10,15,NA,143,978,5,iter13
