modelId,modelFamily,engine,package,status,predictorCount,trainRows,validateRows,fitSeconds,predictSeconds,mnLogLoss,rocAuc,brier,accuracy,mse,rmse,mae,rsq,notes,task,tuningMethod,selectionRule,primaryMetric,cvMetricMean,cvMetricStdErr,foldCount,initialSize,bayesIter,gridSize,mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,sample_size,.config
term_xgb,boosted_tree,xgboost,xgboost,ok,500,2795,91,14.190000000000055,0.18399999999996908,0.5365809061103771,0.6747888239116309,0.05676799524009275,0.8241758241758241,NA,NA,NA,NA,NA,term,bayes,best,mn_log_loss,0.7875319271173284,0.04484527564314386,5,12,18,NA,92,1251,10,4,0.005249286069883381,1.6009406041968578e-4,0.9455826829545666,iter09
