modelId,modelFamily,engine,package,status,predictorCount,trainRows,validateRows,fitSeconds,predictSeconds,mnLogLoss,rocAuc,brier,accuracy,mse,rmse,mae,rsq,notes,task,tuningMethod,selectionRule,primaryMetric,cvMetricMean,cvMetricStdErr,foldCount,initialSize,bayesIter,gridSize,mtry,trees,min_n,tree_depth,learn_rate,loss_reduction,sample_size,.config
aavPerc_xgb,boosted_tree,xgboost,xgboost,ok,504,2795,91,2.0140000000001237,0.07099999999991269,NA,NA,NA,NA,3.254255351855414e-5,0.005704608095088929,0.0027775857677785573,0.896642911991155,NA,aavPerc,bayes,best,rmse,0.009600793140878455,7.326532790391054e-4,5,12,18,NA,105,1352,48,2,0.07588056715039414,1.0659873028235936e-6,0.9804134398309747,iter04
