modelId,modelFamily,engine,package,status,predictorCount,trainRows,validateRows,fitSeconds,predictSeconds,mnLogLoss,rocAuc,brier,accuracy,mse,rmse,mae,rsq,notes,task,tuningMethod,selectionRule,primaryMetric,cvMetricMean,cvMetricStdErr,foldCount,initialSize,bayesIter,gridSize,lambda,.config
term_ll,lasso_multinomial,glmnet,glmnet,ok,500,2795,91,19.22799999999998,0.1810000000000116,0.5919750803093565,0.6422595841455491,0.060119173467907634,0.8131868131868132,NA,NA,NA,NA,NA,term,cv_grid,best,mn_log_loss,0.832473724169495,0.022121365260662475,5,NA,NA,40,0.008886238162743398,pre0_mod24_post0
