modelId,modelFamily,engine,package,status,predictorCount,trainRows,validateRows,fitSeconds,predictSeconds,mnLogLoss,rocAuc,brier,accuracy,mse,rmse,mae,rsq,notes,task,tuningMethod,selectionRule,primaryMetric,cvMetricMean,cvMetricStdErr,foldCount,initialSize,bayesIter,gridSize,lambda,.config
aavPerc_rl,ridge_linear,glmnet,glmnet,ok,504,2795,91,0.6239999999997963,0.0820000000003347,NA,NA,NA,NA,3.5323407040435666e-5,0.005943349816428078,0.003857873737207975,0.8886133800357118,NA,aavPerc,cv_grid,best,rmse,0.010295096984308933,5.650626501079606e-4,5,NA,NA,40,0.0027283333764867666,pre0_mod20_post0
