contractRowId,playerName,playerKey,playerId,pfrId,pairId,termModelId,aavModelId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,expectedTerm,modalTerm,modalTermProb,expectedAavPerc,expectedAav,modalAavPerc,modalAav,impliedCap2026,predictedTerm,.pred_1,.pred_2,.pred_3,.pred_4,.pred_5,prevContractTerm,prevContractAav,prevContractAavPerc,regWeightedTargets,regWeightedReceptions,regWeightedReceivingYards,regWeightedReceivingTds,regWeightedTargetShare,snapWeightedOffensePctMean,ngsWeightedYardsPerTarget,marketPrev1MedianAavPerc,prevContractAavMillions,expectedAavMillions,modalAavMillions
5457,Braydon Johnson,braydon johnson,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,BUF,1.480934708427864,1,0.7182185220297587,0.008845400387373926,2667660.4342873753,0.0075904908606647436,2289195.6563909547,301587301.5873016,1,0.7182185220297587,0.09387966745396938,0.1786694931354264,0.007213214820339743,0.002019102560505632,3,903333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.903333,2.667660434287375,2.289195656390955
5559,Mike Woods,mike woods,00-0037300,WoodMi00,glm_pair,term_ll_final,aavPerc_rl_final,26,4,CLE,1.1214371226261262,1,0.9061467901281147,0.008461265121177274,2551810.1159106065,0.008193813190831688,2471150.0099333664,301587301.5873016,1,0.9061467901281147,0.07232254933742457,0.01628791645905881,0.004432235931023914,8.105081443780075e-4,4,957072,0.0046,17,7,65,0,0.02681388012618296,0.838,NA,0.0042,0.957072,2.5518101159106066,2.4711500099333663
5506,Jalen Cropper,jalen cropper,00-0038740,MoreJa01,glm_pair,term_ll_final,aavPerc_rl_final,24,3,DAL,1.1275579018898165,1,0.9044133305471586,0.008292003130581054,2500762.848905397,0.007994778980077215,2411123.819388367,301587301.5873016,1,0.9044133305471586,0.07131249030475571,0.017460323345475953,0.00593065831633057,8.831974862792757e-4,2,877500,0.0034,0,0,0,0,0,0.09555555555555556,NA,0.0042,0.8775,2.500762848905397,2.411123819388367
5466,Chris Moore,chris moore,00-0032398,MoorCh00,glm_pair,term_ll_final,aavPerc_rl_final,32,10,WAS,1.0534744065383235,1,0.9633769370572756,0.00823280801065705,2482910.35242038,0.008090130167057523,2439880.526572904,301587301.5873016,1,0.9633769370572756,0.024613600157624267,0.007967326252035565,0.0032423922556298365,7.997442774346697e-4,1,1255000,0.0045,23,11,207,1,0.05324074074074074,0.3538095238095238,NA,0.0042,1.255,2.48291035242038,2.439880526572904
5605,Zay Jones,zay jones,00-0033891,JoneZa00,glm_pair,term_ll_final,aavPerc_rl_final,30,9,ARI,1.0608696193264195,1,0.9574615780808675,0.008228986513256964,2481757.837331466,0.00807089911423094,2434080.685244252,301587301.5873016,1,0.9574615780808675,0.029295416672104103,0.008859407233542893,0.003679003866711473,7.045941467738167e-4,1,2400000,0.0086,15.666666666666666,10.666666666666666,150,0,0.02645978144210199,0.4459848484848485,NA,0.0042,2.4,2.481757837331466,2.434080685244252
5568,Rakim Jarrett,rakim jarrett,00-0038821,JarrRa00,glm_pair,term_ll_final,aavPerc_rl_final,25,3,TB,1.153994592767872,1,0.8834126229295989,0.008222121418251084,2479687.4118535016,0.007864928798715217,2371962.65358078,301587301.5873016,1,0.8834126229295989,0.08916037604360112,0.019240549094319853,0.0063926891942903035,0.0017937627381900084,3,906667,0.004,11,9,124,0,0.01953818827708703,0.325,NA,0.0042,0.906667,2.4796874118535017,2.37196265358078
5539,Keytaon Thompson,keytaon thompson,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,DET,1.4709356416374004,1,0.7240758138777956,0.008099014286764978,2442559.8642624537,0.0068701973042944895,2071964.2663745289,301587301.5873016,1,0.7240758138777956,0.0919305500339761,0.1749529988775617,0.00706345499436495,0.0019771822163015557,3,900000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.9,2.4425598642624538,2.071964266374529
5485,Diontae Johnson,diontae johnson,00-0035216,JohnDi01,glm_pair,term_ll_final,aavPerc_rl_final,29,7,CLE,1.0986971675092037,1,0.9290208679509965,0.007973194230416406,2404614.1329827257,0.007731091414268445,2331598.9979539756,301587301.5873016,1,0.9290208679509965,0.05004144000449031,0.015307718321183163,0.004479604030973203,0.0011503696923568364,1,1170000,0.0042,67,33,375,3,0.1293436293436293,0.5516666666666666,5.597014925373134,0.0042,1.17,2.4046141329827257,2.3315989979539755
5601,Tyrone Scott,tyrone scott,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,KC,1.4645874420214362,1,0.727733584388004,0.00796538984740655,2402260.430170229,0.006753335577936173,2036720.2536632905,301587301.5873016,1,0.727733584388004,0.09081139846498179,0.17253894729122365,0.006966130449155387,0.0019499394066352525,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333,2.4022604301702293,2.0367202536632907
5493,Elijah Moore,elijah moore,00-0036980,MoorEl00,glm_pair,term_ll_final,aavPerc_rl_final,25,5,BUF,1.1322465236945096,1,0.9171405534730462,0.007831263907265703,2361809.7498102924,0.007453573945883566,2247903.253520441,301587301.5873016,1,0.9171405534730462,0.04563493439058228,0.026644653831174904,0.008997151579209092,0.001582706725987545,1,2500000,0.009,45.333333333333336,26.333333333333332,254,0.3333333333333333,0.07728816387101589,0.4619825708061002,5.2745098039215685,0.0042,2.5,2.3618097498102926,2.2479032535204406
