contractRowId,playerName,playerKey,playerId,pfrId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,termScenario,aavPercPrediction,impliedCap2026,aavPrediction,aavPredictionMillions,termProbability,pairId,termModelId,aavModelId,weightedAavPercContribution,weightedAavContribution,prevContractTerm,prevContractAav,prevContractAavPerc,regWeightedTargets,regWeightedReceptions,regWeightedReceivingYards,regWeightedReceivingTds,regWeightedTargetShare,snapWeightedOffensePctMean,ngsWeightedYardsPerTarget,marketPrev1MedianAavPerc,prevContractAavMillions
5587,Tay Martin,tay martin,00-0037524,MartTa00,28,4,WAS,3,0.004930715689330887,301587301.5873016,1487041.239639474,1.487041239639474,0.002944180660900734,glm_pair,term_ll_final,aavPerc_rl_final,1.451691777692783e-5,4378.118059708394,1,840000,0.003,2,1.6666666666666667,31.666666666666668,0.3333333333333333,0.00440134414493388,0.13333333333333333,NA,0.0042,0.84
5461,Bryce Ford-Wheaton,bryce ford wheaton,00-0038477,FordBr00,26,3,NYG,4,0.021794523300404416,301587301.5873016,6572951.471550539,6.572951471550539,0.0028700699016328394,glm_pair,term_ll_final,aavPerc_rl_final,6.255180534492633e-5,18864.830183390484,3,905000,0.004,0,0,0,0,0,0.00285714285714285,NA,0.0042,0.905
5603,Xavier Malone,xavier malone,00-0038928,NA,26,3,ATL,5,0.027184555198340114,301587301.5873016,8198516.647118448,8.198516647118447,0.002863820665676256,glm_pair,term_ll_final,aavPerc_rl_final,7.785169096422331e-5,23479.08140190862,3,901667,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.901667
5500,Hunter Renfrow,hunter renfrow,00-0034983,RenfHu00,30,7,CAR,4,0.021805865816986524,301587301.5873016,6576372.2305197455,6.576372230519746,0.0028289574979276752,glm_pair,term_ll_final,aavPerc_rl_final,6.168786760176882e-5,18604.277530692183,1,1220000,0.0044,26,15,89,2,0.05416666666666667,0.4916666666666667,NA,0.0042,1.22
5573,Rondale Moore,rondale moore,00-0036936,MoorRo02,25,5,MIN,5,0.028409517505402267,301587301.5873016,8567949.723851478,8.567949723851477,0.0027779450099612232,glm_pair,term_ll_final,aavPerc_rl_final,7.892007738953824e-5,23801.293180971854,1,2000000,0.0072,NA,NA,NA,NA,NA,NA,NA,0.0042,2
5465,Chris Coleman,chris coleman,00-0019038,ColeCh01,48,26,MIA,3,0.002853996844301143,301587301.5873016,860729.2070114559,0.8607292070114559,0.0027668376008994308,glm_pair,term_ll_final,aavPerc_rl_final,7.896545781660721e-6,2381.497934151646,3,900000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.9
5468,Collin Johnson,collin johnson,00-0036254,JohnCo01,28,6,LV,4,0.01834917430934445,301587301.5873016,5533877.966310231,5.533877966310231,0.0027620501905805607,glm_pair,term_ll_final,aavPerc_rl_final,5.068134039812076e-5,15284.84869149674,1,1170000,0.0042,2,1,6,0,0.00380228136882129,0.05444444444444445,NA,0.0042,1.17
5463,Cedrick Wilson,cedrick wilson,00-0020452,WilsCe00,47,25,MIA,3,0.0018205211688488655,301587301.5873016,549046.0667956896,0.5490460667956897,0.0027226227975440426,glm_pair,term_ll_final,aavPerc_rl_final,4.956592437719448e-6,1494.8453383598337,1,1170000,0.0042,NA,NA,NA,NA,NA,NA,NA,0.0042,1.17
5592,Tre’Shaun Harrison,tre shaun harrison,00-0038844,HarrTr02,25,3,TEN,5,0.026923336170438402,301587301.5873016,8119736.305370312,8.119736305370312,0.0026124124342952314,glm_pair,term_ll_final,aavPerc_rl_final,7.033485818436384e-5,21212.100087347826,3,901667,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.901667
5534,Kazmeir Allen,kazmeir allen,00-0038830,AlleKa00,26,3,WAS,5,0.028477016183746574,301587301.5873016,8588306.468114046,8.588306468114046,0.0025809512303014803,glm_pair,term_ll_final,aavPerc_rl_final,7.349778995475588e-5,22166.00014508511,3,903333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.903333
